event_id,hcp_id,true_event_effect_nrx,true_event_effect_trx
EV2067,HCP100122,-1.7504,-4.1156
EV2067,HCP100143,-0.5761,-1.2626
EV2067,HCP100221,-0.1431,-0.3807
EV2067,HCP100794,-0.0407,-0.1109
EV2067,HCP100842,-5.0068,-13.5606
EV2067,HCP100897,-1.094,-1.9773
EV2067,HCP101177,-0.2614,-0.608
EV2067,HCP101212,0.0786,0.2007
EV2067,HCP101409,-1.1469,-2.0703
EV2067,HCP101487,-0.7739,-1.5806
EV2067,HCP101608,-0.5636,-1.2365
EV2067,HCP101878,-0.5351,-1.1087
EV2067,HCP102037,-1.6376,-4.7128
EV2067,HCP102084,-0.4519,-1.1318
EV2067,HCP102095,-0.9317,-1.9725
EV2067,HCP102162,-4.3599,-11.3884
EV2067,HCP102425,-3.6295,-7.3503
EV2068,HCP100130,0.5396,1.6021
EV2068,HCP100230,42.9326,117.075
EV2068,HCP100320,5.4161,14.3315
EV2068,HCP100390,2.3741,6.1373
EV2068,HCP100462,28.6475,61.0466
EV2068,HCP100659,15.9604,33.4753
EV2068,HCP100671,44.0179,94.1727
EV2068,HCP100817,16.5655,32.6374
EV2068,HCP101120,35.5171,85.6364
EV2068,HCP101137,40.4452,80.0866
EV2068,HCP101156,4.4194,12.7382
EV2068,HCP101363,46.5847,107.5745
EV2068,HCP101419,28.6323,59.7926
EV2068,HCP101502,11.6109,25.6065
EV2068,HCP101668,11.3812,28.1245
EV2068,HCP101918,12.2597,30.7543
EV2068,HCP102121,5.661,12.7961
EV2068,HCP102397,53.9354,126.4284
EV2068,HCP102438,6.7939,16.685
EV2069,HCP100284,2.2747,5.385
EV2069,HCP100321,0.2148,0.7577
EV2069,HCP100568,0.5539,1.1286
EV2069,HCP100614,0.1276,0.2913
EV2069,HCP100984,1.1731,2.6258
EV2069,HCP101048,0.7355,1.6766
EV2069,HCP101172,-0.0003,-0.0007
EV2069,HCP101602,0.0966,0.24
EV2069,HCP101606,-3.4572,-9.3552
EV2069,HCP101720,1.7513,3.6676
EV2069,HCP102125,0.0445,0.0915
EV2069,HCP102159,-1.3007,-3.016
EV2069,HCP102202,0.4575,1.0157
EV2069,HCP102466,-3.6715,-6.9395
EV2069,HCP102480,2.2206,4.9185
EV2070,HCP100263,0.9405,2.4747
EV2070,HCP100291,-0.1323,-0.3221
EV2070,HCP100565,0.4582,1.1346
EV2070,HCP101135,-0.2975,-0.6467
EV2070,HCP101204,0.7381,1.8387
EV2070,HCP101268,-2.5681,-6.1805
EV2070,HCP101777,1.0897,1.81
EV2070,HCP102114,-0.0846,-0.1796
EV2070,HCP102194,0.3851,1.2872
EV2070,HCP102313,4.4023,7.4991
EV2070,HCP102315,-0.0626,-0.1802
EV2070,HCP102409,-0.0066,-0.0123
EV2071,HCP100007,0.0062,0.0105
EV2071,HCP100154,-0.1454,-0.3005
EV2071,HCP100313,0.716,1.4655
EV2071,HCP100481,2.0706,4.1938
EV2071,HCP101234,0.039,0.0888
EV2071,HCP101278,0.149,0.3057
EV2071,HCP101297,0.2231,0.4501
EV2071,HCP101740,0.6747,1.3329
EV2071,HCP101949,-0.3838,-0.8066
EV2071,HCP102268,-0.0106,-0.0184
EV2073,HCP100026,-1.5079,-3.2148
EV2073,HCP100047,1.2172,2.9528
EV2073,HCP100054,-2.4102,-4.7088
EV2073,HCP100199,1.3236,2.9822
EV2073,HCP100293,-0.201,-0.3927
EV2073,HCP100343,0.4164,0.7797
EV2073,HCP100656,-7.3473,-15.0783
EV2073,HCP100824,1.4888,3.4652
EV2073,HCP101017,-6.1334,-13.1265
EV2073,HCP101082,0.1928,0.5253
EV2073,HCP101149,1.7865,2.9279
EV2073,HCP101272,0.8744,2.1975
EV2073,HCP101417,0.9657,1.7074
EV2073,HCP101447,0.8632,2.2527
EV2073,HCP101590,1.4572,3.2255
EV2073,HCP101636,2.2758,4.9586
EV2073,HCP101763,2.0471,5.5631
EV2073,HCP101876,8.4769,23.3178
EV2073,HCP101884,0.9193,2.0241
EV2073,HCP102010,0.1528,0.3533
EV2073,HCP102175,-0.8765,-1.6082
EV2073,HCP102448,-0.3461,-0.7013
EV2074,HCP100370,0.4643,1.1258
EV2074,HCP100718,1.4842,4.763
EV2074,HCP100859,3.3352,9.7538
EV2074,HCP101418,-0.0262,-0.053
EV2074,HCP101510,1.6221,3.3072
EV2074,HCP102030,0.0067,0.0137
EV2074,HCP102120,0.478,1.0533
EV2074,HCP102186,1.4916,2.9393
EV2074,HCP102326,-0.265,-0.6088
EV2075,HCP100023,10.4674,23.3966
EV2075,HCP100033,0.6258,1.1908
EV2075,HCP100249,14.4902,36.4817
EV2075,HCP100307,12.3435,24.3323
EV2075,HCP100381,0.9089,1.5865
EV2075,HCP100652,1.0748,1.9254
EV2075,HCP100727,2.1118,4.2496
EV2075,HCP100756,8.9476,18.7671
EV2075,HCP100822,2.7283,8.021
EV2075,HCP100883,3.7972,7.261
EV2075,HCP100909,2.7253,6.3006
EV2075,HCP101105,7.9137,18.3473
EV2075,HCP101129,5.9595,10.772
EV2075,HCP101317,44.4299,104.1967
EV2075,HCP101358,5.1803,14.3694
EV2075,HCP101511,0.1074,0.2009
EV2075,HCP101579,2.8043,5.5107
EV2075,HCP101900,1.0664,2.3307
EV2075,HCP101945,7.1432,16.408
EV2075,HCP101976,1.9495,4.3812
EV2075,HCP102067,0.7734,1.5999
EV2075,HCP102255,5.4605,14.4978
EV2075,HCP102392,4.6068,15.8952
EV2076,HCP100213,3.7383,10.5438
EV2076,HCP100221,0.1785,0.4633
EV2076,HCP100323,0.2501,0.527
EV2076,HCP100344,11.7461,24.7169
EV2076,HCP100347,0.3769,0.932
EV2076,HCP100409,0.2592,0.6645
EV2076,HCP100434,0.2409,0.5491
EV2076,HCP100633,0.3782,0.7467
EV2076,HCP100640,0.5891,1.1756
EV2076,HCP100725,0.67,1.3901
EV2076,HCP100774,0.3065,0.8877
EV2076,HCP100867,1.0097,2.3556
EV2076,HCP100878,0.1863,0.3186
EV2076,HCP101086,1.0384,2.1444
EV2076,HCP101097,3.0633,6.0079
EV2076,HCP101226,0.106,0.1699
EV2076,HCP101458,0.5984,1.1805
EV2076,HCP101460,6.9042,18.5174
EV2076,HCP101612,1.0346,1.7958
EV2076,HCP101747,1.4276,3.6067
EV2076,HCP101840,0.3373,0.6904
EV2076,HCP101943,2.5928,5.638
EV2076,HCP102095,0.8519,2.0924
EV2076,HCP102107,0.395,1.1238
EV2076,HCP102115,0.4499,1.1999
EV2076,HCP102168,0.4017,0.7477
EV2076,HCP102353,3.9868,12.1586
EV2076,HCP102382,0.4626,0.9273
EV2077,HCP100285,1.533,2.894
EV2077,HCP100405,6.6428,15.4068
EV2077,HCP100551,6.6802,15.9437
EV2077,HCP100917,2.9061,5.6389
EV2077,HCP100999,28.3515,56.6204
EV2077,HCP101140,4.833,9.3679
EV2077,HCP101152,3.0659,8.8729
EV2077,HCP101389,19.5371,54.5536
EV2077,HCP101443,17.6845,39.8735
EV2077,HCP101475,2.729,8.5104
EV2077,HCP101507,5.0059,10.5924
EV2077,HCP101952,15.1559,31.2251
EV2077,HCP101986,6.6058,14.2498
EV2077,HCP102135,3.433,8.544
EV2077,HCP102239,31.9425,78.0441
EV2078,HCP100009,-0.9386,-1.7204
EV2078,HCP100104,3.6485,6.9166
EV2078,HCP100208,-2.7729,-7.1242
EV2078,HCP100395,-3.9384,-8.8313
EV2078,HCP100520,1.7211,3.7311
EV2078,HCP100620,2.0142,4.2056
EV2078,HCP100694,0.0788,0.1621
EV2078,HCP101053,4.0464,8.5362
EV2078,HCP101179,0.5244,1.0867
EV2078,HCP101214,0.1626,0.4034
EV2078,HCP101296,2.6683,4.7735
EV2078,HCP101489,1.0494,2.087
EV2078,HCP101617,-0.0248,-0.053
EV2078,HCP101648,6.7278,19.2032
EV2078,HCP101845,0.5197,1.2863
EV2078,HCP101913,1.0365,1.7025
EV2078,HCP102001,1.4042,2.9769
EV2078,HCP102022,1.0975,2.1064
EV2078,HCP102134,-2.1769,-3.9284
EV2078,HCP102179,0.289,0.6522
EV2078,HCP102190,0.2515,0.6618
EV2078,HCP102350,-0.3447,-1.4559
EV2078,HCP102386,-0.6029,-1.4366
EV2078,HCP102452,2.3681,6.3178
EV2079,HCP100115,23.3172,46.7309
EV2079,HCP100441,0.3039,0.5681
EV2079,HCP100447,9.9161,22.6526
EV2079,HCP100567,2.1525,4.7226
EV2079,HCP100606,17.0607,34.0503
EV2079,HCP101034,11.1121,23.547
EV2079,HCP101489,5.1718,10.6308
EV2079,HCP101925,12.4418,32.0097
EV2079,HCP102010,0.9024,1.811
EV2079,HCP102075,4.2317,9.0696
EV2080,HCP100179,3.0137,5.8023
EV2080,HCP100286,2.2501,3.9355
EV2080,HCP100410,1.6786,6.9028
EV2080,HCP100412,14.8963,32.4836
EV2080,HCP100790,9.9736,16.375
EV2080,HCP100820,32.7162,79.2792
EV2080,HCP101184,3.354,7.2907
EV2080,HCP101185,11.2449,31.3939
EV2080,HCP101405,3.3097,8.7501
EV2080,HCP101583,11.825,28.5258
EV2080,HCP101680,23.8291,56.3606
EV2080,HCP101786,6.1385,11.79
EV2080,HCP101939,23.486,46.9937
EV2080,HCP101991,0.6874,1.7931
EV2080,HCP102200,2.3988,6.074
EV2080,HCP102253,13.7142,29.0277
EV2080,HCP102320,15.0735,29.0647
EV2080,HCP102385,20.5609,42.7808
EV2080,HCP102422,35.3512,94.3522
EV2081,HCP100044,0.597,1.5285
EV2081,HCP100118,0.0841,0.1839
EV2081,HCP100211,0.7265,1.387
EV2081,HCP100291,-0.025,-0.0646
EV2081,HCP100407,-0.7431,-1.2333
EV2081,HCP100537,0.0895,0.1608
EV2081,HCP100621,1.6024,3.4162
EV2081,HCP100657,0.3878,0.7828
EV2081,HCP100827,2.2986,6.1554
EV2081,HCP100922,0.1405,0.3138
EV2081,HCP101018,0.1284,0.2428
EV2081,HCP101041,0.0694,0.1473
EV2081,HCP101138,0.6354,1.3878
EV2081,HCP101144,0.0428,0.1037
EV2081,HCP101164,0.0543,0.1092
EV2081,HCP101321,0.7094,1.7826
EV2081,HCP101428,0.0487,0.0963
EV2081,HCP101510,1.4046,3.1224
EV2081,HCP101521,1.5812,3.7824
EV2081,HCP101549,-0.6091,-2.454
EV2081,HCP101585,0.0708,0.1422
EV2081,HCP101679,0.0465,0.0879
EV2081,HCP101724,0.0775,0.1544
EV2081,HCP101818,0.7933,1.7142
EV2081,HCP101820,1.9322,4.6123
EV2081,HCP101844,0.6501,1.2656
EV2081,HCP101887,0.1269,0.2581
EV2081,HCP101917,-0.6883,-1.5963
EV2081,HCP102132,0.3288,0.685
EV2081,HCP102158,0.6741,1.2593
EV2081,HCP102330,3.424,8.0892
EV2081,HCP102339,0.4305,1.0666
EV2081,HCP102381,0.0005,0.0009
EV2081,HCP102416,0.0458,0.0971
EV2081,HCP102426,0.2327,0.5051
EV2081,HCP102488,-0.5783,-1.0465
EV2082,HCP100270,7.3086,12.8156
EV2082,HCP100444,0.494,1.3304
EV2082,HCP100818,2.7407,5.5312
EV2082,HCP100962,10.7962,19.731
EV2082,HCP101019,1.3327,2.5151
EV2082,HCP101155,8.6388,16.5661
EV2082,HCP101454,36.0298,68.852
EV2082,HCP101639,3.3815,8.3673
EV2082,HCP102288,0.6559,1.6838
EV2082,HCP102305,3.2149,6.8141
EV2082,HCP102405,1.9375,4.2222
EV2082,HCP102435,0.4245,1.0084
EV2083,HCP100261,0.2635,0.4137
EV2083,HCP100866,0.5101,1.1893
EV2083,HCP101067,0.2007,0.4448
EV2083,HCP101120,-0.3862,-0.9737
EV2083,HCP101386,0.0359,0.0812
EV2083,HCP101430,3.2489,6.5689
EV2083,HCP101744,1.4013,3.0383
EV2083,HCP101874,0.0078,0.0226
EV2083,HCP101954,0.642,1.2226
EV2083,HCP102339,-0.3497,-0.8431
EV2084,HCP100519,2.6667,5.656
EV2084,HCP100905,3.4389,10.4757
EV2084,HCP101653,5.9763,10.6652
EV2084,HCP101868,0.4409,0.9422
EV2084,HCP102025,1.9098,3.5522
EV2084,HCP102366,7.2039,11.7008
EV2085,HCP100639,18.3468,45.46
EV2085,HCP100664,6.0173,14.2701
EV2085,HCP100812,4.1223,8.8772
EV2085,HCP100998,5.7228,15.7128
EV2085,HCP101006,2.4865,6.066
EV2085,HCP101085,0.5726,1.0511
EV2085,HCP101193,29.8005,62.8605
EV2085,HCP101347,0.6362,1.3357
EV2085,HCP101576,8.7767,24.5428
EV2085,HCP101752,3.8402,8.8805
EV2085,HCP102124,1.6064,3.3195
EV2086,HCP100088,8.2184,14.6169
EV2086,HCP100334,5.3865,12.852
EV2086,HCP100342,3.6542,8.781
EV2086,HCP100343,3.4698,6.338
EV2086,HCP100433,3.5435,11.571
EV2086,HCP100650,3.4788,6.5286
EV2086,HCP100659,35.1638,68.8698
EV2086,HCP100848,8.8804,23.4351
EV2086,HCP100855,0.9168,1.9514
EV2086,HCP101000,4.2642,7.5278
EV2086,HCP101248,2.3985,5.0994
EV2086,HCP101351,6.8534,11.8199
EV2086,HCP101472,6.3779,16.8765
EV2086,HCP101528,4.3875,9.2425
EV2086,HCP101637,7.8959,23.7783
EV2086,HCP101790,2.9241,6.2917
EV2086,HCP101920,0.4244,0.9399
EV2086,HCP101969,0.7635,2.0545
EV2086,HCP102000,0.4221,0.9461
EV2086,HCP102133,0.7813,1.4827
EV2086,HCP102202,4.1212,9.5018
EV2086,HCP102224,5.3379,13.6931
EV2086,HCP102319,1.2743,2.3123
EV2086,HCP102461,1.1053,2.2746
EV2086,HCP102466,40.6734,74.5217
EV2086,HCP102495,0.8434,1.9492
EV2087,HCP100081,5.3128,14.1656
EV2087,HCP100114,2.4554,6.1335
EV2087,HCP100260,5.5071,14.0548
EV2087,HCP100354,10.3717,22.4645
EV2087,HCP100393,1.0109,2.2167
EV2087,HCP100395,16.5486,38.2554
EV2087,HCP100605,12.9486,24.2751
EV2087,HCP100779,9.6667,28.2886
EV2087,HCP100833,0.67,2.3829
EV2087,HCP100885,1.1394,2.0639
EV2087,HCP100939,1.9625,5.6548
EV2087,HCP100950,4.1243,8.2352
EV2087,HCP100967,1.0147,3.2995
EV2087,HCP100981,11.7763,22.2054
EV2087,HCP101238,11.3662,42.6251
EV2087,HCP101291,3.4084,6.9788
EV2087,HCP101342,1.4952,4.2202
EV2087,HCP101565,10.0998,19.2558
EV2087,HCP101666,1.1592,3.6586
EV2087,HCP101707,3.299,10.2474
EV2087,HCP101731,3.8374,12.345
EV2087,HCP101860,6.6543,21.1062
EV2087,HCP101986,3.1925,6.6605
EV2087,HCP102122,-0.0853,-0.1674
EV2087,HCP102127,4.9285,11.3134
EV2087,HCP102138,12.5646,27.6343
EV2087,HCP102199,11.5654,25.2165
EV2087,HCP102246,6.1931,12.132
EV2087,HCP102300,1.5051,3.0604
EV2087,HCP102475,25.039,60.7639
EV2088,HCP100106,0.4126,1.0203
EV2088,HCP100126,-0.2361,-0.556
EV2088,HCP100128,-0.3562,-0.6446
EV2088,HCP100196,-0.2834,-0.5814
EV2088,HCP100500,0.0195,0.0415
EV2088,HCP100572,0.0357,0.0719
EV2088,HCP100579,-0.3821,-0.8288
EV2088,HCP100619,0.6869,2.3212
EV2088,HCP100663,-3.7744,-7.6856
EV2088,HCP100773,-0.909,-1.892
EV2088,HCP100969,0.4714,1.454
EV2088,HCP101087,2.8987,5.8879
EV2088,HCP101113,3.0416,5.6104
EV2088,HCP101119,-3.5054,-6.7192
EV2088,HCP101261,1.6005,2.5427
EV2088,HCP101310,4.0114,7.977
EV2088,HCP101346,-0.2312,-0.4843
EV2088,HCP101456,0.1067,0.2886
EV2088,HCP101476,-0.5403,-1.6489
EV2088,HCP101559,-1.4907,-4.5849
EV2088,HCP101783,-0.3952,-0.852
EV2088,HCP101856,1.7283,3.5229
EV2088,HCP102061,4.1601,8.6125
EV2088,HCP102085,2.2608,5.1428
EV2088,HCP102131,0.6341,1.893
EV2088,HCP102136,0.3843,0.6699
EV2088,HCP102248,4.435,8.5616
EV2088,HCP102375,3.2489,7.9701
EV2089,HCP100015,22.9847,46.4483
EV2089,HCP100111,47.2347,154.9842
EV2089,HCP100166,20.3235,42.9369
EV2089,HCP100180,1.8787,4.8045
EV2089,HCP100209,38.6755,98.0505
EV2089,HCP100276,8.5014,15.661
EV2089,HCP100353,3.0006,6.9488
EV2089,HCP100440,7.1232,13.8025
EV2089,HCP100603,1.8854,4.1458
EV2089,HCP100671,44.0179,103.0321
EV2089,HCP100839,14.6868,30.008
EV2089,HCP100902,3.0933,6.4341
EV2089,HCP100960,5.5431,12.1825
EV2089,HCP100961,7.5963,13.6523
EV2089,HCP101015,6.7186,15.8967
EV2089,HCP101182,5.5964,18.9359
EV2089,HCP101287,30.0947,55.7737
EV2089,HCP101317,52.6837,111.9939
EV2089,HCP101453,31.673,87.9234
EV2089,HCP101603,9.9444,22.4535
EV2089,HCP101642,19.7715,62.8657
EV2089,HCP101669,15.9553,53.2156
EV2089,HCP101730,19.4038,43.3914
EV2089,HCP101759,41.4335,93.3637
EV2089,HCP101823,2.7064,8.3238
EV2089,HCP101905,2.3581,5.5115
EV2089,HCP102170,3.9769,11.8453
EV2089,HCP102307,18.5629,43.1194
EV2089,HCP102430,6.239,17.8402
EV2090,HCP100221,0.968,2.4709
EV2090,HCP100242,0.3551,0.686
EV2090,HCP100277,0.7529,1.3986
EV2090,HCP100351,0.498,1.0613
EV2090,HCP100550,6.9724,18.6863
EV2090,HCP100893,0.3594,0.809
EV2090,HCP100901,0.2004,0.3474
EV2090,HCP101027,0.1036,0.2332
EV2090,HCP101032,0.5526,1.4319
EV2090,HCP101074,3.3461,6.9482
EV2090,HCP101334,1.4326,2.7772
EV2090,HCP101403,0.2611,0.5019
EV2090,HCP101420,1.2874,3.5547
EV2090,HCP101451,2.2884,5.6487
EV2090,HCP101811,1.0244,2.1858
EV2090,HCP101846,1.3832,2.8906
EV2091,HCP100003,-0.0053,-0.0105
EV2091,HCP100122,-0.1899,-0.4045
EV2091,HCP100150,0.0212,0.0461
EV2091,HCP100167,-0.0255,-0.049
EV2091,HCP100308,0.0032,0.007
EV2091,HCP100379,-0.0674,-0.1672
EV2091,HCP100431,-0.3313,-0.9969
EV2091,HCP100581,0.293,0.5697
EV2091,HCP100684,0.1275,0.3197
EV2091,HCP100697,-0.4636,-0.8301
EV2091,HCP100752,-0.9972,-1.9511
EV2091,HCP100968,0.0663,0.1147
EV2091,HCP101103,0.0416,0.0744
EV2091,HCP101204,0.0627,0.1386
EV2091,HCP101265,0.139,0.2882
EV2091,HCP101344,0.053,0.0926
EV2091,HCP101401,-0.1896,-0.3639
EV2091,HCP101422,0.7562,1.508
EV2091,HCP101519,0.7167,1.874
EV2091,HCP101538,-0.013,-0.0228
EV2091,HCP101542,-0.1427,-0.3009
EV2091,HCP101585,-0.9556,-1.8703
EV2091,HCP101687,0.1566,0.3624
EV2091,HCP101772,0.0456,0.1034
EV2091,HCP101788,-0.0709,-0.2262
EV2091,HCP101803,0.1868,0.4809
EV2091,HCP101895,0.1031,0.2077
EV2091,HCP101906,0.3619,0.6509
EV2091,HCP102033,-0.1028,-0.191
EV2091,HCP102074,-0.2228,-0.4047
EV2091,HCP102187,0.0415,0.1178
EV2091,HCP102188,-0.0244,-0.0503
EV2091,HCP102410,-0.2372,-0.55
EV2091,HCP102425,2.5534,4.8094
EV2092,HCP100096,0.5579,1.4744
EV2092,HCP100973,-0.0388,-0.0881
EV2092,HCP101010,-0.6758,-1.3263
EV2092,HCP101589,-0.1304,-0.302
EV2092,HCP102167,0.3015,0.7077
EV2092,HCP102429,-0.6344,-1.2506
EV2093,HCP100252,13.8771,34.9265
EV2093,HCP100284,47.3955,112.8941
EV2093,HCP100363,5.182,12.5232
EV2093,HCP100387,4.0223,9.8308
EV2093,HCP100496,34.4234,105.7869
EV2093,HCP100533,3.4236,9.6935
EV2093,HCP100554,20.4764,41.2211
EV2093,HCP100678,7.4555,24.046
EV2093,HCP100811,2.6799,7.3313
EV2093,HCP100837,4.4298,14.9155
EV2093,HCP100848,36.0178,103.7748
EV2093,HCP100868,4.3522,13.4411
EV2093,HCP100939,12.0951,35.7814
EV2093,HCP100943,25.101,60.6912
EV2093,HCP100947,30.7964,74.7084
EV2093,HCP100990,11.3026,37.7676
EV2093,HCP101049,32.8781,100.0581
EV2093,HCP101058,7.8219,15.531
EV2093,HCP101200,11.3411,25.2253
EV2093,HCP101384,1.4403,3.0377
EV2093,HCP101448,19.8233,37.0524
EV2093,HCP101456,3.6253,10.4161
EV2093,HCP101494,19.5735,37.5211
EV2093,HCP101525,4.2715,9.2158
EV2093,HCP101577,31.1294,58.926
EV2093,HCP101597,15.1004,34.8518
EV2093,HCP101604,30.4764,73.8023
EV2093,HCP101642,21.1424,71.2986
EV2093,HCP101677,24.4144,53.018
EV2093,HCP101696,18.7537,46.6678
EV2093,HCP101714,1.4796,3.4921
EV2093,HCP101814,4.3161,8.9684
EV2093,HCP101872,6.1958,10.9086
EV2093,HCP101873,1.8827,4.6289
EV2093,HCP101940,12.0675,27.7619
EV2093,HCP101947,3.3273,8.6695
EV2093,HCP101982,8.8114,22.4621
EV2093,HCP102021,19.952,59.7559
EV2093,HCP102209,14.258,39.2823
EV2093,HCP102225,1.6132,3.286
EV2093,HCP102321,18.5397,36.2413
EV2093,HCP102345,1.3988,2.8126
EV2093,HCP102423,16.4121,32.3776
EV2094,HCP100002,-3.0666,-6.7955
EV2094,HCP100034,-7.6478,-19.5814
EV2094,HCP100198,-1.1098,-2.2089
EV2094,HCP100337,-6.4682,-19.6146
EV2094,HCP100415,-0.2271,-0.5099
EV2094,HCP100420,-11.3207,-22.7551
EV2094,HCP100609,-7.6554,-17.1049
EV2094,HCP100810,-1.939,-4.9626
EV2094,HCP100929,-2.0175,-5.2212
EV2094,HCP100934,-5.1238,-8.7818
EV2094,HCP101009,-3.6897,-8.4402
EV2094,HCP101089,-18.0673,-46.6707
EV2094,HCP101119,-7.5502,-15.2731
EV2094,HCP101220,-6.4442,-11.9166
EV2094,HCP101497,-0.3985,-1.2117
EV2094,HCP101527,-4.9883,-10.3677
EV2094,HCP101595,-3.1485,-8.0345
EV2094,HCP101622,-8.8967,-17.7599
EV2094,HCP101757,-0.9378,-2.0138
EV2094,HCP102294,-0.5523,-1.0525
EV2094,HCP102457,-1.7266,-3.7289
EV2094,HCP102466,-11.7598,-23.6954
EV2094,HCP102468,-0.6306,-1.1444
EV2095,HCP100208,5.609,13.5376
EV2095,HCP100217,3.7663,8.2332
EV2095,HCP100228,2.3363,4.7061
EV2095,HCP100302,9.7803,19.3804
EV2095,HCP100362,1.0417,3.2412
EV2095,HCP100386,9.0725,18.4486
EV2095,HCP100569,3.67,9.1137
EV2095,HCP100600,11.6969,25.2981
EV2095,HCP100643,0.2375,0.442
EV2095,HCP100671,11.9337,27.5713
EV2095,HCP100850,7.4853,14.3117
EV2095,HCP100908,31.0499,95.6358
EV2095,HCP100953,0.3989,0.9718
EV2095,HCP100978,2.9901,7.6428
EV2095,HCP101054,8.1989,17.2269
EV2095,HCP101102,26.2373,58.8114
EV2095,HCP101109,2.4188,4.2547
EV2095,HCP101116,9.0084,18.2907
EV2095,HCP101191,0.5287,1.3778
EV2095,HCP101408,3.033,7.4433
EV2095,HCP101448,3.0554,6.116
EV2095,HCP101483,1.4416,3.5643
EV2095,HCP101544,0.517,1.0026
EV2095,HCP101580,2.1325,4.1542
EV2095,HCP101607,1.1089,2.3419
EV2095,HCP101609,6.0436,11.3358
EV2095,HCP101642,15.5217,44.187
EV2095,HCP101837,8.6836,19.2142
EV2095,HCP102097,14.3248,29.911
EV2095,HCP102106,0.6247,1.3585
EV2095,HCP102161,4.8541,12.1526
EV2095,HCP102273,0.861,1.6575
EV2096,HCP100010,0.9308,1.6923
EV2096,HCP100194,0.0746,0.2117
EV2096,HCP100359,0.0375,0.1025
EV2096,HCP100431,2.8114,8.4892
EV2096,HCP100581,2.3878,4.639
EV2096,HCP100770,0.755,1.7495
EV2096,HCP101096,3.0468,7.0599
EV2096,HCP101355,0.1532,0.3087
EV2096,HCP101537,1.1018,2.8158
EV2096,HCP101968,0.8049,1.5227
EV2096,HCP102032,0.2838,0.763
EV2096,HCP102037,2.8744,7.9943
EV2096,HCP102086,0.0884,0.1726
EV2096,HCP102130,1.5143,3.3928
EV2096,HCP102141,0.9437,2.0994
EV2096,HCP102447,5.2974,9.5027
EV2096,HCP102477,1.0381,2.5407
EV2097,HCP100024,0.2413,0.5166
EV2097,HCP100585,1.4408,3.5373
EV2097,HCP100991,1.8102,4.3545
EV2097,HCP101171,2.5367,8.2333
EV2097,HCP101199,0.502,1.128
EV2097,HCP101446,0.2873,0.6581
EV2097,HCP101473,1.3612,3.3893
EV2097,HCP101701,3.1013,7.252
EV2097,HCP102346,0.1161,0.2711
EV2097,HCP102463,0.621,1.7936
EV2098,HCP100659,-3.4839,-7.3773
EV2098,HCP101044,1.2869,3.3845
EV2098,HCP102124,0.3864,0.9402
EV2099,HCP100091,10.2236,19.4987
EV2099,HCP100289,7.8041,17.2802
EV2099,HCP100311,33.0222,85.8279
EV2099,HCP100346,2.6534,5.4126
EV2099,HCP101378,6.001,12.4433
EV2099,HCP101392,13.6285,36.7207
EV2099,HCP101469,0.9578,2.2777
EV2099,HCP101739,30.4872,72.1689
EV2099,HCP101794,13.5866,31.7322
EV2099,HCP101933,5.0435,13.5267
EV2099,HCP101949,16.3251,33.8784
EV2099,HCP102358,27.1851,64.5726
EV2099,HCP102499,3.4051,6.5463
EV2100,HCP100135,11.5401,31.4495
EV2100,HCP100170,16.5816,34.8962
EV2100,HCP100202,14.1006,28.0966
EV2100,HCP100269,3.2734,7.1395
EV2100,HCP100403,1.316,3.1842
EV2100,HCP100561,1.4705,2.7094
EV2100,HCP100616,2.2716,5.6162
EV2100,HCP100817,5.2483,11.2914
EV2100,HCP101071,6.7252,15.1317
EV2100,HCP101389,13.773,37.0837
EV2100,HCP101457,5.6746,10.3925
EV2100,HCP101961,4.9189,13.3699
EV2100,HCP101977,0.8724,2.6503
EV2100,HCP102060,10.9401,21.484
EV2100,HCP102104,8.3568,18.1553
EV2100,HCP102217,11.5864,24.5851
EV2100,HCP102241,7.5507,16.729
EV2100,HCP102336,11.7321,25.4591
EV2100,HCP102360,6.1629,15.0554
EV2101,HCP100298,-1.6699,-5.7612
EV2101,HCP100328,0.019,0.0416
EV2101,HCP100768,-0.2375,-0.5387
EV2101,HCP100809,-0.3645,-0.7968
EV2101,HCP100910,0.107,0.2138
EV2101,HCP101023,-0.0811,-0.1566
EV2101,HCP101147,-0.8657,-1.9088
EV2101,HCP101150,-0.8384,-2.446
EV2101,HCP101160,-4.1964,-8.8304
EV2101,HCP101454,-24.6219,-47.5816
EV2101,HCP101975,-0.9722,-2.1856
EV2101,HCP102259,-1.9544,-4.0342
EV2101,HCP102359,-1.249,-3.1533
EV2102,HCP100016,0.5295,1.3234
EV2102,HCP100125,5.4263,12.5689
EV2102,HCP100133,15.3018,25.6127
EV2102,HCP100143,5.9565,13.1017
EV2102,HCP100280,2.1777,4.9149
EV2102,HCP100344,13.1738,25.758
EV2102,HCP100469,4.1958,8.5173
EV2102,HCP100512,1.6906,3.5916
EV2102,HCP100800,1.2653,3.2967
EV2102,HCP100842,11.9652,32.2282
EV2102,HCP100921,2.3041,5.4823
EV2102,HCP100933,2.0666,4.24
EV2102,HCP101032,5.3098,13.8471
EV2102,HCP101111,1.8922,4.7353
EV2102,HCP101289,5.1161,9.9133
EV2102,HCP101411,2.3796,5.4299
EV2102,HCP101504,16.9865,31.1893
EV2102,HCP101610,5.7286,11.6697
EV2102,HCP101735,2.3431,4.7746
EV2102,HCP101747,2.0812,5.475
