event_id,hcp_id,invited_at,channel,eligible_reason
EV2114,HCP102489,2025-04-17,Phone,Patient-volume threshold
EV2114,HCP100723,2025-04-13,Phone,Specialty match
EV2114,HCP102472,2025-04-12,Email,Product affinity
EV2114,HCP100771,2025-04-01,Rep,Specialty match
EV2114,HCP102431,2025-04-14,Email,Product affinity
EV2114,HCP101702,2025-04-14,Rep,Product affinity
EV2114,HCP101300,2025-04-03,Rep,Product affinity
EV2114,HCP100311,2025-03-26,Rep,Product affinity
EV2114,HCP101340,2025-04-13,Email,Combination of factors
EV2114,HCP101462,2025-04-12,Email,Specialty match
EV2114,HCP100814,2025-04-09,Email,Combination of factors
EV2114,HCP100697,2025-04-17,Rep,Patient-volume threshold
EV2114,HCP102024,2025-04-14,Phone,Geographic proximity
EV2114,HCP100516,2025-04-15,Rep,Patient-volume threshold
EV2114,HCP101938,2025-04-15,Email,Specialty match
EV2114,HCP102043,2025-04-17,Email,Combination of factors
EV2114,HCP101190,2025-04-27,Email,Combination of factors
EV2114,HCP101806,2025-04-21,Phone,Combination of factors
EV2114,HCP100639,2025-04-22,Phone,Patient-volume threshold
EV2114,HCP102250,2025-04-14,Rep,Product affinity
EV2114,HCP101690,2025-03-19,Rep,Product affinity
EV2114,HCP101748,2025-04-25,Phone,Combination of factors
EV2114,HCP101678,2025-04-30,Email,Patient-volume threshold
EV2114,HCP101601,2025-04-29,Email,Product affinity
EV2114,HCP100784,2025-04-13,Portal,Product affinity
EV2114,HCP101321,2025-04-06,Rep,Product affinity
EV2114,HCP100435,2025-04-09,Rep,Combination of factors
EV2114,HCP100025,2025-04-15,Email,Geographic proximity
EV2114,HCP102370,2025-05-01,Email,Specialty match
EV2114,HCP101216,2025-04-30,Email,Product affinity
EV2114,HCP100693,2025-03-09,Rep,Combination of factors
EV2114,HCP101562,2025-04-06,Email,Product affinity
EV2114,HCP101395,2025-04-27,Email,Product affinity
EV2114,HCP101794,2025-04-03,Rep,Product affinity
EV2114,HCP102079,2025-04-16,Phone,Combination of factors
EV2114,HCP100055,2025-04-20,Email,Patient-volume threshold
EV2114,HCP101988,2025-04-14,Portal,Combination of factors
EV2114,HCP100487,2025-04-15,Phone,Product affinity
EV2114,HCP101255,2025-04-15,Rep,Geographic proximity
EV2114,HCP101043,2025-03-30,Rep,Combination of factors
EV2114,HCP102476,2025-04-09,Email,Combination of factors
EV2114,HCP100755,2025-04-23,Email,Specialty match
EV2114,HCP100923,2025-04-09,Rep,Patient-volume threshold
EV2114,HCP102218,2025-04-16,Email,Combination of factors
EV2114,HCP100865,2025-04-16,Phone,Product affinity
EV2114,HCP100289,2025-04-16,Email,Product affinity
EV2114,HCP100544,2025-04-08,Email,Product affinity
EV2114,HCP102453,2025-04-12,Email,Combination of factors
EV2114,HCP101308,2025-03-14,Rep,Product affinity
EV2114,HCP102156,2025-04-15,Email,Combination of factors
EV2114,HCP100680,2025-03-27,Rep,Combination of factors
EV2114,HCP100223,2025-04-27,Phone,Geographic proximity
EV2114,HCP101416,2025-03-24,Rep,Product affinity
EV2114,HCP102478,2025-04-05,Email,Specialty match
EV2114,HCP101418,2025-05-01,Email,Product affinity
EV2114,HCP100627,2025-04-04,Portal,Product affinity
EV2114,HCP102456,2025-04-07,Email,Combination of factors
EV2114,HCP100120,2025-04-25,Phone,Product affinity
EV2114,HCP100804,2025-04-20,Email,Prior engagement
EV2114,HCP100235,2025-04-18,Email,Combination of factors
EV2114,HCP101135,2025-03-26,Portal,Specialty match
EV2114,HCP100160,2025-04-03,Email,Product affinity
EV2114,HCP101874,2025-04-25,Email,Product affinity
EV2114,HCP100728,2025-04-15,Phone,Product affinity
EV2114,HCP101151,2025-04-03,Email,Patient-volume threshold
EV2114,HCP102114,2025-04-14,Email,Specialty match
EV2114,HCP101098,2025-03-23,Rep,Product affinity
EV2114,HCP101268,2025-04-15,Phone,Product affinity
EV2114,HCP100457,2025-04-06,Portal,Product affinity
EV2114,HCP102090,2025-04-16,Email,Combination of factors
EV2114,HCP100913,2025-04-03,Rep,Prior engagement
EV2114,HCP101985,2025-04-21,Phone,Specialty match
EV2114,HCP100959,2025-04-26,Email,Specialty match
EV2114,HCP101862,2025-04-01,Rep,Combination of factors
EV2114,HCP101328,2025-05-02,Phone,Combination of factors
EV2114,HCP101391,2025-04-21,Email,Product affinity
EV2114,HCP102378,2025-03-10,Rep,Specialty match
EV2114,HCP101808,2025-03-13,Rep,Product affinity
EV2114,HCP101207,2025-04-16,Email,Product affinity
EV2114,HCP100856,2025-04-17,Rep,Combination of factors
EV2114,HCP100156,2025-04-12,Email,Combination of factors
EV2114,HCP102171,2025-03-26,Rep,Product affinity
EV2114,HCP102458,2025-03-27,Rep,Product affinity
EV2115,HCP101536,2025-04-14,Email,Product affinity
EV2115,HCP102398,2025-04-26,Email,Combination of factors
EV2115,HCP100846,2025-04-18,Email,Geographic proximity
EV2115,HCP101782,2025-04-15,Email,Product affinity
EV2115,HCP101502,2025-04-20,Email,Patient-volume threshold
EV2115,HCP100964,2025-04-10,Email,Product affinity
EV2115,HCP100370,2025-03-26,Rep,Product affinity
EV2115,HCP101416,2025-04-23,Email,Product affinity
EV2115,HCP101486,2025-04-15,Email,Combination of factors
EV2115,HCP100708,2025-04-04,Email,Specialty match
EV2115,HCP102338,2025-04-27,Portal,Product affinity
EV2115,HCP100966,2025-04-04,Email,Product affinity
EV2115,HCP101583,2025-04-23,Email,Combination of factors
EV2115,HCP100632,2025-04-09,Portal,Combination of factors
EV2115,HCP100624,2025-04-21,Portal,Combination of factors
EV2115,HCP101407,2025-04-16,Email,Product affinity
EV2115,HCP100154,2025-04-10,Email,Product affinity
EV2115,HCP102455,2025-04-11,Email,Combination of factors
EV2115,HCP101151,2025-04-07,Email,Patient-volume threshold
EV2115,HCP100703,2025-04-02,Rep,Patient-volume threshold
EV2115,HCP101621,2025-04-06,Email,Product affinity
EV2115,HCP100450,2025-05-01,Email,Product affinity
EV2115,HCP100791,2025-04-22,Email,Product affinity
EV2115,HCP100769,2025-04-17,Rep,Combination of factors
EV2115,HCP100460,2025-03-27,Rep,Specialty match
EV2115,HCP101213,2025-04-23,Email,Product affinity
EV2115,HCP100164,2025-04-08,Email,Product affinity
EV2115,HCP100974,2025-03-31,Rep,Specialty match
EV2115,HCP100457,2025-04-29,Portal,Product affinity
EV2115,HCP101300,2025-04-10,Rep,Product affinity
EV2115,HCP100680,2025-04-14,Rep,Combination of factors
EV2115,HCP101163,2025-04-14,Rep,Combination of factors
EV2115,HCP101256,2025-03-10,Rep,Product affinity
EV2115,HCP101841,2025-04-09,Email,Product affinity
EV2115,HCP101283,2025-04-30,Email,Specialty match
EV2115,HCP102326,2025-04-13,Email,Product affinity
EV2115,HCP102177,2025-04-08,Rep,Patient-volume threshold
EV2115,HCP101804,2025-04-10,Email,Product affinity
EV2115,HCP102166,2025-04-21,Email,Product affinity
EV2115,HCP102201,2025-04-07,Email,Geographic proximity
EV2115,HCP100975,2025-03-18,Rep,Patient-volume threshold
EV2115,HCP100481,2025-03-12,Rep,Product affinity
EV2115,HCP101797,2025-04-11,Portal,Geographic proximity
EV2115,HCP101500,2025-04-13,Rep,Geographic proximity
EV2115,HCP101098,2025-04-08,Rep,Product affinity
EV2115,HCP101562,2025-04-20,Email,Product affinity
EV2115,HCP102048,2025-04-27,Email,Product affinity
EV2116,HCP101486,2025-04-09,Email,Combination of factors
EV2116,HCP102393,2025-03-28,Rep,Specialty match
EV2116,HCP101540,2025-03-30,Portal,Combination of factors
EV2116,HCP101063,2025-04-30,Email,Product affinity
EV2116,HCP101441,2025-05-03,Phone,Product affinity
EV2116,HCP101194,2025-03-10,Rep,Combination of factors
EV2116,HCP102005,2025-03-12,Rep,Specialty match
EV2116,HCP100378,2025-03-22,Rep,Combination of factors
EV2116,HCP100421,2025-04-06,Email,Combination of factors
EV2116,HCP100847,2025-05-01,Email,Combination of factors
EV2116,HCP102206,2025-04-30,Email,Product affinity
EV2116,HCP101493,2025-04-13,Email,Combination of factors
EV2116,HCP100516,2025-03-27,Rep,Combination of factors
EV2116,HCP101963,2025-03-28,Portal,Combination of factors
EV2116,HCP101985,2025-04-12,Rep,Specialty match
EV2116,HCP100986,2025-05-02,Email,Combination of factors
EV2116,HCP102295,2025-03-12,Rep,Combination of factors
EV2116,HCP101541,2025-04-25,Email,Product affinity
EV2116,HCP101838,2025-04-30,Phone,Combination of factors
EV2116,HCP100948,2025-03-24,Rep,Product affinity
EV2116,HCP102433,2025-04-04,Email,Patient-volume threshold
EV2116,HCP101216,2025-04-27,Email,Product affinity
EV2116,HCP100146,2025-04-06,Email,Combination of factors
EV2116,HCP102287,2025-04-21,Email,Product affinity
EV2116,HCP101452,2025-04-18,Email,Specialty match
EV2116,HCP101461,2025-05-02,Phone,Combination of factors
EV2116,HCP100488,2025-03-26,Rep,Specialty match
EV2116,HCP102398,2025-04-21,Email,Product affinity
EV2116,HCP100974,2025-03-20,Rep,Specialty match
EV2116,HCP100231,2025-04-20,Phone,Specialty match
EV2116,HCP100290,2025-04-15,Rep,Patient-volume threshold
EV2116,HCP100164,2025-04-17,Rep,Product affinity
EV2116,HCP101229,2025-04-12,Rep,Product affinity
EV2116,HCP101910,2025-04-05,Email,Geographic proximity
EV2116,HCP101391,2025-04-17,Email,Product affinity
EV2116,HCP100076,2025-04-18,Phone,Product affinity
EV2116,HCP100806,2025-04-14,Email,Combination of factors
EV2116,HCP100523,2025-04-16,Email,Geographic proximity
EV2116,HCP101308,2025-03-31,Rep,Product affinity
EV2116,HCP100459,2025-04-30,Email,Product affinity
EV2116,HCP102229,2025-04-11,Email,Combination of factors
EV2116,HCP101599,2025-04-25,Email,Product affinity
EV2116,HCP101267,2025-04-08,Email,Product affinity
EV2116,HCP101471,2025-04-17,Rep,Patient-volume threshold
EV2116,HCP100348,2025-03-26,Rep,Combination of factors
EV2116,HCP100723,2025-05-02,Email,Specialty match
EV2116,HCP101416,2025-04-20,Email,Product affinity
EV2116,HCP100480,2025-04-28,Email,Geographic proximity
EV2116,HCP102279,2025-04-09,Portal,Combination of factors
EV2116,HCP102432,2025-04-16,Email,Combination of factors
EV2116,HCP101425,2025-04-11,Email,Combination of factors
EV2116,HCP100519,2025-04-05,Email,Product affinity
EV2116,HCP101897,2025-04-04,Email,Combination of factors
EV2116,HCP102107,2025-04-24,Email,Prior engagement
EV2116,HCP100769,2025-04-23,Email,Combination of factors
EV2116,HCP100210,2025-04-05,Email,Product affinity
EV2116,HCP102377,2025-04-06,Email,Combination of factors
EV2116,HCP101530,2025-04-05,Email,Geographic proximity
EV2116,HCP101122,2025-03-25,Rep,Combination of factors
EV2116,HCP101600,2025-04-18,Rep,Specialty match
EV2116,HCP100856,2025-04-28,Email,Combination of factors
EV2116,HCP102155,2025-04-27,Email,Combination of factors
EV2116,HCP101727,2025-04-30,Phone,Product affinity
EV2116,HCP101775,2025-04-07,Email,Combination of factors
EV2116,HCP101213,2025-03-31,Rep,Product affinity
EV2116,HCP101264,2025-04-29,Portal,Product affinity
EV2116,HCP100844,2025-03-28,Rep,Combination of factors
EV2116,HCP101432,2025-03-15,Rep,Combination of factors
EV2116,HCP101490,2025-03-10,Rep,Specialty match
EV2116,HCP100627,2025-04-27,Phone,Product affinity
EV2116,HCP101296,2025-03-19,Rep,Patient-volume threshold
EV2116,HCP101829,2025-04-17,Email,Product affinity
EV2116,HCP101239,2025-04-04,Email,Combination of factors
EV2116,HCP101207,2025-03-22,Rep,Product affinity
EV2116,HCP100896,2025-04-24,Email,Product affinity
EV2116,HCP102221,2025-04-17,Email,Combination of factors
EV2116,HCP100646,2025-04-17,Email,Prior engagement
EV2116,HCP102456,2025-03-26,Rep,Combination of factors
EV2116,HCP102192,2025-03-17,Rep,Product affinity
EV2116,HCP101908,2025-04-12,Email,Product affinity
EV2116,HCP100040,2025-04-08,Email,Combination of factors
EV2116,HCP100586,2025-03-17,Rep,Patient-volume threshold
EV2116,HCP101662,2025-04-11,Portal,Combination of factors
EV2116,HCP101232,2025-04-28,Email,Geographic proximity
EV2116,HCP100814,2025-04-16,Rep,Combination of factors
EV2117,HCP100692,2025-04-14,Email,Product affinity
EV2117,HCP100406,2025-04-15,Email,Product affinity
EV2117,HCP101546,2025-04-04,Rep,Product affinity
EV2117,HCP101674,2025-04-07,Email,Combination of factors
EV2117,HCP101046,2025-04-18,Email,Product affinity
EV2117,HCP102406,2025-04-09,Email,Product affinity
EV2117,HCP101244,2025-04-12,Email,Combination of factors
EV2117,HCP100904,2025-04-14,Email,Combination of factors
EV2117,HCP101194,2025-04-04,Rep,Product affinity
EV2117,HCP102149,2025-04-13,Rep,Combination of factors
EV2117,HCP100947,2025-04-12,Email,Product affinity
EV2117,HCP102047,2025-04-16,Phone,Combination of factors
EV2117,HCP101651,2025-03-13,Rep,Product affinity
EV2117,HCP100532,2025-04-05,Email,Combination of factors
EV2117,HCP101305,2025-05-03,Phone,Combination of factors
EV2117,HCP100184,2025-04-11,Portal,Combination of factors
EV2117,HCP100075,2025-04-13,Portal,Product affinity
EV2117,HCP100104,2025-04-09,Email,Product affinity
EV2117,HCP100846,2025-04-02,Rep,Combination of factors
EV2117,HCP101928,2025-03-13,Rep,Combination of factors
EV2117,HCP101973,2025-04-15,Rep,Patient-volume threshold
EV2117,HCP102247,2025-04-12,Rep,Product affinity
EV2117,HCP102178,2025-04-25,Portal,Product affinity
EV2117,HCP100315,2025-04-11,Email,Product affinity
EV2117,HCP101927,2025-04-14,Phone,Product affinity
EV2117,HCP100530,2025-03-31,Rep,Combination of factors
EV2117,HCP101322,2025-04-10,Portal,Combination of factors
EV2117,HCP100472,2025-03-29,Rep,Patient-volume threshold
EV2117,HCP102399,2025-04-20,Portal,Product affinity
EV2117,HCP101146,2025-04-09,Rep,Combination of factors
EV2117,HCP101686,2025-03-22,Rep,Product affinity
EV2117,HCP100507,2025-04-11,Rep,Patient-volume threshold
EV2117,HCP100758,2025-04-11,Rep,Product affinity
EV2117,HCP101558,2025-04-08,Email,Product affinity
EV2117,HCP102228,2025-04-07,Rep,Product affinity
EV2117,HCP101825,2025-03-21,Rep,Product affinity
EV2117,HCP102162,2025-04-06,Email,Combination of factors
EV2117,HCP101255,2025-04-11,Email,Product affinity
EV2117,HCP102424,2025-03-19,Rep,Product affinity
EV2117,HCP101147,2025-04-08,Email,Combination of factors
EV2117,HCP101618,2025-04-10,Email,Product affinity
EV2117,HCP101697,2025-03-29,Rep,Patient-volume threshold
EV2117,HCP100566,2025-04-28,Portal,Product affinity
EV2117,HCP101866,2025-04-15,Rep,Specialty match
EV2117,HCP102004,2025-04-20,Portal,Combination of factors
EV2117,HCP101332,2025-04-23,Email,Product affinity
EV2117,HCP100480,2025-04-15,Email,Product affinity
EV2117,HCP102148,2025-03-14,Rep,Combination of factors
EV2117,HCP101742,2025-03-26,Rep,Product affinity
EV2117,HCP101660,2025-04-13,Email,Product affinity
EV2117,HCP101699,2025-05-01,Email,Combination of factors
EV2117,HCP102433,2025-04-18,Rep,Product affinity
EV2117,HCP101832,2025-04-17,Email,Product affinity
EV2117,HCP102132,2025-05-01,Phone,Product affinity
EV2117,HCP100993,2025-03-11,Rep,Product affinity
EV2117,HCP101254,2025-04-03,Portal,Combination of factors
EV2117,HCP100680,2025-03-21,Rep,Patient-volume threshold
EV2117,HCP100103,2025-04-21,Email,Combination of factors
EV2117,HCP101169,2025-05-01,Email,Product affinity
EV2117,HCP101288,2025-04-19,Email,Product affinity
EV2117,HCP102391,2025-03-19,Rep,Specialty match
EV2117,HCP101423,2025-04-23,Portal,Product affinity
EV2117,HCP100364,2025-04-30,Phone,Combination of factors
EV2117,HCP102224,2025-04-08,Rep,Combination of factors
EV2117,HCP101060,2025-03-10,Rep,Product affinity
EV2117,HCP102427,2025-04-19,Email,Product affinity
EV2117,HCP101980,2025-04-23,Portal,Combination of factors
EV2117,HCP101190,2025-04-05,Email,Product affinity
EV2117,HCP102491,2025-03-17,Rep,Product affinity
EV2117,HCP100820,2025-03-10,Rep,Product affinity
EV2117,HCP100941,2025-04-10,Email,Product affinity
EV2117,HCP100471,2025-04-06,Email,Combination of factors
EV2117,HCP101137,2025-04-15,Rep,Product affinity
EV2117,HCP101360,2025-04-29,Email,Combination of factors
EV2117,HCP100485,2025-04-14,Email,Specialty match
EV2117,HCP102024,2025-04-02,Rep,Specialty match
EV2117,HCP101902,2025-03-13,Rep,Combination of factors
EV2117,HCP102373,2025-04-29,Phone,Product affinity
EV2117,HCP101400,2025-04-21,Email,Combination of factors
EV2117,HCP100636,2025-04-10,Email,Product affinity
EV2117,HCP102239,2025-03-10,Rep,Patient-volume threshold
EV2117,HCP100389,2025-04-18,Rep,Product affinity
EV2117,HCP101382,2025-04-16,Email,Specialty match
EV2117,HCP100199,2025-04-20,Email,Product affinity
EV2117,HCP100426,2025-04-07,Portal,Specialty match
EV2117,HCP101979,2025-03-11,Rep,Specialty match
EV2117,HCP100623,2025-04-07,Email,Product affinity
EV2117,HCP100710,2025-04-23,Portal,Product affinity
EV2117,HCP100682,2025-04-08,Email,Combination of factors
EV2117,HCP101259,2025-03-19,Rep,Combination of factors
EV2117,HCP100233,2025-04-16,Portal,Product affinity
EV2117,HCP101226,2025-04-20,Email,Combination of factors
EV2117,HCP101556,2025-03-31,Rep,Product affinity
EV2117,HCP102243,2025-04-15,Rep,Specialty match
EV2117,HCP100828,2025-04-07,Email,Product affinity
EV2117,HCP101918,2025-04-12,Email,Combination of factors
EV2117,HCP101206,2025-04-16,Email,Product affinity
EV2117,HCP102297,2025-04-20,Portal,Specialty match
EV2117,HCP101532,2025-04-08,Email,Product affinity
EV2117,HCP100648,2025-04-12,Email,Product affinity
EV2117,HCP100432,2025-04-26,Email,Product affinity
EV2117,HCP100678,2025-04-21,Portal,Specialty match
EV2117,HCP101988,2025-03-27,Rep,Product affinity
EV2117,HCP102156,2025-03-16,Rep,Product affinity
EV2117,HCP100161,2025-04-09,Rep,Product affinity
EV2117,HCP100396,2025-04-24,Email,Combination of factors
EV2117,HCP102270,2025-04-28,Email,Specialty match
EV2117,HCP101328,2025-04-30,Email,Patient-volume threshold
EV2117,HCP100760,2025-04-12,Email,Patient-volume threshold
EV2117,HCP100022,2025-04-02,Rep,Product affinity
EV2117,HCP101365,2025-05-02,Phone,Combination of factors
EV2117,HCP101163,2025-04-20,Email,Product affinity
EV2117,HCP102361,2025-04-12,Rep,Product affinity
EV2117,HCP101835,2025-04-28,Email,Combination of factors
EV2117,HCP101498,2025-04-26,Email,Combination of factors
EV2117,HCP100361,2025-05-02,Email,Combination of factors
EV2117,HCP100649,2025-03-18,Rep,Combination of factors
EV2117,HCP101934,2025-04-13,Email,Combination of factors
EV2117,HCP102329,2025-04-05,Rep,Product affinity
EV2117,HCP101188,2025-04-14,Email,Product affinity
EV2117,HCP101629,2025-03-16,Rep,Product affinity
EV2117,HCP100320,2025-04-20,Email,Combination of factors
EV2117,HCP100270,2025-04-25,Email,Combination of factors
EV2117,HCP101718,2025-04-24,Email,Product affinity
EV2117,HCP102476,2025-04-15,Portal,Product affinity
EV2117,HCP101656,2025-04-23,Email,Specialty match
EV2117,HCP102448,2025-04-14,Email,Patient-volume threshold
EV2117,HCP100699,2025-04-13,Email,Patient-volume threshold
EV2117,HCP102284,2025-04-24,Email,Specialty match
EV2117,HCP101664,2025-04-27,Email,Product affinity
EV2117,HCP100201,2025-04-23,Email,Combination of factors
EV2117,HCP102449,2025-04-05,Email,Product affinity
EV2117,HCP101936,2025-05-02,Email,Product affinity
EV2117,HCP102389,2025-03-15,Rep,Product affinity
EV2117,HCP101805,2025-04-07,Rep,Product affinity
EV2117,HCP100195,2025-04-26,Email,Patient-volume threshold
EV2117,HCP101867,2025-04-05,Email,Product affinity
EV2117,HCP101527,2025-05-02,Email,Patient-volume threshold
EV2117,HCP101406,2025-03-20,Rep,Product affinity
EV2117,HCP101022,2025-03-30,Rep,Combination of factors
EV2117,HCP100031,2025-04-26,Email,Product affinity
EV2117,HCP101192,2025-04-18,Email,Product affinity
EV2117,HCP101083,2025-04-14,Email,Product affinity
EV2117,HCP101410,2025-04-26,Email,Product affinity
EV2117,HCP101367,2025-04-12,Rep,Product affinity
EV2117,HCP101560,2025-04-29,Portal,Patient-volume threshold
EV2117,HCP101989,2025-04-13,Rep,Specialty match
EV2117,HCP100930,2025-03-31,Portal,Product affinity
EV2117,HCP100588,2025-04-06,Email,Combination of factors
EV2117,HCP100237,2025-04-17,Portal,Specialty match
EV2117,HCP101040,2025-04-09,Rep,Product affinity
EV2117,HCP100819,2025-05-01,Email,Combination of factors
EV2117,HCP100700,2025-04-14,Email,Combination of factors
EV2117,HCP100384,2025-04-06,Email,Product affinity
EV2117,HCP100175,2025-05-02,Email,Combination of factors
EV2117,HCP102126,2025-04-28,Phone,Combination of factors
EV2117,HCP100299,2025-04-12,Rep,Product affinity
EV2117,HCP102397,2025-04-13,Rep,Product affinity
EV2117,HCP102001,2025-03-21,Rep,Patient-volume threshold
EV2117,HCP101631,2025-04-17,Rep,Patient-volume threshold
EV2117,HCP100764,2025-04-29,Phone,Product affinity
EV2117,HCP100635,2025-04-30,Phone,Combination of factors
EV2117,HCP101279,2025-04-11,Rep,Patient-volume threshold
EV2117,HCP101222,2025-04-17,Email,Product affinity
EV2117,HCP100994,2025-03-27,Rep,Prior engagement
EV2117,HCP101709,2025-04-27,Email,Combination of factors
EV2117,HCP102221,2025-04-04,Portal,Product affinity
EV2117,HCP102244,2025-04-21,Phone,Patient-volume threshold
EV2117,HCP102392,2025-04-05,Email,Product affinity
EV2117,HCP100451,2025-03-15,Rep,Product affinity
EV2117,HCP101837,2025-04-26,Phone,Combination of factors
EV2117,HCP101684,2025-04-29,Phone,Product affinity
EV2117,HCP101529,2025-03-27,Rep,Specialty match
EV2117,HCP101085,2025-03-21,Rep,Product affinity
EV2117,HCP102380,2025-04-26,Email,Product affinity
EV2117,HCP101223,2025-03-17,Rep,Product affinity
EV2117,HCP101761,2025-04-23,Email,Product affinity
EV2117,HCP101708,2025-04-30,Phone,Combination of factors
EV2117,HCP100358,2025-04-08,Rep,Combination of factors
EV2117,HCP101944,2025-04-10,Portal,Combination of factors
EV2117,HCP101960,2025-04-22,Phone,Patient-volume threshold
EV2117,HCP101276,2025-04-13,Email,Product affinity
EV2117,HCP101124,2025-04-11,Rep,Patient-volume threshold
EV2117,HCP101822,2025-04-25,Email,Product affinity
EV2117,HCP100217,2025-04-21,Email,Product affinity
EV2117,HCP102159,2025-03-10,Rep,Combination of factors
EV2117,HCP102113,2025-03-12,Rep,Combination of factors
EV2117,HCP101654,2025-03-23,Rep,Combination of factors
EV2117,HCP102450,2025-04-14,Rep,Combination of factors
EV2117,HCP100596,2025-05-02,Email,Combination of factors
EV2117,HCP101771,2025-03-29,Rep,Combination of factors
EV2117,HCP100569,2025-04-21,Email,Product affinity
EV2117,HCP100824,2025-04-19,Phone,Product affinity
EV2117,HCP100783,2025-04-01,Rep,Product affinity
EV2117,HCP101984,2025-03-25,Rep,Combination of factors
EV2117,HCP101240,2025-04-29,Phone,Product affinity
EV2117,HCP100030,2025-03-16,Rep,Product affinity
EV2117,HCP101652,2025-04-30,Email,Product affinity
EV2117,HCP102005,2025-04-26,Email,Patient-volume threshold
EV2117,HCP100523,2025-04-19,Email,Product affinity
EV2117,HCP100518,2025-04-21,Email,Product affinity
EV2118,HCP101487,2025-04-09,Email,Combination of factors
EV2118,HCP100724,2025-04-10,Email,Product affinity
EV2118,HCP100245,2025-04-26,Phone,Patient-volume threshold
EV2118,HCP102126,2025-05-01,Email,Product affinity
EV2118,HCP100043,2025-04-13,Portal,Combination of factors
EV2118,HCP100492,2025-04-10,Email,Specialty match
EV2118,HCP102180,2025-04-10,Email,Combination of factors
EV2118,HCP101368,2025-04-27,Email,Product affinity
EV2118,HCP101212,2025-04-17,Rep,Product affinity
EV2118,HCP100787,2025-04-08,Email,Combination of factors
EV2118,HCP100203,2025-04-28,Email,Specialty match
EV2118,HCP100052,2025-04-15,Email,Specialty match
EV2118,HCP101107,2025-04-11,Email,Combination of factors
EV2118,HCP100428,2025-04-09,Email,Product affinity
EV2118,HCP100816,2025-03-25,Rep,Combination of factors
EV2118,HCP101770,2025-03-28,Rep,Product affinity
EV2118,HCP100527,2025-04-13,Email,Combination of factors
EV2118,HCP102415,2025-04-12,Email,Product affinity
EV2118,HCP101745,2025-03-22,Rep,Patient-volume threshold
EV2118,HCP100867,2025-04-18,Email,Combination of factors
EV2118,HCP100042,2025-04-17,Email,Product affinity
EV2118,HCP101229,2025-04-12,Email,Product affinity
EV2118,HCP100296,2025-04-13,Email,Product affinity
EV2118,HCP102474,2025-04-07,Email,Product affinity
EV2118,HCP102309,2025-03-11,Rep,Product affinity
EV2118,HCP100082,2025-04-10,Email,Combination of factors
EV2118,HCP100436,2025-04-09,Portal,Product affinity
EV2118,HCP100460,2025-03-26,Rep,Prior engagement
EV2118,HCP100045,2025-05-03,Email,Product affinity
EV2118,HCP101143,2025-05-03,Email,Specialty match
EV2118,HCP100705,2025-04-07,Email,Specialty match
EV2118,HCP102242,2025-04-06,Rep,Specialty match
EV2118,HCP100053,2025-04-09,Email,Combination of factors
EV2118,HCP102193,2025-04-18,Portal,Product affinity
EV2118,HCP102353,2025-04-20,Phone,Product affinity
EV2118,HCP101348,2025-04-11,Email,Specialty match
EV2118,HCP100672,2025-04-20,Email,Product affinity
EV2118,HCP100197,2025-04-18,Rep,Product affinity
EV2118,HCP100100,2025-04-08,Email,Combination of factors
EV2118,HCP101056,2025-04-11,Email,Patient-volume threshold
EV2118,HCP101305,2025-04-18,Rep,Combination of factors
EV2118,HCP101366,2025-05-02,Email,Patient-volume threshold
EV2118,HCP101091,2025-03-27,Rep,Product affinity
EV2118,HCP101293,2025-04-30,Email,Product affinity
EV2118,HCP102431,2025-03-15,Rep,Combination of factors
EV2118,HCP100148,2025-04-06,Email,Combination of factors
EV2118,HCP101943,2025-03-13,Rep,Product affinity
EV2118,HCP100831,2025-04-14,Portal,Product affinity
EV2118,HCP101355,2025-05-02,Email,Combination of factors
EV2118,HCP101548,2025-03-19,Rep,Product affinity
EV2118,HCP101280,2025-03-23,Rep,Specialty match
EV2118,HCP102254,2025-05-04,Phone,Combination of factors
EV2118,HCP101393,2025-03-20,Rep,Product affinity
EV2118,HCP100434,2025-04-26,Email,Product affinity
EV2118,HCP101682,2025-04-19,Email,Specialty match
EV2118,HCP102068,2025-04-09,Email,Combination of factors
EV2118,HCP100143,2025-04-24,Portal,Product affinity
EV2118,HCP101536,2025-03-11,Rep,Patient-volume threshold
EV2118,HCP100171,2025-04-11,Email,Specialty match
EV2118,HCP102162,2025-04-06,Rep,Product affinity
EV2118,HCP101981,2025-05-03,Email,Combination of factors
EV2118,HCP101812,2025-04-24,Phone,Product affinity
EV2118,HCP100158,2025-04-23,Email,Specialty match
EV2118,HCP100265,2025-04-29,Phone,Product affinity
EV2118,HCP102446,2025-04-24,Email,Combination of factors
EV2118,HCP100258,2025-04-08,Email,Product affinity
EV2118,HCP100283,2025-04-25,Email,Product affinity
EV2118,HCP101294,2025-04-30,Email,Combination of factors
EV2118,HCP101614,2025-03-28,Rep,Product affinity
EV2118,HCP102250,2025-03-26,Portal,Combination of factors
EV2118,HCP100607,2025-04-28,Email,Combination of factors
EV2118,HCP102005,2025-03-24,Rep,Patient-volume threshold
EV2118,HCP102072,2025-04-20,Phone,Patient-volume threshold
EV2118,HCP100319,2025-04-22,Email,Combination of factors
EV2118,HCP100069,2025-04-26,Email,Specialty match
EV2118,HCP100901,2025-04-15,Rep,Specialty match
EV2118,HCP101831,2025-04-24,Phone,Product affinity
EV2118,HCP100511,2025-04-23,Phone,Product affinity
