hcp_id,date,rep_calls,emails,samples,other_events
HCP100912,2024-01-01,0,1,0,0
HCP100912,2024-02-01,0,0,0,0
HCP100912,2024-03-01,0,1,0,0
HCP100912,2024-04-01,0,4,0,0
HCP100912,2024-05-01,0,4,0,0
HCP100912,2024-06-01,0,2,0,0
HCP100912,2024-07-01,0,3,0,0
HCP100912,2024-08-01,0,3,0,0
HCP100912,2024-09-01,0,1,0,0
HCP100912,2024-10-01,0,1,0,0
HCP100912,2024-11-01,0,7,0,0
HCP100912,2024-12-01,0,2,0,0
HCP100912,2025-01-01,0,4,0,0
HCP100912,2025-02-01,0,2,0,0
HCP100912,2025-03-01,0,0,0,0
HCP100912,2025-04-01,1,0,4,0
HCP100912,2025-05-01,0,1,0,0
HCP100912,2025-06-01,0,3,0,0
HCP100912,2025-07-01,0,0,0,0
HCP100912,2025-08-01,0,0,0,0
HCP100912,2025-09-01,0,5,0,0
HCP100912,2025-10-01,0,1,0,0
HCP100912,2025-11-01,0,0,0,1
HCP100912,2025-12-01,0,2,0,0
HCP100912,2026-01-01,0,2,0,0
HCP100912,2026-02-01,0,0,0,0
HCP100912,2026-03-01,1,1,3,0
HCP100912,2026-04-01,0,0,0,0
HCP100912,2026-05-01,1,2,2,0
HCP100912,2026-06-01,0,2,0,0
HCP100912,2026-07-01,0,2,0,0
HCP100912,2026-08-01,1,1,4,0
HCP100913,2024-01-01,5,11,10,1
HCP100913,2024-02-01,4,11,9,1
HCP100913,2024-03-01,9,4,18,0
HCP100913,2024-04-01,9,10,18,4
HCP100913,2024-05-01,6,8,9,0
HCP100913,2024-06-01,10,15,19,0
HCP100913,2024-07-01,7,4,19,2
HCP100913,2024-08-01,6,8,16,0
HCP100913,2024-09-01,11,8,28,0
HCP100913,2024-10-01,7,8,20,0
HCP100913,2024-11-01,9,8,17,3
HCP100913,2024-12-01,6,6,20,1
HCP100913,2025-01-01,10,7,18,2
HCP100913,2025-02-01,9,15,27,0
HCP100913,2025-03-01,5,9,11,2
HCP100913,2025-04-01,7,8,17,1
HCP100913,2025-05-01,9,12,28,2
HCP100913,2025-06-01,5,6,10,0
HCP100913,2025-07-01,6,6,17,0
HCP100913,2025-08-01,5,5,17,1
HCP100913,2025-09-01,8,10,27,0
HCP100913,2025-10-01,5,6,8,0
HCP100913,2025-11-01,6,8,16,1
HCP100913,2025-12-01,8,4,22,1
HCP100913,2026-01-01,2,8,2,0
HCP100913,2026-02-01,9,9,19,1
HCP100913,2026-03-01,6,8,9,0
HCP100913,2026-04-01,13,7,34,2
HCP100913,2026-05-01,7,7,13,0
HCP100913,2026-06-01,4,5,8,1
HCP100913,2026-07-01,7,6,11,3
HCP100913,2026-08-01,10,1,28,2
HCP100914,2024-01-01,8,9,36,1
HCP100914,2024-02-01,7,5,21,0
HCP100914,2024-03-01,7,9,20,0
HCP100914,2024-04-01,2,7,9,0
HCP100914,2024-05-01,5,5,9,0
HCP100914,2024-06-01,5,3,19,0
HCP100914,2024-07-01,6,6,19,0
HCP100914,2024-08-01,3,5,8,1
HCP100914,2024-09-01,5,9,18,0
HCP100914,2024-10-01,7,7,17,1
HCP100914,2024-11-01,7,7,14,0
HCP100914,2024-12-01,6,11,20,1
HCP100914,2025-01-01,5,5,16,0
HCP100914,2025-02-01,5,8,21,0
HCP100914,2025-03-01,8,9,19,0
HCP100914,2025-04-01,4,9,11,0
HCP100914,2025-05-01,7,9,16,0
HCP100914,2025-06-01,10,6,31,2
HCP100914,2025-07-01,8,8,23,0
HCP100914,2025-08-01,5,2,14,0
HCP100914,2025-09-01,5,6,13,0
HCP100914,2025-10-01,5,8,15,0
HCP100914,2025-11-01,7,5,14,1
HCP100914,2025-12-01,5,8,20,1
HCP100914,2026-01-01,4,4,8,1
HCP100914,2026-02-01,7,8,16,0
HCP100914,2026-03-01,6,8,20,0
HCP100914,2026-04-01,11,6,30,0
HCP100914,2026-05-01,7,8,19,1
HCP100914,2026-06-01,4,6,11,0
HCP100914,2026-07-01,3,8,6,0
HCP100914,2026-08-01,7,5,20,0
HCP100915,2024-01-01,7,4,16,0
HCP100915,2024-02-01,6,8,14,0
HCP100915,2024-03-01,4,11,2,0
HCP100915,2024-04-01,10,6,17,0
HCP100915,2024-05-01,10,6,12,0
HCP100915,2024-06-01,10,8,18,0
HCP100915,2024-07-01,6,9,17,2
HCP100915,2024-08-01,5,5,11,1
HCP100915,2024-09-01,9,11,12,0
HCP100915,2024-10-01,7,10,9,0
HCP100915,2024-11-01,5,10,11,1
HCP100915,2024-12-01,4,8,3,0
HCP100915,2025-01-01,9,3,19,0
HCP100915,2025-02-01,6,5,22,0
HCP100915,2025-03-01,13,7,25,0
HCP100915,2025-04-01,7,11,15,0
HCP100915,2025-05-01,10,6,17,1
HCP100915,2025-06-01,10,5,21,0
HCP100915,2025-07-01,4,4,6,1
HCP100915,2025-08-01,6,7,10,0
HCP100915,2025-09-01,8,10,14,0
HCP100915,2025-10-01,11,5,15,1
HCP100915,2025-11-01,9,8,17,0
HCP100915,2025-12-01,7,2,10,0
HCP100915,2026-01-01,5,6,9,1
HCP100915,2026-02-01,11,7,14,1
HCP100915,2026-03-01,9,9,19,0
HCP100915,2026-04-01,10,7,19,1
HCP100915,2026-05-01,4,10,8,0
HCP100915,2026-06-01,11,7,26,0
HCP100915,2026-07-01,4,4,10,0
HCP100915,2026-08-01,9,5,13,0
HCP100916,2024-01-01,6,1,15,1
HCP100916,2024-02-01,2,7,6,1
HCP100916,2024-03-01,3,2,2,0
HCP100916,2024-04-01,7,3,12,1
HCP100916,2024-05-01,1,4,0,0
HCP100916,2024-06-01,1,7,1,0
HCP100916,2024-07-01,1,2,0,1
HCP100916,2024-08-01,2,3,6,0
HCP100916,2024-09-01,0,3,0,1
HCP100916,2024-10-01,5,10,5,1
HCP100916,2024-11-01,4,4,7,0
HCP100916,2024-12-01,3,3,5,0
HCP100916,2025-01-01,3,4,1,0
HCP100916,2025-02-01,1,3,2,0
HCP100916,2025-03-01,2,2,4,0
HCP100916,2025-04-01,2,0,2,1
HCP100916,2025-05-01,5,0,12,0
HCP100916,2025-06-01,6,7,17,0
HCP100916,2025-07-01,2,5,3,0
HCP100916,2025-08-01,3,6,8,0
HCP100916,2025-09-01,0,4,0,0
HCP100916,2025-10-01,0,7,0,0
HCP100916,2025-11-01,4,7,8,2
HCP100916,2025-12-01,0,3,0,0
HCP100916,2026-01-01,4,2,9,1
HCP100916,2026-02-01,0,5,0,2
HCP100916,2026-03-01,0,5,0,0
HCP100916,2026-04-01,7,5,17,0
HCP100916,2026-05-01,4,4,10,0
HCP100916,2026-06-01,1,2,0,0
HCP100916,2026-07-01,3,4,3,0
HCP100916,2026-08-01,2,0,5,0
HCP100917,2024-01-01,2,8,9,0
HCP100917,2024-02-01,1,4,4,0
HCP100917,2024-03-01,3,6,2,1
HCP100917,2024-04-01,0,7,0,0
HCP100917,2024-05-01,0,5,0,0
HCP100917,2024-06-01,3,5,5,1
HCP100917,2024-07-01,1,7,1,0
HCP100917,2024-08-01,2,8,7,1
HCP100917,2024-09-01,2,5,2,0
HCP100917,2024-10-01,1,6,1,0
HCP100917,2024-11-01,3,7,4,0
HCP100917,2024-12-01,0,5,0,0
HCP100917,2025-01-01,1,5,0,1
HCP100917,2025-02-01,0,4,0,1
HCP100917,2025-03-01,3,5,6,0
HCP100917,2025-04-01,1,7,2,0
HCP100917,2025-05-01,0,8,0,0
HCP100917,2025-06-01,3,5,5,1
HCP100917,2025-07-01,2,9,2,0
HCP100917,2025-08-01,4,5,6,1
HCP100917,2025-09-01,6,9,13,0
HCP100917,2025-10-01,2,6,6,1
HCP100917,2025-11-01,6,4,12,0
HCP100917,2025-12-01,1,12,0,0
HCP100917,2026-01-01,0,6,0,1
HCP100917,2026-02-01,1,4,1,0
HCP100917,2026-03-01,1,9,1,1
HCP100917,2026-04-01,2,3,4,0
HCP100917,2026-05-01,1,3,0,0
HCP100917,2026-06-01,1,4,2,1
HCP100917,2026-07-01,1,2,0,1
HCP100917,2026-08-01,1,4,0,0
HCP100918,2024-01-01,2,3,3,0
HCP100918,2024-02-01,3,4,8,0
HCP100918,2024-03-01,0,6,0,0
HCP100918,2024-04-01,3,7,6,0
HCP100918,2024-05-01,2,5,3,0
HCP100918,2024-06-01,0,3,0,1
HCP100918,2024-07-01,0,1,0,0
HCP100918,2024-08-01,1,6,1,1
HCP100918,2024-09-01,4,9,3,2
HCP100918,2024-10-01,1,5,2,0
HCP100918,2024-11-01,2,5,1,0
HCP100918,2024-12-01,4,5,5,1
HCP100918,2025-01-01,4,3,7,1
HCP100918,2025-02-01,1,5,2,1
HCP100918,2025-03-01,3,8,4,0
HCP100918,2025-04-01,2,9,0,0
HCP100918,2025-05-01,1,6,1,1
HCP100918,2025-06-01,1,4,3,1
HCP100918,2025-07-01,1,6,0,0
HCP100918,2025-08-01,1,2,4,1
HCP100918,2025-09-01,5,3,7,0
HCP100918,2025-10-01,8,8,11,0
HCP100918,2025-11-01,1,4,1,0
HCP100918,2025-12-01,0,5,0,0
HCP100918,2026-01-01,3,3,6,0
HCP100918,2026-02-01,3,2,4,0
HCP100918,2026-03-01,3,6,3,1
HCP100918,2026-04-01,2,3,1,1
HCP100918,2026-05-01,0,8,0,0
HCP100918,2026-06-01,1,10,2,0
HCP100918,2026-07-01,3,2,7,2
HCP100918,2026-08-01,4,6,7,1
HCP100919,2024-01-01,0,4,0,0
HCP100919,2024-02-01,2,5,4,1
HCP100919,2024-03-01,3,4,5,0
HCP100919,2024-04-01,4,5,8,0
HCP100919,2024-05-01,5,5,9,0
HCP100919,2024-06-01,3,5,10,1
HCP100919,2024-07-01,0,5,0,2
HCP100919,2024-08-01,1,4,0,0
HCP100919,2024-09-01,3,6,10,0
HCP100919,2024-10-01,1,8,1,0
HCP100919,2024-11-01,2,6,2,1
HCP100919,2024-12-01,2,3,3,0
HCP100919,2025-01-01,2,3,5,1
HCP100919,2025-02-01,0,5,0,0
HCP100919,2025-03-01,0,6,0,0
HCP100919,2025-04-01,1,4,3,0
HCP100919,2025-05-01,1,9,3,1
HCP100919,2025-06-01,1,4,3,0
HCP100919,2025-07-01,3,6,2,0
HCP100919,2025-08-01,3,4,10,1
HCP100919,2025-09-01,4,5,9,0
HCP100919,2025-10-01,1,4,4,0
HCP100919,2025-11-01,3,5,5,0
HCP100919,2025-12-01,1,2,2,0
HCP100919,2026-01-01,2,3,3,1
HCP100919,2026-02-01,4,4,7,0
HCP100919,2026-03-01,0,3,0,2
HCP100919,2026-04-01,3,2,7,0
HCP100919,2026-05-01,1,3,4,0
HCP100919,2026-06-01,2,2,3,0
HCP100919,2026-07-01,3,4,4,1
HCP100919,2026-08-01,3,9,6,0
HCP100920,2024-01-01,1,7,5,0
HCP100920,2024-02-01,1,3,3,2
HCP100920,2024-03-01,0,2,0,1
HCP100920,2024-04-01,2,3,3,1
HCP100920,2024-05-01,0,1,0,0
HCP100920,2024-06-01,2,4,4,0
HCP100920,2024-07-01,0,8,0,1
HCP100920,2024-08-01,0,4,0,2
HCP100920,2024-09-01,2,5,4,0
HCP100920,2024-10-01,0,5,0,0
HCP100920,2024-11-01,1,1,4,0
HCP100920,2024-12-01,2,2,10,0
HCP100920,2025-01-01,2,5,8,0
HCP100920,2025-02-01,1,2,3,0
HCP100920,2025-03-01,1,3,7,0
HCP100920,2025-04-01,1,3,1,0
HCP100920,2025-05-01,3,4,11,1
HCP100920,2025-06-01,3,3,8,1
HCP100920,2025-07-01,1,5,0,0
HCP100920,2025-08-01,2,2,5,0
HCP100920,2025-09-01,1,4,0,0
HCP100920,2025-10-01,0,4,0,0
HCP100920,2025-11-01,2,2,10,2
HCP100920,2025-12-01,1,3,2,0
HCP100920,2026-01-01,1,3,2,3
HCP100920,2026-02-01,1,2,2,2
HCP100920,2026-03-01,2,4,10,0
HCP100920,2026-04-01,0,5,0,1
HCP100920,2026-05-01,2,5,5,0
HCP100920,2026-06-01,3,5,7,0
HCP100920,2026-07-01,1,2,2,0
HCP100920,2026-08-01,1,1,3,0
HCP100921,2024-01-01,4,6,2,0
HCP100921,2024-02-01,1,4,0,2
HCP100921,2024-03-01,0,4,0,2
HCP100921,2024-04-01,0,7,0,1
HCP100921,2024-05-01,3,8,5,0
HCP100921,2024-06-01,2,7,2,0
HCP100921,2024-07-01,2,7,3,0
HCP100921,2024-08-01,2,7,5,1
HCP100921,2024-09-01,6,6,2,0
HCP100921,2024-10-01,0,4,0,0
HCP100921,2024-11-01,3,5,3,0
HCP100921,2024-12-01,1,5,0,2
HCP100921,2025-01-01,1,3,2,2
HCP100921,2025-02-01,4,4,1,0
HCP100921,2025-03-01,3,3,2,1
HCP100921,2025-04-01,3,4,3,1
HCP100921,2025-05-01,1,3,1,0
HCP100921,2025-06-01,3,6,1,2
HCP100921,2025-07-01,1,2,1,0
HCP100921,2025-08-01,1,6,0,1
HCP100921,2025-09-01,1,7,2,0
HCP100921,2025-10-01,2,6,3,0
HCP100921,2025-11-01,2,9,3,2
HCP100921,2025-12-01,0,8,0,0
HCP100921,2026-01-01,2,8,1,1
HCP100921,2026-02-01,1,6,0,1
HCP100921,2026-03-01,1,2,1,0
HCP100921,2026-04-01,2,8,2,0
HCP100921,2026-05-01,3,4,3,1
HCP100921,2026-06-01,2,4,0,0
HCP100921,2026-07-01,0,5,0,0
HCP100921,2026-08-01,0,6,0,0
HCP100922,2024-01-01,7,7,21,1
HCP100922,2024-02-01,2,3,6,1
HCP100922,2024-03-01,4,2,11,0
HCP100922,2024-04-01,6,6,20,1
HCP100922,2024-05-01,1,6,2,1
HCP100922,2024-06-01,2,4,8,0
HCP100922,2024-07-01,5,3,12,0
HCP100922,2024-08-01,2,2,3,0
HCP100922,2024-09-01,4,8,16,0
HCP100922,2024-10-01,6,6,18,0
HCP100922,2024-11-01,3,7,5,1
HCP100922,2024-12-01,5,2,13,1
HCP100922,2025-01-01,4,5,12,0
HCP100922,2025-02-01,4,9,8,0
HCP100922,2025-03-01,4,7,10,0
HCP100922,2025-04-01,1,3,3,0
HCP100922,2025-05-01,3,5,10,1
HCP100922,2025-06-01,2,3,3,1
HCP100922,2025-07-01,4,1,8,0
HCP100922,2025-08-01,3,9,4,0
HCP100922,2025-09-01,7,3,20,0
HCP100922,2025-10-01,5,6,16,0
HCP100922,2025-11-01,7,5,18,0
HCP100922,2025-12-01,4,6,16,1
HCP100922,2026-01-01,2,3,3,0
HCP100922,2026-02-01,4,7,12,0
HCP100922,2026-03-01,0,4,0,0
HCP100922,2026-04-01,2,1,4,0
HCP100922,2026-05-01,2,6,5,1
HCP100922,2026-06-01,2,4,6,0
HCP100922,2026-07-01,3,2,6,0
HCP100922,2026-08-01,4,8,12,1
HCP100923,2024-01-01,6,4,18,0
HCP100923,2024-02-01,8,5,22,1
HCP100923,2024-03-01,13,3,30,0
HCP100923,2024-04-01,10,1,21,1
HCP100923,2024-05-01,7,7,19,0
HCP100923,2024-06-01,6,2,12,1
HCP100923,2024-07-01,7,4,22,2
HCP100923,2024-08-01,13,1,39,0
HCP100923,2024-09-01,11,3,26,1
HCP100923,2024-10-01,9,7,17,0
HCP100923,2024-11-01,13,3,30,0
HCP100923,2024-12-01,7,3,25,1
HCP100923,2025-01-01,9,6,14,0
HCP100923,2025-02-01,5,0,8,0
HCP100923,2025-03-01,13,5,20,0
HCP100923,2025-04-01,10,2,24,1
HCP100923,2025-05-01,4,1,13,1
HCP100923,2025-06-01,9,5,22,0
HCP100923,2025-07-01,7,2,21,0
HCP100923,2025-08-01,8,2,29,0
HCP100923,2025-09-01,7,6,16,0
HCP100923,2025-10-01,6,5,12,1
HCP100923,2025-11-01,8,7,14,0
HCP100923,2025-12-01,6,4,12,1
HCP100923,2026-01-01,9,6,24,0
HCP100923,2026-02-01,15,9,42,2
HCP100923,2026-03-01,7,3,12,1
HCP100923,2026-04-01,14,4,29,0
HCP100923,2026-05-01,5,4,12,0
HCP100923,2026-06-01,9,7,21,1
HCP100923,2026-07-01,11,4,22,0
HCP100923,2026-08-01,9,2,23,2
HCP100924,2024-01-01,0,2,0,0
HCP100924,2024-02-01,0,1,0,0
HCP100924,2024-03-01,0,1,0,0
HCP100924,2024-04-01,0,3,0,0
HCP100924,2024-05-01,0,0,0,0
HCP100924,2024-06-01,0,3,0,0
HCP100924,2024-07-01,0,1,0,0
HCP100924,2024-08-01,0,0,0,0
HCP100924,2024-09-01,0,1,0,0
HCP100924,2024-10-01,0,1,0,0
HCP100924,2024-11-01,2,4,2,0
HCP100924,2024-12-01,1,0,1,0
HCP100924,2025-01-01,0,2,0,0
HCP100924,2025-02-01,0,1,0,0
HCP100924,2025-03-01,0,0,0,0
HCP100924,2025-04-01,1,0,1,0
HCP100924,2025-05-01,0,1,0,0
HCP100924,2025-06-01,1,0,2,0
HCP100924,2025-07-01,1,0,3,0
HCP100924,2025-08-01,0,2,0,1
HCP100924,2025-09-01,0,0,0,0
HCP100924,2025-10-01,1,1,1,0
HCP100924,2025-11-01,0,0,0,0
HCP100924,2025-12-01,1,1,2,1
HCP100924,2026-01-01,0,0,0,1
HCP100924,2026-02-01,0,1,0,0
HCP100924,2026-03-01,0,0,0,0
HCP100924,2026-04-01,0,0,0,0
HCP100924,2026-05-01,0,1,0,0
HCP100924,2026-06-01,0,6,0,0
HCP100924,2026-07-01,0,1,0,0
HCP100924,2026-08-01,0,0,0,0
HCP100925,2024-01-01,1,8,3,0
HCP100925,2024-02-01,1,6,5,0
HCP100925,2024-03-01,1,8,2,0
HCP100925,2024-04-01,0,9,0,0
HCP100925,2024-05-01,1,5,1,0
HCP100925,2024-06-01,0,2,0,1
HCP100925,2024-07-01,1,7,2,0
HCP100925,2024-08-01,0,6,0,0
HCP100925,2024-09-01,1,3,5,0
HCP100925,2024-10-01,0,6,0,1
HCP100925,2024-11-01,2,3,4,0
HCP100925,2024-12-01,1,6,3,1
HCP100925,2025-01-01,0,7,0,1
HCP100925,2025-02-01,1,9,1,0
HCP100925,2025-03-01,0,2,0,2
HCP100925,2025-04-01,0,4,0,1
HCP100925,2025-05-01,0,5,0,1
HCP100925,2025-06-01,0,4,0,1
HCP100925,2025-07-01,0,4,0,1
HCP100925,2025-08-01,0,1,0,2
HCP100925,2025-09-01,1,6,4,0
HCP100925,2025-10-01,1,11,5,0
HCP100925,2025-11-01,0,8,0,1
HCP100925,2025-12-01,0,7,0,0
HCP100925,2026-01-01,1,7,5,2
HCP100925,2026-02-01,1,7,4,0
HCP100925,2026-03-01,1,9,4,0
HCP100925,2026-04-01,0,7,0,1
HCP100925,2026-05-01,1,11,1,0
HCP100925,2026-06-01,2,7,6,1
HCP100925,2026-07-01,1,4,5,2
HCP100925,2026-08-01,2,9,9,1
HCP100926,2024-01-01,0,8,0,0
HCP100926,2024-02-01,0,1,0,2
HCP100926,2024-03-01,0,5,0,1
HCP100926,2024-04-01,0,2,0,0
HCP100926,2024-05-01,0,6,0,0
HCP100926,2024-06-01,0,3,0,0
HCP100926,2024-07-01,1,6,1,0
HCP100926,2024-08-01,0,4,0,1
HCP100926,2024-09-01,0,1,0,0
HCP100926,2024-10-01,1,5,1,1
HCP100926,2024-11-01,1,4,3,1
HCP100926,2024-12-01,0,1,0,0
HCP100926,2025-01-01,1,4,3,1
HCP100926,2025-02-01,1,4,1,0
HCP100926,2025-03-01,0,7,0,0
HCP100926,2025-04-01,1,4,1,3
HCP100926,2025-05-01,0,1,0,0
HCP100926,2025-06-01,0,3,0,0
HCP100926,2025-07-01,0,4,0,1
HCP100926,2025-08-01,0,4,0,1
HCP100926,2025-09-01,1,4,0,1
HCP100926,2025-10-01,1,6,0,0
HCP100926,2025-11-01,0,2,0,1
HCP100926,2025-12-01,0,5,0,0
HCP100926,2026-01-01,0,4,0,1
HCP100926,2026-02-01,1,7,0,0
HCP100926,2026-03-01,1,5,0,0
HCP100926,2026-04-01,0,4,0,1
HCP100926,2026-05-01,0,4,0,2
HCP100926,2026-06-01,0,3,0,1
HCP100926,2026-07-01,0,3,0,0
HCP100926,2026-08-01,0,5,0,0
HCP100927,2024-01-01,0,4,0,0
HCP100927,2024-02-01,1,2,2,0
HCP100927,2024-03-01,1,6,1,1
HCP100927,2024-04-01,2,5,11,0
HCP100927,2024-05-01,1,1,3,0
HCP100927,2024-06-01,1,4,0,0
HCP100927,2024-07-01,3,6,7,0
HCP100927,2024-08-01,2,5,11,0
HCP100927,2024-09-01,0,5,0,1
HCP100927,2024-10-01,2,3,6,1
HCP100927,2024-11-01,5,7,20,1
HCP100927,2024-12-01,2,5,6,0
HCP100927,2025-01-01,4,5,15,0
HCP100927,2025-02-01,4,0,11,0
HCP100927,2025-03-01,3,6,13,0
HCP100927,2025-04-01,4,7,6,2
HCP100927,2025-05-01,1,7,2,0
HCP100927,2025-06-01,2,3,9,0
HCP100927,2025-07-01,0,3,0,0
HCP100927,2025-08-01,2,4,5,0
HCP100927,2025-09-01,1,5,5,0
HCP100927,2025-10-01,3,5,6,0
HCP100927,2025-11-01,2,6,8,0
HCP100927,2025-12-01,2,4,4,0
HCP100927,2026-01-01,5,4,15,1
HCP100927,2026-02-01,4,8,15,0
HCP100927,2026-03-01,5,5,15,1
HCP100927,2026-04-01,5,4,15,1
HCP100927,2026-05-01,3,6,9,0
HCP100927,2026-06-01,2,5,5,0
HCP100927,2026-07-01,0,6,0,1
HCP100927,2026-08-01,5,4,19,0
HCP100928,2024-01-01,1,6,1,1
HCP100928,2024-02-01,0,5,0,0
HCP100928,2024-03-01,0,3,0,0
HCP100928,2024-04-01,0,6,0,1
HCP100928,2024-05-01,2,6,2,0
HCP100928,2024-06-01,1,5,3,0
HCP100928,2024-07-01,0,7,0,2
HCP100928,2024-08-01,1,4,3,0
HCP100928,2024-09-01,3,9,9,0
HCP100928,2024-10-01,4,6,6,0
HCP100928,2024-11-01,2,12,7,1
HCP100928,2024-12-01,2,3,5,1
HCP100928,2025-01-01,1,7,0,1
HCP100928,2025-02-01,0,4,0,0
HCP100928,2025-03-01,1,5,1,0
HCP100928,2025-04-01,3,4,4,0
HCP100928,2025-05-01,1,4,0,0
HCP100928,2025-06-01,1,7,5,0
HCP100928,2025-07-01,0,8,0,1
HCP100928,2025-08-01,1,7,1,1
HCP100928,2025-09-01,2,2,3,1
HCP100928,2025-10-01,0,6,0,0
HCP100928,2025-11-01,2,8,6,1
HCP100928,2025-12-01,4,8,3,0
HCP100928,2026-01-01,2,7,2,1
HCP100928,2026-02-01,1,3,1,1
HCP100928,2026-03-01,3,2,8,0
HCP100928,2026-04-01,4,1,9,0
HCP100928,2026-05-01,0,7,0,0
HCP100928,2026-06-01,1,7,1,1
HCP100928,2026-07-01,0,4,0,0
HCP100928,2026-08-01,0,4,0,0
HCP100929,2024-01-01,4,6,10,1
HCP100929,2024-02-01,1,6,7,0
HCP100929,2024-03-01,6,5,10,0
HCP100929,2024-04-01,2,7,3,1
HCP100929,2024-05-01,2,2,2,1
HCP100929,2024-06-01,3,2,3,0
HCP100929,2024-07-01,1,3,3,1
HCP100929,2024-08-01,3,11,3,0
HCP100929,2024-09-01,4,6,7,1
HCP100929,2024-10-01,3,6,4,1
HCP100929,2024-11-01,2,5,3,1
HCP100929,2024-12-01,1,4,0,0
HCP100929,2025-01-01,6,9,6,0
HCP100929,2025-02-01,4,7,6,0
HCP100929,2025-03-01,2,6,2,0
HCP100929,2025-04-01,1,4,3,0
HCP100929,2025-05-01,1,2,2,0
HCP100929,2025-06-01,5,8,8,0
HCP100929,2025-07-01,4,6,8,0
HCP100929,2025-08-01,1,3,1,0
HCP100929,2025-09-01,6,2,10,0
HCP100929,2025-10-01,3,5,4,0
HCP100929,2025-11-01,2,4,4,2
HCP100929,2025-12-01,3,1,3,0
HCP100929,2026-01-01,0,4,0,0
HCP100929,2026-02-01,2,5,3,0
HCP100929,2026-03-01,4,4,10,2
HCP100929,2026-04-01,4,4,3,0
HCP100929,2026-05-01,3,11,2,0
HCP100929,2026-06-01,2,1,6,0
HCP100929,2026-07-01,4,4,7,0
HCP100929,2026-08-01,2,5,4,1
HCP100930,2024-01-01,0,4,0,0
HCP100930,2024-02-01,2,0,6,0
HCP100930,2024-03-01,3,5,7,1
HCP100930,2024-04-01,0,3,0,0
HCP100930,2024-05-01,1,5,2,0
HCP100930,2024-06-01,0,5,0,1
HCP100930,2024-07-01,0,2,0,0
HCP100930,2024-08-01,0,1,0,0
HCP100930,2024-09-01,1,5,5,0
HCP100930,2024-10-01,1,3,2,0
HCP100930,2024-11-01,1,3,2,1
HCP100930,2024-12-01,1,2,1,0
HCP100930,2025-01-01,1,3,4,1
HCP100930,2025-02-01,0,4,0,0
HCP100930,2025-03-01,0,7,0,0
HCP100930,2025-04-01,2,5,6,1
HCP100930,2025-05-01,1,5,3,0
HCP100930,2025-06-01,3,3,11,0
HCP100930,2025-07-01,3,5,5,1
HCP100930,2025-08-01,0,4,0,0
HCP100930,2025-09-01,0,2,0,0
HCP100930,2025-10-01,1,2,3,0
HCP100930,2025-11-01,0,4,0,1
HCP100930,2025-12-01,0,8,0,0
HCP100930,2026-01-01,0,5,0,1
HCP100930,2026-02-01,2,4,6,1
HCP100930,2026-03-01,1,3,2,0
HCP100930,2026-04-01,1,9,2,0
HCP100930,2026-05-01,2,8,8,0
HCP100930,2026-06-01,2,5,6,0
HCP100930,2026-07-01,1,4,3,0
HCP100930,2026-08-01,1,3,5,0
HCP100931,2024-01-01,1,3,0,1
HCP100931,2024-02-01,1,1,0,0
HCP100931,2024-03-01,1,5,10,0
HCP100931,2024-04-01,2,5,2,0
HCP100931,2024-05-01,1,2,1,0
HCP100931,2024-06-01,2,2,11,0
HCP100931,2024-07-01,0,2,0,0
HCP100931,2024-08-01,0,2,0,0
HCP100931,2024-09-01,0,5,0,1
HCP100931,2024-10-01,1,3,3,0
HCP100931,2024-11-01,1,4,2,3
HCP100931,2024-12-01,0,5,0,0
HCP100931,2025-01-01,2,3,6,0
HCP100931,2025-02-01,0,4,0,1
HCP100931,2025-03-01,0,4,0,1
HCP100931,2025-04-01,2,2,5,0
HCP100931,2025-05-01,0,1,0,0
HCP100931,2025-06-01,0,4,0,0
HCP100931,2025-07-01,0,4,0,0
HCP100931,2025-08-01,0,2,0,0
HCP100931,2025-09-01,1,3,1,0
HCP100931,2025-10-01,3,2,8,0
HCP100931,2025-11-01,1,4,4,1
HCP100931,2025-12-01,3,2,2,0
HCP100931,2026-01-01,1,4,2,0
HCP100931,2026-02-01,0,6,0,0
HCP100931,2026-03-01,0,5,0,1
HCP100931,2026-04-01,1,4,1,1
HCP100931,2026-05-01,0,5,0,0
HCP100931,2026-06-01,0,4,0,0
HCP100931,2026-07-01,1,3,4,0
HCP100931,2026-08-01,0,3,0,0
HCP100932,2024-01-01,7,8,12,2
HCP100932,2024-02-01,1,5,1,0
HCP100932,2024-03-01,7,5,18,1
HCP100932,2024-04-01,2,9,8,1
HCP100932,2024-05-01,4,5,15,2
HCP100932,2024-06-01,4,10,9,0
HCP100932,2024-07-01,4,5,13,2
HCP100932,2024-08-01,0,5,0,0
HCP100932,2024-09-01,4,6,12,1
HCP100932,2024-10-01,5,7,13,1
HCP100932,2024-11-01,2,5,7,0
HCP100932,2024-12-01,3,4,10,1
HCP100932,2025-01-01,7,6,13,0
HCP100932,2025-02-01,3,3,10,1
HCP100932,2025-03-01,4,5,10,0
HCP100932,2025-04-01,7,7,15,0
HCP100932,2025-05-01,3,10,10,0
HCP100932,2025-06-01,7,8,24,0
HCP100932,2025-07-01,2,6,4,1
HCP100932,2025-08-01,4,6,9,1
HCP100932,2025-09-01,10,3,25,1
HCP100932,2025-10-01,2,8,9,1
HCP100932,2025-11-01,6,7,17,1
HCP100932,2025-12-01,1,8,1,2
HCP100932,2026-01-01,5,4,8,0
