hcp_id,product,n_observed,n_missing
HCP100568,ONCOLERA,31,1
HCP100569,CARDIVEX,32,0
HCP100569,ENDOSTAT,32,0
HCP100570,CARDIVEX,32,0
HCP100570,ENDOSTAT,32,0
HCP100570,NEUROVANT,31,1
HCP100571,ONCOLERA,32,0
HCP100572,CARDIVEX,32,0
HCP100572,ENDOSTAT,32,0
HCP100572,NEUROVANT,32,0
HCP100572,ONCOLERA,32,0
HCP100573,CARDIVEX,26,6
HCP100573,ENDOSTAT,25,7
HCP100573,NEUROVANT,25,7
HCP100574,NEUROVANT,30,2
HCP100575,ENDOSTAT,30,2
HCP100575,NEUROVANT,31,1
HCP100576,CARDIVEX,30,2
HCP100576,ENDOSTAT,32,0
HCP100576,NEUROVANT,31,1
HCP100576,ONCOLERA,30,2
HCP100577,ENDOSTAT,30,2
HCP100577,NEUROVANT,32,0
HCP100578,ONCOLERA,32,0
HCP100579,CARDIVEX,32,0
HCP100579,ENDOSTAT,32,0
HCP100579,NEUROVANT,32,0
HCP100579,ONCOLERA,32,0
HCP100580,CARDIVEX,31,1
HCP100580,ENDOSTAT,32,0
HCP100580,NEUROVANT,32,0
HCP100581,CARDIVEX,32,0
HCP100581,ENDOSTAT,31,1
HCP100581,NEUROVANT,32,0
HCP100581,ONCOLERA,32,0
HCP100582,CARDIVEX,32,0
HCP100582,ENDOSTAT,31,1
HCP100582,NEUROVANT,31,1
HCP100583,CARDIVEX,30,2
HCP100583,ENDOSTAT,32,0
HCP100583,NEUROVANT,32,0
HCP100583,ONCOLERA,32,0
HCP100584,CARDIVEX,27,5
HCP100584,ENDOSTAT,26,6
HCP100584,NEUROVANT,25,7
HCP100585,CARDIVEX,32,0
HCP100585,NEUROVANT,31,1
HCP100585,ONCOLERA,31,1
HCP100586,CARDIVEX,32,0
HCP100586,ENDOSTAT,31,1
HCP100586,NEUROVANT,32,0
HCP100586,ONCOLERA,30,2
HCP100587,ENDOSTAT,31,1
HCP100588,CARDIVEX,32,0
HCP100588,ENDOSTAT,30,2
HCP100588,NEUROVANT,32,0
HCP100588,ONCOLERA,32,0
HCP100589,CARDIVEX,32,0
HCP100589,ENDOSTAT,31,1
HCP100589,NEUROVANT,31,1
HCP100590,NEUROVANT,32,0
HCP100591,CARDIVEX,26,6
HCP100591,ENDOSTAT,28,4
HCP100591,NEUROVANT,26,6
HCP100591,ONCOLERA,27,5
HCP100592,CARDIVEX,31,1
HCP100592,ENDOSTAT,32,0
HCP100593,CARDIVEX,31,1
HCP100593,ENDOSTAT,31,1
HCP100593,NEUROVANT,31,1
HCP100594,CARDIVEX,30,2
HCP100594,ENDOSTAT,30,2
HCP100594,NEUROVANT,32,0
HCP100594,ONCOLERA,32,0
HCP100595,ENDOSTAT,32,0
HCP100595,NEUROVANT,30,2
HCP100596,CARDIVEX,32,0
HCP100596,ENDOSTAT,32,0
HCP100596,NEUROVANT,32,0
HCP100597,ENDOSTAT,31,1
HCP100597,NEUROVANT,31,1
HCP100598,CARDIVEX,32,0
HCP100598,ENDOSTAT,32,0
HCP100599,CARDIVEX,31,1
HCP100599,ENDOSTAT,30,2
HCP100600,CARDIVEX,31,1
HCP100600,ENDOSTAT,32,0
HCP100600,NEUROVANT,32,0
HCP100601,CARDIVEX,31,1
HCP100601,ENDOSTAT,32,0
HCP100601,NEUROVANT,31,1
HCP100602,ENDOSTAT,22,10
HCP100603,CARDIVEX,30,2
HCP100603,ENDOSTAT,32,0
HCP100604,NEUROVANT,32,0
HCP100604,ONCOLERA,32,0
HCP100605,CARDIVEX,32,0
HCP100605,ENDOSTAT,32,0
HCP100605,NEUROVANT,32,0
HCP100605,ONCOLERA,31,1
HCP100606,CARDIVEX,32,0
HCP100606,ENDOSTAT,32,0
HCP100606,NEUROVANT,30,2
HCP100607,CARDIVEX,31,1
HCP100607,ENDOSTAT,31,1
HCP100607,ONCOLERA,32,0
HCP100608,CARDIVEX,32,0
HCP100608,ENDOSTAT,32,0
HCP100609,CARDIVEX,31,1
HCP100609,ENDOSTAT,31,1
HCP100610,CARDIVEX,32,0
HCP100610,ENDOSTAT,32,0
HCP100610,NEUROVANT,31,1
HCP100611,CARDIVEX,32,0
HCP100611,NEUROVANT,32,0
HCP100612,CARDIVEX,31,1
HCP100612,ENDOSTAT,32,0
HCP100612,ONCOLERA,32,0
HCP100613,CARDIVEX,31,1
HCP100613,NEUROVANT,32,0
HCP100613,ONCOLERA,32,0
HCP100614,CARDIVEX,32,0
HCP100614,ENDOSTAT,29,3
HCP100615,CARDIVEX,30,2
HCP100615,ENDOSTAT,31,1
HCP100615,ONCOLERA,32,0
HCP100616,CARDIVEX,31,1
HCP100616,ENDOSTAT,30,2
HCP100616,NEUROVANT,32,0
HCP100617,CARDIVEX,32,0
HCP100617,ENDOSTAT,32,0
HCP100617,ONCOLERA,31,1
HCP100618,ENDOSTAT,32,0
HCP100618,NEUROVANT,32,0
HCP100618,ONCOLERA,32,0
HCP100619,CARDIVEX,31,1
HCP100619,ENDOSTAT,31,1
HCP100619,NEUROVANT,32,0
HCP100619,ONCOLERA,32,0
HCP100620,CARDIVEX,31,1
HCP100620,ENDOSTAT,29,3
HCP100620,NEUROVANT,30,2
HCP100620,ONCOLERA,30,2
HCP100621,NEUROVANT,31,1
HCP100621,ONCOLERA,32,0
HCP100622,NEUROVANT,30,2
HCP100623,CARDIVEX,32,0
HCP100623,ENDOSTAT,30,2
HCP100623,NEUROVANT,32,0
HCP100624,NEUROVANT,32,0
HCP100624,ONCOLERA,31,1
HCP100625,CARDIVEX,31,1
HCP100625,ENDOSTAT,32,0
HCP100625,NEUROVANT,31,1
HCP100625,ONCOLERA,31,1
HCP100626,CARDIVEX,32,0
HCP100626,ENDOSTAT,32,0
HCP100626,NEUROVANT,31,1
HCP100626,ONCOLERA,30,2
HCP100627,CARDIVEX,31,1
HCP100627,ENDOSTAT,32,0
HCP100627,NEUROVANT,31,1
HCP100627,ONCOLERA,32,0
HCP100628,CARDIVEX,32,0
HCP100628,ENDOSTAT,31,1
HCP100629,ONCOLERA,32,0
HCP100630,ONCOLERA,32,0
HCP100631,CARDIVEX,31,1
HCP100631,ENDOSTAT,30,2
HCP100631,NEUROVANT,31,1
HCP100632,CARDIVEX,31,1
HCP100632,ENDOSTAT,31,1
HCP100632,NEUROVANT,31,1
HCP100632,ONCOLERA,31,1
HCP100633,CARDIVEX,31,1
HCP100633,ENDOSTAT,32,0
HCP100633,ONCOLERA,31,1
HCP100634,CARDIVEX,30,2
HCP100634,ENDOSTAT,31,1
HCP100634,NEUROVANT,32,0
HCP100635,CARDIVEX,32,0
HCP100635,ENDOSTAT,31,1
HCP100636,CARDIVEX,32,0
HCP100636,ENDOSTAT,32,0
HCP100636,NEUROVANT,32,0
HCP100636,ONCOLERA,32,0
HCP100637,CARDIVEX,30,2
HCP100637,ENDOSTAT,32,0
HCP100637,NEUROVANT,31,1
HCP100638,ENDOSTAT,30,2
HCP100638,NEUROVANT,30,2
HCP100639,CARDIVEX,31,1
HCP100639,ENDOSTAT,29,3
HCP100639,NEUROVANT,31,1
HCP100639,ONCOLERA,32,0
HCP100640,CARDIVEX,32,0
HCP100640,ENDOSTAT,29,3
HCP100640,ONCOLERA,32,0
HCP100641,CARDIVEX,32,0
HCP100641,ENDOSTAT,32,0
HCP100641,ONCOLERA,30,2
HCP100642,CARDIVEX,31,1
HCP100642,ENDOSTAT,31,1
HCP100642,NEUROVANT,32,0
HCP100643,CARDIVEX,32,0
HCP100643,ENDOSTAT,31,1
HCP100643,NEUROVANT,32,0
HCP100644,NEUROVANT,31,1
HCP100645,CARDIVEX,31,1
HCP100645,ENDOSTAT,32,0
HCP100645,NEUROVANT,32,0
HCP100646,ENDOSTAT,32,0
HCP100646,NEUROVANT,32,0
HCP100646,ONCOLERA,32,0
HCP100647,CARDIVEX,32,0
HCP100647,NEUROVANT,30,2
HCP100647,ONCOLERA,30,2
HCP100648,CARDIVEX,31,1
HCP100648,ENDOSTAT,31,1
HCP100648,NEUROVANT,31,1
HCP100649,CARDIVEX,31,1
HCP100649,ENDOSTAT,32,0
HCP100649,NEUROVANT,32,0
HCP100649,ONCOLERA,32,0
HCP100650,CARDIVEX,32,0
HCP100650,ENDOSTAT,30,2
HCP100650,NEUROVANT,32,0
HCP100651,ENDOSTAT,32,0
HCP100651,ONCOLERA,31,1
HCP100652,CARDIVEX,32,0
HCP100652,ENDOSTAT,31,1
HCP100653,ENDOSTAT,32,0
HCP100653,ONCOLERA,32,0
HCP100654,CARDIVEX,31,1
HCP100654,ONCOLERA,30,2
HCP100655,ENDOSTAT,30,2
HCP100655,ONCOLERA,32,0
HCP100656,CARDIVEX,32,0
HCP100656,ENDOSTAT,30,2
HCP100656,NEUROVANT,29,3
HCP100656,ONCOLERA,29,3
HCP100657,CARDIVEX,32,0
HCP100657,ENDOSTAT,31,1
HCP100657,NEUROVANT,32,0
HCP100657,ONCOLERA,31,1
HCP100658,NEUROVANT,29,3
HCP100659,CARDIVEX,31,1
HCP100659,ENDOSTAT,30,2
HCP100659,NEUROVANT,32,0
HCP100659,ONCOLERA,32,0
HCP100660,ENDOSTAT,31,1
HCP100660,ONCOLERA,30,2
HCP100661,CARDIVEX,27,5
HCP100661,ENDOSTAT,32,0
HCP100661,NEUROVANT,30,2
HCP100662,CARDIVEX,31,1
HCP100662,ENDOSTAT,32,0
HCP100662,NEUROVANT,31,1
HCP100663,CARDIVEX,29,3
HCP100663,ENDOSTAT,30,2
HCP100664,CARDIVEX,30,2
HCP100664,ENDOSTAT,30,2
HCP100664,NEUROVANT,32,0
HCP100665,ENDOSTAT,31,1
HCP100665,NEUROVANT,32,0
HCP100665,ONCOLERA,31,1
HCP100666,ENDOSTAT,32,0
HCP100666,NEUROVANT,32,0
HCP100667,CARDIVEX,32,0
HCP100667,ENDOSTAT,32,0
HCP100667,NEUROVANT,32,0
HCP100667,ONCOLERA,31,1
HCP100668,ENDOSTAT,31,1
HCP100668,ONCOLERA,31,1
HCP100669,CARDIVEX,32,0
HCP100669,ENDOSTAT,32,0
HCP100669,NEUROVANT,31,1
HCP100669,ONCOLERA,32,0
HCP100670,ENDOSTAT,32,0
HCP100670,NEUROVANT,30,2
HCP100671,CARDIVEX,32,0
HCP100671,ENDOSTAT,31,1
HCP100671,NEUROVANT,32,0
HCP100671,ONCOLERA,30,2
HCP100672,ENDOSTAT,32,0
HCP100672,ONCOLERA,31,1
HCP100673,CARDIVEX,32,0
HCP100673,ENDOSTAT,32,0
HCP100673,NEUROVANT,31,1
HCP100674,CARDIVEX,32,0
HCP100674,NEUROVANT,32,0
HCP100674,ONCOLERA,32,0
HCP100675,CARDIVEX,32,0
HCP100675,ENDOSTAT,31,1
HCP100676,ENDOSTAT,32,0
HCP100677,CARDIVEX,29,3
HCP100677,NEUROVANT,31,1
HCP100678,CARDIVEX,32,0
HCP100678,ENDOSTAT,32,0
HCP100679,CARDIVEX,32,0
HCP100679,ENDOSTAT,31,1
HCP100679,NEUROVANT,32,0
HCP100680,CARDIVEX,30,2
HCP100680,ENDOSTAT,32,0
HCP100680,NEUROVANT,31,1
HCP100681,NEUROVANT,32,0
HCP100681,ONCOLERA,32,0
HCP100682,CARDIVEX,31,1
HCP100682,ENDOSTAT,32,0
HCP100682,NEUROVANT,31,1
HCP100683,NEUROVANT,32,0
HCP100683,ONCOLERA,32,0
HCP100684,CARDIVEX,31,1
HCP100684,ENDOSTAT,31,1
HCP100684,ONCOLERA,32,0
HCP100685,CARDIVEX,30,2
HCP100685,ENDOSTAT,29,3
HCP100685,NEUROVANT,30,2
HCP100686,CARDIVEX,31,1
HCP100686,ENDOSTAT,32,0
HCP100686,NEUROVANT,32,0
HCP100686,ONCOLERA,32,0
HCP100687,CARDIVEX,31,1
HCP100687,ENDOSTAT,30,2
HCP100688,CARDIVEX,31,1
HCP100688,ENDOSTAT,30,2
HCP100689,CARDIVEX,30,2
HCP100689,ENDOSTAT,32,0
HCP100690,CARDIVEX,31,1
HCP100690,ENDOSTAT,32,0
HCP100690,ONCOLERA,31,1
HCP100691,ENDOSTAT,31,1
HCP100691,ONCOLERA,32,0
HCP100692,CARDIVEX,30,2
HCP100692,ENDOSTAT,31,1
HCP100693,CARDIVEX,32,0
HCP100693,ENDOSTAT,30,2
HCP100693,NEUROVANT,31,1
HCP100693,ONCOLERA,32,0
HCP100694,CARDIVEX,31,1
HCP100694,ENDOSTAT,32,0
HCP100694,ONCOLERA,32,0
HCP100695,CARDIVEX,27,5
HCP100695,ENDOSTAT,28,4
HCP100695,NEUROVANT,26,6
HCP100695,ONCOLERA,28,4
HCP100696,ENDOSTAT,30,2
HCP100697,CARDIVEX,32,0
HCP100697,ENDOSTAT,31,1
HCP100697,NEUROVANT,32,0
HCP100697,ONCOLERA,29,3
HCP100698,CARDIVEX,30,2
HCP100698,ENDOSTAT,30,2
HCP100698,NEUROVANT,31,1
HCP100699,CARDIVEX,31,1
HCP100699,ENDOSTAT,32,0
HCP100700,CARDIVEX,32,0
HCP100700,ENDOSTAT,31,1
HCP100700,NEUROVANT,32,0
HCP100701,CARDIVEX,32,0
HCP100701,ENDOSTAT,32,0
HCP100702,CARDIVEX,32,0
HCP100702,ENDOSTAT,32,0
HCP100702,NEUROVANT,31,1
HCP100703,CARDIVEX,31,1
HCP100703,ENDOSTAT,29,3
HCP100703,NEUROVANT,30,2
HCP100703,ONCOLERA,31,1
HCP100704,CARDIVEX,32,0
HCP100704,ENDOSTAT,31,1
HCP100705,ONCOLERA,32,0
HCP100706,ENDOSTAT,32,0
HCP100706,NEUROVANT,32,0
HCP100707,ENDOSTAT,31,1
HCP100707,NEUROVANT,31,1
HCP100707,ONCOLERA,32,0
HCP100708,ENDOSTAT,32,0
HCP100708,NEUROVANT,31,1
HCP100709,ENDOSTAT,30,2
HCP100709,NEUROVANT,31,1
HCP100710,CARDIVEX,32,0
HCP100710,ENDOSTAT,32,0
HCP100710,NEUROVANT,29,3
HCP100711,CARDIVEX,31,1
HCP100711,NEUROVANT,32,0
HCP100712,CARDIVEX,31,1
HCP100712,ENDOSTAT,31,1
HCP100712,NEUROVANT,30,2
HCP100712,ONCOLERA,31,1
HCP100713,CARDIVEX,32,0
HCP100713,ENDOSTAT,32,0
HCP100713,NEUROVANT,32,0
HCP100714,CARDIVEX,32,0
HCP100714,ENDOSTAT,30,2
HCP100715,ONCOLERA,30,2
HCP100716,ENDOSTAT,31,1
HCP100716,NEUROVANT,31,1
HCP100717,CARDIVEX,32,0
HCP100717,ENDOSTAT,31,1
HCP100717,NEUROVANT,31,1
HCP100718,CARDIVEX,32,0
HCP100718,ENDOSTAT,31,1
HCP100718,NEUROVANT,32,0
HCP100718,ONCOLERA,31,1
HCP100719,CARDIVEX,30,2
HCP100719,ENDOSTAT,32,0
HCP100720,CARDIVEX,31,1
HCP100720,ENDOSTAT,30,2
HCP100720,NEUROVANT,29,3
HCP100721,NEUROVANT,32,0
HCP100722,CARDIVEX,30,2
HCP100722,ENDOSTAT,32,0
HCP100722,NEUROVANT,32,0
HCP100723,CARDIVEX,31,1
HCP100723,ENDOSTAT,31,1
HCP100723,NEUROVANT,32,0
HCP100724,CARDIVEX,29,3
HCP100724,ENDOSTAT,32,0
HCP100724,ONCOLERA,32,0
HCP100725,ONCOLERA,32,0
HCP100726,CARDIVEX,30,2
HCP100726,ENDOSTAT,32,0
HCP100726,NEUROVANT,31,1
HCP100726,ONCOLERA,31,1
HCP100727,CARDIVEX,31,1
HCP100727,ENDOSTAT,31,1
HCP100727,NEUROVANT,30,2
HCP100727,ONCOLERA,31,1
HCP100728,NEUROVANT,32,0
HCP100729,CARDIVEX,31,1
HCP100729,ENDOSTAT,32,0
HCP100729,ONCOLERA,32,0
HCP100730,CARDIVEX,32,0
HCP100730,ENDOSTAT,32,0
HCP100731,ONCOLERA,31,1
HCP100732,CARDIVEX,31,1
HCP100732,ENDOSTAT,31,1
HCP100732,NEUROVANT,32,0
HCP100733,CARDIVEX,32,0
HCP100733,ENDOSTAT,32,0
HCP100733,NEUROVANT,32,0
HCP100733,ONCOLERA,32,0
HCP100734,ENDOSTAT,32,0
HCP100734,NEUROVANT,32,0
HCP100734,ONCOLERA,32,0
HCP100735,CARDIVEX,31,1
HCP100735,ENDOSTAT,30,2
HCP100735,NEUROVANT,32,0
HCP100735,ONCOLERA,31,1
HCP100736,ONCOLERA,32,0
HCP100737,CARDIVEX,32,0
HCP100737,ENDOSTAT,32,0
HCP100738,CARDIVEX,32,0
HCP100738,ENDOSTAT,32,0
HCP100738,NEUROVANT,31,1
HCP100738,ONCOLERA,29,3
HCP100739,CARDIVEX,30,2
HCP100739,ENDOSTAT,31,1
HCP100740,CARDIVEX,31,1
HCP100740,ENDOSTAT,32,0
HCP100740,ONCOLERA,32,0
HCP100741,ENDOSTAT,31,1
HCP100742,CARDIVEX,31,1
HCP100742,ENDOSTAT,29,3
HCP100743,NEUROVANT,31,1
HCP100744,NEUROVANT,29,3
HCP100744,ONCOLERA,32,0
HCP100745,CARDIVEX,32,0
HCP100745,ENDOSTAT,32,0
HCP100745,ONCOLERA,30,2
HCP100746,CARDIVEX,32,0
HCP100747,ENDOSTAT,29,3
HCP100747,ONCOLERA,31,1
HCP100748,ENDOSTAT,32,0
HCP100748,NEUROVANT,30,2
HCP100748,ONCOLERA,31,1
HCP100749,CARDIVEX,32,0
HCP100749,ENDOSTAT,30,2
HCP100749,NEUROVANT,31,1
HCP100750,CARDIVEX,32,0
HCP100750,ENDOSTAT,32,0
HCP100750,NEUROVANT,32,0
HCP100751,CARDIVEX,30,2
HCP100751,ENDOSTAT,31,1
HCP100751,NEUROVANT,31,1
HCP100752,ENDOSTAT,32,0
HCP100752,NEUROVANT,31,1
HCP100752,ONCOLERA,31,1
HCP100753,CARDIVEX,31,1
HCP100753,ENDOSTAT,31,1
HCP100753,ONCOLERA,31,1
HCP100754,CARDIVEX,32,0
HCP100754,ENDOSTAT,30,2
HCP100754,NEUROVANT,32,0
HCP100755,CARDIVEX,30,2
HCP100755,ENDOSTAT,31,1
HCP100755,NEUROVANT,31,1
HCP100755,ONCOLERA,31,1
HCP100756,CARDIVEX,32,0
HCP100756,ENDOSTAT,31,1
HCP100757,CARDIVEX,31,1
HCP100757,ENDOSTAT,32,0
HCP100757,NEUROVANT,32,0
HCP100757,ONCOLERA,30,2
HCP100758,CARDIVEX,32,0
HCP100758,ENDOSTAT,32,0
HCP100758,NEUROVANT,32,0
HCP100758,ONCOLERA,32,0
HCP100759,CARDIVEX,32,0
HCP100759,ENDOSTAT,30,2
HCP100759,NEUROVANT,31,1
HCP100759,ONCOLERA,32,0
HCP100760,CARDIVEX,31,1
HCP100760,ENDOSTAT,32,0
HCP100760,ONCOLERA,31,1
HCP100761,CARDIVEX,32,0
HCP100761,ENDOSTAT,30,2
HCP100761,NEUROVANT,32,0
HCP100762,CARDIVEX,31,1
HCP100763,ONCOLERA,32,0
HCP100764,CARDIVEX,32,0
HCP100764,ENDOSTAT,32,0
HCP100765,CARDIVEX,32,0
HCP100765,ENDOSTAT,31,1
HCP100765,NEUROVANT,31,1
HCP100766,CARDIVEX,32,0
HCP100766,ENDOSTAT,32,0
HCP100766,NEUROVANT,32,0
HCP100767,CARDIVEX,31,1
HCP100767,ENDOSTAT,31,1
HCP100767,NEUROVANT,31,1
HCP100768,NEUROVANT,31,1
HCP100768,ONCOLERA,32,0
HCP100769,NEUROVANT,32,0
HCP100769,ONCOLERA,30,2
HCP100770,ENDOSTAT,31,1
HCP100770,ONCOLERA,30,2
HCP100771,CARDIVEX,32,0
HCP100771,NEUROVANT,32,0
HCP100772,ENDOSTAT,32,0
HCP100772,ONCOLERA,30,2
HCP100773,CARDIVEX,32,0
HCP100773,ENDOSTAT,30,2
HCP100773,NEUROVANT,32,0
HCP100774,ENDOSTAT,31,1
HCP100774,ONCOLERA,32,0
HCP100775,CARDIVEX,31,1
HCP100775,ENDOSTAT,28,4
HCP100776,CARDIVEX,32,0
HCP100776,ENDOSTAT,31,1
HCP100776,NEUROVANT,32,0
HCP100777,CARDIVEX,32,0
HCP100777,ENDOSTAT,30,2
HCP100777,NEUROVANT,31,1
HCP100778,CARDIVEX,32,0
HCP100778,ENDOSTAT,30,2
HCP100779,CARDIVEX,32,0
HCP100779,ENDOSTAT,32,0
HCP100779,NEUROVANT,29,3
HCP100780,ENDOSTAT,32,0
HCP100780,NEUROVANT,29,3
HCP100780,ONCOLERA,32,0
HCP100781,ENDOSTAT,32,0
HCP100781,NEUROVANT,31,1
HCP100782,CARDIVEX,31,1
HCP100782,ENDOSTAT,30,2
HCP100782,NEUROVANT,32,0
HCP100782,ONCOLERA,31,1
HCP100783,CARDIVEX,30,2
HCP100783,ENDOSTAT,31,1
HCP100783,NEUROVANT,32,0
HCP100784,CARDIVEX,32,0
HCP100784,ENDOSTAT,32,0
HCP100784,NEUROVANT,31,1
HCP100785,CARDIVEX,32,0
HCP100785,ENDOSTAT,31,1
HCP100785,NEUROVANT,32,0
HCP100786,CARDIVEX,32,0
HCP100786,ENDOSTAT,31,1
HCP100786,NEUROVANT,31,1
HCP100786,ONCOLERA,31,1
HCP100787,NEUROVANT,30,2
HCP100787,ONCOLERA,31,1
HCP100788,CARDIVEX,31,1
HCP100788,ENDOSTAT,32,0
HCP100788,NEUROVANT,32,0
HCP100789,ENDOSTAT,31,1
HCP100789,NEUROVANT,30,2
HCP100790,CARDIVEX,32,0
HCP100790,ENDOSTAT,31,1
HCP100790,NEUROVANT,32,0
HCP100791,CARDIVEX,32,0
HCP100791,ENDOSTAT,32,0
HCP100791,NEUROVANT,29,3
HCP100792,ONCOLERA,32,0
HCP100793,CARDIVEX,32,0
HCP100793,ENDOSTAT,31,1
HCP100793,NEUROVANT,32,0
HCP100793,ONCOLERA,32,0
HCP100794,CARDIVEX,30,2
HCP100794,ENDOSTAT,30,2
HCP100794,NEUROVANT,29,3
HCP100794,ONCOLERA,32,0
HCP100795,CARDIVEX,32,0
HCP100795,ENDOSTAT,31,1
HCP100795,NEUROVANT,32,0
HCP100796,CARDIVEX,30,2
HCP100797,ENDOSTAT,32,0
HCP100797,ONCOLERA,32,0
HCP100798,CARDIVEX,30,2
HCP100798,ENDOSTAT,32,0
HCP100799,CARDIVEX,32,0
HCP100799,ENDOSTAT,32,0
HCP100799,NEUROVANT,32,0
HCP100799,ONCOLERA,29,3
HCP100800,ONCOLERA,31,1
HCP100801,NEUROVANT,31,1
HCP100801,ONCOLERA,32,0
HCP100802,CARDIVEX,32,0
HCP100802,ENDOSTAT,31,1
HCP100802,NEUROVANT,29,3
HCP100803,CARDIVEX,32,0
HCP100803,ENDOSTAT,31,1
HCP100803,NEUROVANT,31,1
HCP100804,ENDOSTAT,32,0
HCP100804,NEUROVANT,31,1
HCP100804,ONCOLERA,31,1
HCP100805,CARDIVEX,32,0
HCP100805,ENDOSTAT,32,0
HCP100806,CARDIVEX,32,0
HCP100806,ENDOSTAT,32,0
HCP100806,NEUROVANT,31,1
HCP100807,CARDIVEX,31,1
HCP100807,ENDOSTAT,32,0
HCP100807,NEUROVANT,32,0
HCP100807,ONCOLERA,31,1
HCP100808,CARDIVEX,32,0
HCP100808,ENDOSTAT,31,1
HCP100808,NEUROVANT,32,0
HCP100809,ENDOSTAT,32,0
HCP100809,NEUROVANT,31,1
HCP100810,CARDIVEX,32,0
HCP100810,ENDOSTAT,31,1
HCP100810,NEUROVANT,31,1
HCP100810,ONCOLERA,31,1
HCP100811,CARDIVEX,32,0
HCP100811,ENDOSTAT,31,1
HCP100811,NEUROVANT,32,0
HCP100811,ONCOLERA,32,0
HCP100812,CARDIVEX,32,0
HCP100812,ENDOSTAT,31,1
HCP100813,ONCOLERA,32,0
HCP100814,CARDIVEX,26,6
HCP100814,NEUROVANT,24,8
HCP100814,ONCOLERA,27,5
HCP100815,CARDIVEX,32,0
HCP100815,ENDOSTAT,30,2
HCP100815,NEUROVANT,29,3
HCP100815,ONCOLERA,32,0
HCP100816,CARDIVEX,30,2
HCP100816,NEUROVANT,31,1
HCP100816,ONCOLERA,30,2
HCP100817,CARDIVEX,31,1
HCP100817,ENDOSTAT,32,0
HCP100817,NEUROVANT,32,0
HCP100817,ONCOLERA,32,0
HCP100818,CARDIVEX,32,0
HCP100818,NEUROVANT,31,1
HCP100818,ONCOLERA,32,0
HCP100819,CARDIVEX,31,1
HCP100819,ENDOSTAT,32,0
HCP100820,CARDIVEX,31,1
HCP100820,ENDOSTAT,32,0
HCP100820,NEUROVANT,31,1
HCP100820,ONCOLERA,32,0
HCP100821,ENDOSTAT,31,1
HCP100821,NEUROVANT,31,1
HCP100822,CARDIVEX,31,1
HCP100822,ENDOSTAT,32,0
HCP100823,CARDIVEX,31,1
HCP100823,ENDOSTAT,32,0
HCP100823,NEUROVANT,30,2
HCP100824,CARDIVEX,32,0
HCP100824,ENDOSTAT,30,2
HCP100824,NEUROVANT,31,1
HCP100824,ONCOLERA,32,0
HCP100825,CARDIVEX,31,1
HCP100825,ENDOSTAT,32,0
HCP100826,CARDIVEX,30,2
HCP100827,CARDIVEX,30,2
HCP100827,ENDOSTAT,31,1
HCP100827,NEUROVANT,31,1
HCP100828,CARDIVEX,31,1
HCP100828,ENDOSTAT,31,1
HCP100828,NEUROVANT,31,1
HCP100829,ONCOLERA,32,0
HCP100830,CARDIVEX,31,1
HCP100830,ENDOSTAT,32,0
HCP100830,ONCOLERA,32,0
HCP100831,NEUROVANT,29,3
HCP100831,ONCOLERA,31,1
HCP100832,CARDIVEX,32,0
HCP100832,ENDOSTAT,32,0
HCP100833,CARDIVEX,32,0
HCP100833,ENDOSTAT,31,1
HCP100834,CARDIVEX,29,3
HCP100834,ENDOSTAT,32,0
HCP100834,NEUROVANT,32,0
HCP100835,NEUROVANT,30,2
HCP100836,CARDIVEX,31,1
HCP100836,ENDOSTAT,31,1
HCP100836,NEUROVANT,32,0
HCP100837,CARDIVEX,31,1
HCP100837,ENDOSTAT,31,1
HCP100838,CARDIVEX,31,1
HCP100838,ENDOSTAT,32,0
HCP100839,CARDIVEX,32,0
HCP100839,ENDOSTAT,30,2
HCP100839,ONCOLERA,31,1
HCP100840,CARDIVEX,32,0
HCP100840,ENDOSTAT,31,1
HCP100840,NEUROVANT,31,1
HCP100841,CARDIVEX,32,0
HCP100841,NEUROVANT,32,0
HCP100842,ENDOSTAT,32,0
HCP100842,NEUROVANT,29,3
HCP100842,ONCOLERA,30,2
HCP100843,ENDOSTAT,31,1
HCP100843,NEUROVANT,32,0
HCP100843,ONCOLERA,30,2
HCP100844,ENDOSTAT,30,2
HCP100844,NEUROVANT,32,0
HCP100844,ONCOLERA,32,0
HCP100845,CARDIVEX,31,1
HCP100845,ENDOSTAT,32,0
HCP100845,NEUROVANT,30,2
HCP100846,CARDIVEX,32,0
HCP100846,ENDOSTAT,32,0
HCP100846,NEUROVANT,32,0
HCP100847,CARDIVEX,23,9
HCP100847,ENDOSTAT,22,10
HCP100847,ONCOLERA,22,10
HCP100848,CARDIVEX,23,9
HCP100848,ENDOSTAT,23,9
HCP100848,NEUROVANT,24,8
HCP100848,ONCOLERA,23,9
HCP100849,ENDOSTAT,32,0
HCP100850,CARDIVEX,31,1
HCP100850,ENDOSTAT,30,2
HCP100850,NEUROVANT,32,0
HCP100851,NEUROVANT,32,0
HCP100852,CARDIVEX,30,2
HCP100852,ENDOSTAT,31,1
HCP100853,ONCOLERA,28,4
HCP100854,CARDIVEX,30,2
HCP100854,ENDOSTAT,31,1
HCP100854,ONCOLERA,32,0
HCP100855,CARDIVEX,32,0
HCP100855,ENDOSTAT,30,2
HCP100856,CARDIVEX,32,0
HCP100856,ENDOSTAT,31,1
HCP100856,NEUROVANT,32,0
HCP100857,ENDOSTAT,31,1
