hcp_id,specialty,region,segment,active_flag
HCP101350,Neurology,West,Low,0
HCP101351,Cardiology,Southwest,High,1
HCP101352,Cardiology,Mountain,Low,1
HCP101353,Oncology,Northeast,Low,0
HCP101354,Dermatology,Southwest,Medium,1
HCP101355,Oncology,Midwest,Low,1
HCP101356,Oncology,Southwest,Medium,1
HCP101357,Neurology,Midwest,Low,0
HCP101358,Cardiology,Southwest,Medium,1
HCP101359,Cardiology,West,Low,1
HCP101360,Cardiology,West,Low,1
HCP101361,Primary Care,Southwest,High,1
HCP101362,Oncology,West,Low,1
HCP101363,Endocrinology,Mountain,High,1
HCP101364,Primary Care,Mountain,Medium,1
HCP101365,Cardiology,Mountain,Medium,1
HCP101366,Primary Care,Mountain,Medium,1
HCP101367,Primary Care,Northeast,High,1
HCP101368,Oncology,Southeast,Medium,1
HCP101369,Cardiology,Southeast,Low,1
HCP101370,Primary Care,Northeast,Medium,1
HCP101371,Psychiatry,Northeast,Low,1
HCP101372,Cardiology,Southwest,High,1
HCP101373,Oncology,Pacific Northwest,Low,1
HCP101374,Neurology,Southeast,Low,1
HCP101375,Cardiology,Midwest,Low,1
HCP101376,Dermatology,Southeast,Low,1
HCP101377,Primary Care,Midwest,Low,1
HCP101378,Neurology,Pacific Northwest,Medium,1
HCP101379,Oncology,Southeast,Low,1
HCP101380,Endocrinology,Southeast,Medium,0
HCP101381,Psychiatry,West,Low,1
HCP101382,Endocrinology,Southwest,Low,1
HCP101383,Cardiology,Pacific Northwest,Medium,0
HCP101384,Primary Care,Southeast,Low,1
HCP101385,Dermatology,Northeast,Low,1
HCP101386,Neurology,West,Medium,1
HCP101387,Neurology,Midwest,Low,0
HCP101388,Cardiology,Mountain,High,0
HCP101389,Cardiology,Midwest,Medium,1
HCP101390,Neurology,Northeast,Medium,1
HCP101391,Psychiatry,Midwest,Low,1
HCP101392,Primary Care,Midwest,High,1
HCP101393,Oncology,Northeast,High,1
HCP101394,Cardiology,Southwest,Medium,1
HCP101395,Neurology,Mountain,Low,1
HCP101396,Dermatology,Northeast,Low,1
HCP101397,Dermatology,Midwest,Low,1
HCP101398,Neurology,Northeast,Low,0
HCP101399,Gastroenterology,Southwest,Low,1
HCP101400,Endocrinology,Midwest,Low,1
HCP101401,Dermatology,Southwest,High,1
HCP101402,Primary Care,Southeast,Medium,0
HCP101403,Primary Care,Midwest,High,1
HCP101404,Dermatology,Northeast,High,1
HCP101405,Endocrinology,Northeast,Medium,1
HCP101406,Dermatology,Southeast,Low,1
HCP101407,Psychiatry,Midwest,Medium,1
HCP101408,Endocrinology,Northeast,Medium,1
HCP101409,Gastroenterology,Midwest,High,1
HCP101410,Primary Care,Midwest,Low,1
HCP101411,Oncology,Southwest,High,1
HCP101412,Dermatology,Southeast,Low,1
HCP101413,Dermatology,Southwest,Low,1
HCP101414,Endocrinology,Southeast,Low,0
HCP101415,Oncology,West,Low,1
HCP101416,Neurology,Southeast,High,1
HCP101417,Cardiology,West,High,1
HCP101418,Neurology,West,Low,1
HCP101419,Endocrinology,Southeast,High,1
HCP101420,Psychiatry,Southeast,High,1
HCP101421,Endocrinology,Northeast,Medium,0
HCP101422,Oncology,West,High,1
HCP101423,Primary Care,Southwest,Medium,1
HCP101424,Neurology,Southeast,Low,0
HCP101425,Neurology,Northeast,Low,1
HCP101426,Oncology,West,High,1
HCP101427,Psychiatry,Southwest,Low,1
HCP101428,Cardiology,Midwest,High,1
HCP101429,Neurology,Northeast,Medium,0
HCP101430,Neurology,Northeast,High,1
HCP101431,Neurology,Northeast,Low,0
HCP101432,Primary Care,Northeast,Low,1
HCP101433,Gastroenterology,Northeast,Medium,1
HCP101434,Gastroenterology,Midwest,Low,1
HCP101435,Cardiology,Southwest,Low,1
HCP101436,Dermatology,Mountain,Low,1
HCP101437,Neurology,West,High,1
HCP101438,Dermatology,Midwest,High,1
HCP101439,Endocrinology,Northeast,Medium,1
HCP101440,Oncology,Southwest,High,1
HCP101441,Primary Care,Southeast,Medium,1
HCP101442,Endocrinology,West,Medium,1
HCP101443,Primary Care,Southwest,High,1
HCP101444,Oncology,Southwest,Medium,1
HCP101445,Primary Care,Midwest,Medium,0
HCP101446,Neurology,Northeast,Medium,1
HCP101447,Cardiology,Mountain,Medium,1
HCP101448,Endocrinology,Midwest,Medium,1
HCP101449,Oncology,Southwest,Medium,1
HCP101450,Dermatology,Northeast,Medium,1
HCP101451,Oncology,Southeast,Medium,1
HCP101452,Neurology,Northeast,Low,1
HCP101453,Primary Care,Southwest,High,1
HCP101454,Neurology,Southwest,High,1
HCP101455,Cardiology,Southwest,Low,0
HCP101456,Cardiology,Midwest,Low,1
HCP101457,Cardiology,Southeast,Medium,1
HCP101458,Gastroenterology,West,Medium,1
HCP101459,Psychiatry,Northeast,Medium,1
HCP101460,Oncology,Northeast,High,1
HCP101461,Cardiology,Midwest,Medium,1
HCP101462,Neurology,Northeast,High,1
HCP101464,Neurology,Southeast,Medium,1
HCP101465,Gastroenterology,Northeast,Medium,1
HCP101466,Primary Care,Midwest,Low,1
HCP101467,Primary Care,Mountain,Low,1
HCP101468,Cardiology,Northeast,Low,1
HCP101469,Neurology,Northeast,Low,1
HCP101470,Cardiology,Southeast,Low,1
HCP101471,Primary Care,Northeast,High,1
HCP101472,Primary Care,Southeast,Medium,1
HCP101473,Oncology,Northeast,Medium,1
HCP101474,Endocrinology,West,Medium,1
HCP101475,Primary Care,Midwest,Medium,1
HCP101476,Cardiology,West,Medium,1
HCP101477,Dermatology,Southwest,Low,0
HCP101478,Endocrinology,West,Low,1
HCP101480,Primary Care,Southwest,Low,1
HCP101481,Primary Care,West,Medium,1
HCP101482,Neurology,West,Low,1
HCP101483,Primary Care,Southeast,Medium,1
HCP101484,Primary Care,Southwest,Medium,1
HCP101485,Dermatology,Northeast,Medium,1
HCP101486,Neurology,Mountain,Medium,1
HCP101487,Oncology,Northeast,Medium,1
HCP101488,Cardiology,Southeast,Low,1
HCP101490,Primary Care,Midwest,Low,1
HCP101491,Oncology,Northeast,Low,1
HCP101492,Primary Care,Southeast,Low,1
HCP101493,Neurology,Midwest,Medium,1
HCP101494,Primary Care,Midwest,High,1
HCP101495,Primary Care,Southeast,Low,0
HCP101496,Gastroenterology,Southeast,Low,1
HCP101497,Gastroenterology,Northeast,Low,1
HCP101498,Cardiology,Northeast,Low,1
HCP101499,Gastroenterology,Northeast,Medium,0
HCP101500,Primary Care,Mountain,High,1
HCP101501,Gastroenterology,Southeast,Medium,1
HCP101502,Endocrinology,Midwest,Medium,1
HCP101504,Oncology,Midwest,High,1
HCP101505,Endocrinology,West,Low,1
HCP101506,Primary Care,West,Medium,1
HCP101507,Cardiology,Mountain,Low,1
HCP101508,Primary Care,Midwest,High,1
HCP101509,Cardiology,West,High,0
HCP101513,Primary Care,Southwest,Medium,1
HCP101514,Primary Care,Mountain,Low,1
HCP101515,Psychiatry,Southeast,Low,1
HCP101516,Primary Care,Northeast,Medium,1
HCP101517,Psychiatry,West,High,1
HCP101518,Dermatology,Southeast,Low,0
HCP101519,Oncology,Northeast,High,1
HCP101520,Psychiatry,Southeast,Low,1
HCP101521,Primary Care,Northeast,High,1
HCP101522,Primary Care,Midwest,Low,0
HCP101523,Psychiatry,Southeast,Low,1
HCP101524,Oncology,Northeast,Low,1
HCP101525,Primary Care,Pacific Northwest,Medium,1
HCP101526,Endocrinology,Northeast,Medium,1
HCP101527,Cardiology,Southwest,Medium,1
HCP101528,Cardiology,Northeast,Medium,1
HCP101529,Endocrinology,Southwest,Medium,1
HCP101530,Primary Care,Northeast,Medium,1
HCP101531,Oncology,Southeast,Medium,1
HCP101532,Primary Care,Southwest,Medium,1
HCP101533,Dermatology,Southwest,Low,1
HCP101534,Cardiology,Northeast,Medium,1
HCP101535,Primary Care,Northeast,Medium,1
HCP101536,Neurology,Southwest,High,0
HCP101537,Oncology,West,Medium,1
HCP101538,Oncology,Southeast,Medium,1
HCP101539,Endocrinology,Midwest,Medium,1
HCP101540,Primary Care,Northeast,High,1
HCP101541,Neurology,Northeast,Low,1
HCP101542,Oncology,West,Medium,1
HCP101543,Dermatology,West,Low,0
HCP101544,Endocrinology,Mountain,Low,1
HCP101545,Cardiology,Midwest,Low,1
HCP101546,Primary Care,Northeast,High,1
HCP101547,Endocrinology,Southwest,Medium,0
HCP101548,Oncology,Midwest,High,1
HCP101549,Neurology,West,Medium,1
HCP101550,Dermatology,Mountain,Medium,0
HCP101551,Cardiology,Northeast,Medium,0
HCP101552,Primary Care,Pacific Northwest,Medium,1
HCP101553,Dermatology,Northeast,Medium,1
HCP101554,Gastroenterology,West,Low,1
HCP101555,Oncology,West,Medium,0
HCP101556,Dermatology,Midwest,Medium,1
HCP101557,Endocrinology,Southwest,Low,1
HCP101558,Endocrinology,Mountain,Medium,1
HCP101559,Endocrinology,Northeast,Medium,1
HCP101560,Psychiatry,Northeast,Medium,1
HCP101561,Gastroenterology,Northeast,Medium,1
HCP101562,Psychiatry,Midwest,High,1
HCP101563,Neurology,Mountain,Low,1
HCP101564,Oncology,Northeast,High,1
HCP101565,Cardiology,West,High,1
HCP101566,Neurology,West,Low,1
HCP101567,Primary Care,West,Low,1
HCP101568,Primary Care,West,Medium,1
HCP101569,Dermatology,Midwest,Low,1
HCP101570,Oncology,Southeast,Medium,1
HCP101571,Primary Care,Southwest,Low,1
HCP101572,Cardiology,Midwest,High,1
HCP101573,Primary Care,Pacific Northwest,Low,1
HCP101574,Gastroenterology,Mountain,Low,1
HCP101575,Cardiology,Northeast,Low,0
HCP101576,Cardiology,Midwest,Medium,1
HCP101577,Primary Care,Southwest,High,1
HCP101578,Psychiatry,Southeast,Low,0
HCP101579,Primary Care,Southeast,Medium,1
HCP101580,Endocrinology,West,Medium,1
HCP101581,Neurology,Southwest,Low,1
HCP101582,Endocrinology,Northeast,Medium,1
HCP101583,Primary Care,Mountain,Medium,1
HCP101584,Primary Care,Northeast,Low,1
HCP101585,Oncology,West,High,1
HCP101586,Cardiology,Southeast,Low,1
HCP101587,Neurology,Pacific Northwest,Low,0
HCP101588,Neurology,Southeast,Low,1
HCP101589,Primary Care,Pacific Northwest,Medium,1
HCP101590,Cardiology,Midwest,Medium,1
HCP101591,Endocrinology,Southeast,Medium,1
HCP101592,Dermatology,Midwest,Low,1
HCP101593,Primary Care,Northeast,Low,0
HCP101594,Dermatology,West,Low,1
HCP101595,Cardiology,Midwest,Medium,1
HCP101596,Primary Care,West,High,1
HCP101597,Primary Care,Northeast,Medium,1
HCP101598,Primary Care,Southeast,Low,1
HCP101599,Neurology,Northeast,High,1
HCP101600,Neurology,Pacific Northwest,Medium,1
HCP101602,Primary Care,Southeast,Low,1
HCP101603,Endocrinology,Midwest,High,1
HCP101604,Endocrinology,Midwest,High,1
HCP101605,Cardiology,West,Medium,1
HCP101606,Cardiology,Southwest,High,1
HCP101607,Endocrinology,Southeast,Low,1
HCP101608,Gastroenterology,Northeast,Medium,1
HCP101609,Endocrinology,Northeast,High,1
HCP101610,Oncology,West,Low,1
HCP101611,Psychiatry,West,Low,1
HCP101612,Oncology,Southeast,Medium,1
HCP101613,Dermatology,Mountain,High,1
HCP101614,Gastroenterology,Midwest,Low,1
HCP101615,Cardiology,Mountain,Medium,1
HCP101617,Primary Care,Midwest,Medium,1
HCP101618,Primary Care,Southeast,Medium,1
HCP101619,Cardiology,Pacific Northwest,Low,1
HCP101620,Gastroenterology,Southeast,Low,1
HCP101622,Cardiology,Northeast,High,1
HCP101623,Cardiology,Southwest,Medium,1
HCP101624,Dermatology,Midwest,High,1
HCP101625,Psychiatry,Southwest,Low,0
HCP101626,Oncology,Northeast,High,0
HCP101627,Primary Care,West,High,1
HCP101628,Oncology,West,Medium,1
HCP101629,Primary Care,Southwest,High,0
HCP101630,Gastroenterology,West,Low,1
HCP101631,Gastroenterology,Southeast,Medium,1
HCP101632,Oncology,Northeast,Low,1
HCP101633,Psychiatry,Southeast,Low,1
HCP101634,Primary Care,West,Low,0
HCP101635,Cardiology,Southwest,Low,1
HCP101636,Cardiology,Southwest,Medium,1
HCP101638,Cardiology,Southwest,Medium,1
HCP101639,Primary Care,Mountain,High,1
HCP101640,Cardiology,Southeast,Medium,1
HCP101641,Oncology,Midwest,Medium,1
HCP101642,Endocrinology,Northeast,Medium,1
HCP101643,Cardiology,West,Medium,1
HCP101644,Cardiology,Southwest,High,1
HCP101645,Primary Care,Northeast,Low,1
HCP101646,Cardiology,Southwest,Low,1
HCP101647,Oncology,Southwest,Low,1
HCP101648,Primary Care,Northeast,High,1
HCP101649,Gastroenterology,West,Low,1
HCP101650,Oncology,Midwest,Low,1
HCP101651,Primary Care,Midwest,High,0
HCP101652,Primary Care,Southwest,Medium,1
HCP101653,Neurology,Southeast,High,1
HCP101654,Cardiology,West,High,1
HCP101655,Cardiology,Midwest,Low,1
HCP101656,Endocrinology,Northeast,Low,1
HCP101657,Endocrinology,West,Low,0
HCP101658,Primary Care,Northeast,Medium,1
HCP101659,Oncology,Pacific Northwest,Medium,1
HCP101660,Primary Care,Mountain,Low,1
HCP101661,Primary Care,Northeast,Low,1
HCP101662,Oncology,Mountain,Low,1
HCP101663,Cardiology,Midwest,Low,1
HCP101664,Primary Care,West,Medium,1
HCP101665,Cardiology,Northeast,Low,0
HCP101666,Cardiology,Southwest,Low,1
HCP101667,Oncology,Southwest,High,0
HCP101668,Primary Care,Midwest,Medium,1
HCP101669,Primary Care,West,High,1
HCP101670,Psychiatry,West,Low,0
HCP101671,Primary Care,Southwest,Low,0
HCP101672,Dermatology,Northeast,Low,1
HCP101673,Psychiatry,Northeast,Low,0
HCP101674,Primary Care,Mountain,Medium,1
HCP101675,Oncology,Northeast,High,1
HCP101676,Primary Care,Northeast,High,1
HCP101677,Primary Care,Midwest,Medium,1
HCP101678,Psychiatry,Southwest,Medium,1
HCP101679,Neurology,West,Low,1
HCP101680,Endocrinology,West,Medium,1
HCP101681,Primary Care,Northeast,Low,1
HCP101682,Oncology,Southwest,Low,1
HCP101683,Psychiatry,Midwest,Low,1
HCP101684,Endocrinology,Northeast,Low,1
HCP101685,Primary Care,Northeast,Low,0
HCP101686,Primary Care,Southwest,High,1
HCP101687,Dermatology,Southwest,Medium,1
HCP101688,Dermatology,Southeast,Low,0
HCP101690,Dermatology,Northeast,High,1
HCP101691,Primary Care,Southwest,Low,1
HCP101692,Primary Care,West,High,1
HCP101693,Primary Care,Southeast,Low,1
HCP101694,Dermatology,West,Medium,1
HCP101696,Primary Care,Southwest,High,1
HCP101697,Primary Care,Southeast,High,1
HCP101698,Cardiology,Southwest,Medium,1
HCP101699,Primary Care,Mountain,Medium,1
HCP101700,Primary Care,Southeast,Medium,0
HCP101702,Neurology,Mountain,Medium,1
HCP101703,Psychiatry,Southwest,Medium,0
HCP101704,Endocrinology,West,Low,1
HCP101705,Psychiatry,West,Low,1
HCP101706,Endocrinology,West,Medium,0
HCP101707,Cardiology,Southwest,High,1
HCP101708,Primary Care,Pacific Northwest,Low,1
HCP101709,Primary Care,Southwest,High,1
HCP101711,Primary Care,Southwest,Low,0
HCP101712,Psychiatry,Mountain,Low,1
HCP101713,Neurology,Midwest,Medium,1
HCP101714,Endocrinology,Northeast,Medium,1
HCP101715,Cardiology,Southeast,Low,1
HCP101716,Endocrinology,Southeast,Medium,1
HCP101717,Primary Care,Southeast,Medium,1
HCP101718,Primary Care,Northeast,Medium,1
HCP101719,Psychiatry,Southeast,Low,1
HCP101720,Cardiology,Midwest,High,1
HCP101721,Primary Care,Southwest,Low,1
HCP101722,Oncology,Southwest,Medium,0
HCP101724,Gastroenterology,Pacific Northwest,Medium,1
HCP101725,Primary Care,Southeast,Low,0
HCP101726,Primary Care,Southwest,Medium,1
HCP101728,Psychiatry,Northeast,Medium,1
HCP101729,Cardiology,Southeast,Medium,1
HCP101730,Endocrinology,Southeast,Medium,1
HCP101731,Cardiology,Southeast,Low,1
HCP101732,Cardiology,Midwest,Low,0
HCP101733,Gastroenterology,West,Low,1
HCP101735,Gastroenterology,West,Medium,1
HCP101736,Psychiatry,Northeast,Low,1
HCP101737,Psychiatry,Southeast,Low,0
HCP101738,Dermatology,Southeast,Low,1
HCP101739,Neurology,Midwest,High,1
HCP101740,Psychiatry,Southeast,Medium,1
HCP101741,Endocrinology,Southwest,Low,1
HCP101742,Endocrinology,Southwest,Low,1
HCP101743,Oncology,West,High,1
HCP101744,Neurology,Northeast,Medium,1
HCP101745,Primary Care,West,Medium,1
HCP101746,Oncology,Southeast,High,0
HCP101747,Oncology,West,Medium,1
HCP101748,Neurology,West,Medium,1
HCP101749,Cardiology,Pacific Northwest,High,1
HCP101750,Primary Care,Midwest,Low,1
HCP101751,Primary Care,Northeast,Medium,1
HCP101752,Primary Care,Mountain,Medium,1
HCP101753,Dermatology,Mountain,Low,0
HCP101754,Primary Care,Mountain,Low,1
HCP101755,Gastroenterology,Northeast,Low,1
HCP101756,Dermatology,West,Low,0
HCP101757,Cardiology,Northeast,Medium,1
HCP101758,Psychiatry,Southwest,Medium,0
HCP101759,Endocrinology,Northeast,Medium,1
HCP101760,Gastroenterology,West,Low,1
HCP101761,Primary Care,Southwest,Medium,1
HCP101762,Cardiology,Northeast,Low,0
HCP101763,Cardiology,West,High,1
HCP101764,Gastroenterology,West,Medium,1
HCP101765,Dermatology,West,Low,1
HCP101766,Psychiatry,West,Medium,1
HCP101767,Primary Care,Southeast,Medium,1
HCP101768,Neurology,West,Low,1
HCP101770,Gastroenterology,Mountain,Medium,1
HCP101771,Neurology,Southeast,Low,0
HCP101772,Oncology,West,Low,1
HCP101773,Dermatology,Midwest,Low,1
HCP101774,Primary Care,Southeast,Low,1
HCP101775,Psychiatry,Northeast,Medium,1
HCP101776,Primary Care,Northeast,Low,1
HCP101777,Psychiatry,West,High,1
HCP101778,Oncology,Midwest,High,1
HCP101779,Primary Care,Northeast,Medium,0
HCP101781,Oncology,Northeast,Medium,1
HCP101782,Neurology,Mountain,Medium,1
HCP101783,Cardiology,Pacific Northwest,Medium,1
HCP101784,Psychiatry,West,Low,1
HCP101785,Dermatology,Southeast,Low,1
HCP101786,Primary Care,Southwest,Medium,1
HCP101787,Endocrinology,Southwest,Medium,1
HCP101789,Dermatology,Northeast,Low,1
HCP101790,Cardiology,West,Medium,1
HCP101791,Psychiatry,West,Low,1
HCP101792,Oncology,Southwest,Low,1
HCP101793,Primary Care,Midwest,Medium,1
HCP101794,Psychiatry,West,High,1
HCP101795,Endocrinology,West,Low,1
HCP101796,Primary Care,Northeast,Medium,0
HCP101797,Primary Care,Mountain,Medium,1
HCP101798,Dermatology,Northeast,Low,1
HCP101799,Endocrinology,Southeast,Medium,1
HCP101800,Endocrinology,Northeast,Medium,1
HCP101801,Endocrinology,West,Low,1
HCP101802,Gastroenterology,West,Low,1
HCP101803,Oncology,West,Low,1
HCP101804,Psychiatry,West,Low,1
HCP101805,Primary Care,Southeast,Medium,1
HCP101806,Psychiatry,West,Medium,0
HCP101807,Neurology,Northeast,Medium,1
HCP101808,Neurology,West,High,1
HCP101809,Psychiatry,West,Low,0
HCP101810,Primary Care,Southeast,Low,1
HCP101811,Oncology,Southeast,Low,1
HCP101812,Oncology,Southwest,Medium,1
HCP101813,Gastroenterology,Midwest,Medium,0
HCP101814,Endocrinology,Northeast,Low,1
HCP101815,Oncology,Southeast,Medium,1
HCP101816,Primary Care,West,Low,1
HCP101817,Dermatology,Northeast,Low,1
HCP101818,Psychiatry,Midwest,High,1
HCP101820,Neurology,Southeast,Medium,1
HCP101821,Psychiatry,Southeast,Low,1
HCP101822,Primary Care,Northeast,Low,0
HCP101823,Primary Care,Southeast,Low,1
HCP101824,Gastroenterology,West,Low,1
HCP101825,Primary Care,Mountain,Low,1
HCP101826,Psychiatry,West,Medium,0
HCP101828,Oncology,West,Medium,1
HCP101829,Neurology,Southeast,Medium,1
HCP101830,Psychiatry,Southeast,Medium,1
HCP101831,Dermatology,Southwest,High,1
HCP101832,Primary Care,Northeast,Low,1
HCP101833,Dermatology,West,Low,1
HCP101834,Cardiology,Northeast,Low,0
HCP101835,Endocrinology,Midwest,Low,1
HCP101836,Endocrinology,Midwest,Low,1
HCP101837,Endocrinology,Midwest,High,1
HCP101838,Neurology,Northeast,Low,1
HCP101839,Primary Care,Midwest,Medium,1
HCP101840,Oncology,Northeast,Medium,1
HCP101841,Neurology,West,Medium,1
HCP101842,Oncology,West,High,0
HCP101843,Dermatology,Pacific Northwest,Low,1
HCP101844,Primary Care,Midwest,High,1
HCP101845,Primary Care,Northeast,Medium,1
HCP101846,Gastroenterology,Southwest,High,1
HCP101847,Gastroenterology,Pacific Northwest,Low,1
HCP101848,Psychiatry,West,Low,1
HCP101850,Primary Care,Midwest,Low,0
HCP101851,Primary Care,Southeast,Medium,1
HCP101852,Dermatology,Southwest,Low,1
HCP101853,Primary Care,West,Low,1
HCP101854,Primary Care,Mountain,Low,1
HCP101855,Primary Care,Northeast,Medium,1
HCP101856,Cardiology,Northeast,Low,1
HCP101857,Cardiology,Southeast,Low,0
HCP101858,Cardiology,West,Medium,1
HCP101859,Oncology,Midwest,Low,0
HCP101860,Cardiology,Northeast,Medium,1
HCP101861,Endocrinology,Southeast,Low,0
HCP101862,Neurology,Southeast,Low,1
HCP101863,Primary Care,Southeast,Low,1
HCP101864,Dermatology,Mountain,Low,1
HCP101865,Cardiology,Southeast,Medium,1
HCP101866,Endocrinology,Midwest,Medium,0
HCP101867,Endocrinology,Southeast,High,1
HCP101868,Endocrinology,Northeast,Medium,1
HCP101869,Primary Care,Southwest,Low,1
HCP101870,Gastroenterology,Midwest,Low,1
HCP101871,Oncology,Southeast,Medium,1
HCP101872,Endocrinology,Midwest,Medium,1
HCP101874,Neurology,Southwest,Low,1
HCP101875,Oncology,Southeast,High,1
HCP101876,Cardiology,Southwest,High,1
HCP101877,Psychiatry,Midwest,Medium,1
HCP101878,Gastroenterology,Southwest,Medium,1
HCP101879,Cardiology,Midwest,Medium,1
HCP101880,Endocrinology,Southeast,Low,1
HCP101881,Cardiology,Southwest,Low,1
HCP101882,Oncology,Southeast,Low,1
HCP101883,Dermatology,West,Low,1
HCP101884,Primary Care,Midwest,High,1
HCP101885,Primary Care,Northeast,Medium,1
HCP101886,Primary Care,Pacific Northwest,Medium,1
HCP101887,Neurology,West,Medium,1
HCP101888,Dermatology,Southeast,Low,1
HCP101889,Neurology,Northeast,Medium,1
HCP101890,Psychiatry,West,Medium,1
HCP101891,Primary Care,West,Medium,1
HCP101892,Dermatology,Midwest,Medium,1
HCP101894,Primary Care,Midwest,Medium,1
HCP101895,Gastroenterology,West,Medium,1
HCP101896,Cardiology,West,Low,0
HCP101897,Psychiatry,Northeast,Low,1
HCP101898,Psychiatry,Southeast,Low,1
HCP101899,Oncology,West,Low,1
HCP101901,Primary Care,Southeast,Medium,1
HCP101902,Endocrinology,Midwest,Low,1
HCP101903,Primary Care,Mountain,Low,0
HCP101904,Psychiatry,Northeast,Low,1
HCP101905,Cardiology,West,Low,1
HCP101906,Oncology,Northeast,High,1
HCP101907,Oncology,Midwest,Medium,1
HCP101908,Neurology,Midwest,Medium,1
HCP101909,Gastroenterology,Southeast,High,1
HCP101910,Gastroenterology,Northeast,High,1
HCP101911,Primary Care,Mountain,Low,1
HCP101912,Oncology,Northeast,Medium,1
HCP101913,Primary Care,Northeast,High,1
HCP101914,Oncology,Southeast,Low,1
HCP101915,Dermatology,Southeast,High,1
HCP101916,Cardiology,Southeast,Medium,1
HCP101917,Neurology,Southeast,High,1
HCP101918,Primary Care,Midwest,Medium,1
HCP101919,Primary Care,Southwest,Low,1
HCP101920,Primary Care,West,Low,1
HCP101921,Psychiatry,Northeast,Low,0
HCP101922,Psychiatry,Southwest,Low,1
HCP101923,Endocrinology,West,Low,1
HCP101924,Gastroenterology,Pacific Northwest,Low,0
HCP101925,Cardiology,Midwest,Medium,1
HCP101926,Primary Care,Southwest,High,1
HCP101927,Primary Care,Southeast,Medium,1
HCP101928,Cardiology,Southeast,Low,1
HCP101929,Dermatology,Pacific Northwest,Low,1
HCP101930,Cardiology,Midwest,Medium,0
HCP101931,Cardiology,Southwest,Low,1
HCP101932,Dermatology,Southeast,Low,0
HCP101933,Neurology,Southeast,Low,1
HCP101934,Psychiatry,Midwest,Low,1
HCP101935,Gastroenterology,Southeast,Low,0
HCP101936,Primary Care,Mountain,Medium,1
HCP101937,Primary Care,Midwest,Low,1
HCP101938,Neurology,West,Medium,0
HCP101939,Primary Care,Midwest,High,1
HCP101940,Primary Care,Midwest,High,1
HCP101941,Cardiology,Southeast,Low,1
HCP101942,Primary Care,Mountain,Medium,1
HCP101943,Oncology,Northeast,Medium,1
HCP101944,Cardiology,Southwest,Medium,1
HCP101945,Cardiology,Southeast,Low,1
HCP101946,Psychiatry,Midwest,Medium,1
HCP101947,Endocrinology,Northeast,Low,1
HCP101948,Cardiology,Southwest,Low,0
HCP101949,Neurology,Northeast,High,1
HCP101950,Oncology,Southeast,Low,1
HCP101951,Primary Care,West,Medium,1
HCP101952,Primary Care,Midwest,High,1
HCP101953,Dermatology,Pacific Northwest,Medium,1
HCP101954,Psychiatry,Midwest,Medium,1
HCP101955,Cardiology,Southwest,Low,1
HCP101956,Oncology,Southwest,Low,1
HCP101957,Endocrinology,Southwest,Medium,0
HCP101958,Neurology,Southeast,Low,0
HCP101959,Cardiology,Southeast,High,1
HCP101960,Cardiology,Midwest,High,1
HCP101961,Primary Care,Southwest,Medium,1
HCP101962,Oncology,Southeast,Low,1
HCP101963,Neurology,Southeast,Medium,1
HCP101964,Primary Care,Southwest,Low,1
HCP101965,Psychiatry,Northeast,Low,1
HCP101966,Oncology,Northeast,Low,1
HCP101967,Cardiology,Northeast,Low,1
HCP101968,Dermatology,Southeast,High,1
HCP101969,Primary Care,Northeast,Medium,1
HCP101970,Oncology,Southwest,Low,1
HCP101971,Neurology,West,Low,1
HCP101972,Dermatology,Northeast,Low,1
HCP101973,Psychiatry,Mountain,Medium,1
HCP101974,Dermatology,Northeast,Medium,1
HCP101975,Psychiatry,Southeast,High,1
HCP101976,Cardiology,West,Medium,1
HCP101977,Cardiology,Southeast,Low,1
HCP101978,Cardiology,Midwest,Medium,1
HCP101979,Endocrinology,West,Low,1
HCP101980,Endocrinology,Northeast,Medium,1
HCP101981,Oncology,Southeast,Low,1
HCP101982,Primary Care,Southwest,Low,1
HCP101983,Endocrinology,Northeast,Low,1
HCP101984,Endocrinology,Midwest,High,1
HCP101985,Neurology,Southeast,Low,1
HCP101986,Cardiology,West,Medium,1
HCP101987,Primary Care,West,Low,0
HCP101988,Primary Care,West,Low,1
HCP101989,Cardiology,Southeast,Low,1
HCP101990,Dermatology,Southwest,High,1
HCP101991,Psychiatry,Northeast,Low,1
HCP101992,Psychiatry,Northeast,Low,1
HCP101993,Psychiatry,Northeast,Low,1
HCP101994,Gastroenterology,Northeast,Medium,1
HCP101995,Primary Care,Southwest,Low,1
HCP101996,Psychiatry,Pacific Northwest,Low,1
HCP101997,Dermatology,Northeast,Low,1
HCP101998,Cardiology,Midwest,Low,1
HCP101999,Oncology,Midwest,Low,0
HCP102000,Cardiology,Southeast,Low,1
HCP102001,Cardiology,Southeast,High,1
HCP102002,Primary Care,Pacific Northwest,High,1
HCP102003,Gastroenterology,Northeast,Low,1
HCP102004,Endocrinology,Northeast,Low,1
HCP102005,Neurology,Northeast,High,1
HCP102006,Psychiatry,Southeast,Medium,1
HCP102007,Primary Care,West,Low,1
HCP102008,Cardiology,Southwest,Low,0
HCP102009,Primary Care,West,Medium,1
HCP102010,Endocrinology,Southwest,Low,1
HCP102011,Cardiology,Mountain,High,1
HCP102012,Dermatology,Mountain,Low,1
HCP102013,Endocrinology,West,High,1
HCP102014,Oncology,Southeast,Low,1
