master_hcp_id,event_id,event_date,group,exclusion_reason,contaminated
HCP102442,EV2130,2025-06-18,control_candidate,,False
HCP100806,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101422,EV2130,2025-06-18,treatment,,False
HCP100371,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP102417,EV2130,2025-06-18,control_candidate,,False
HCP101416,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101247,EV2130,2025-06-18,control_candidate,,False
HCP100918,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100319,EV2130,2025-06-18,control_candidate,,False
HCP101409,EV2130,2025-06-18,treatment,,False
HCP101688,EV2130,2025-06-18,control_candidate,,False
HCP100895,EV2130,2025-06-18,control_candidate,,False
HCP100420,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100257,EV2130,2025-06-18,control_candidate,,False
HCP101003,EV2130,2025-06-18,control_candidate,,False
HCP100380,EV2130,2025-06-18,control_candidate,,False
HCP100506,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100280,EV2130,2025-06-18,control_candidate,,False
HCP102284,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101012,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101327,EV2130,2025-06-18,control_candidate,,False
HCP100581,EV2130,2025-06-18,treatment,,False
HCP101197,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100421,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100221,EV2130,2025-06-18,control_candidate,,False
HCP100534,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101240,EV2130,2025-06-18,treatment,,False
HCP100003,EV2130,2025-06-18,control_candidate,,False
HCP102410,EV2130,2025-06-18,control_candidate,,False
HCP100511,EV2130,2025-06-18,control_candidate,,False
HCP102049,EV2130,2025-06-18,control_candidate,,False
HCP100171,EV2130,2025-06-18,treatment,,False
HCP101678,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101653,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101664,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100668,EV2130,2025-06-18,control_candidate,,False
HCP101355,EV2130,2025-06-18,control_candidate,,False
HCP101080,EV2130,2025-06-18,control_candidate,,False
HCP100791,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100562,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100389,EV2130,2025-06-18,control_candidate,,False
HCP100238,EV2130,2025-06-18,control_candidate,,False
HCP102277,EV2130,2025-06-18,treatment,,False
HCP101212,EV2130,2025-06-18,control_candidate,,False
HCP102317,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP102216,EV2130,2025-06-18,treatment,,False
HCP100058,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP100607,EV2130,2025-06-18,treatment,,False
HCP102101,EV2130,2025-06-18,treatment,,False
HCP101224,EV2130,2025-06-18,control_candidate,,False
HCP100725,EV2130,2025-06-18,control_candidate,,False
HCP100263,EV2130,2025-06-18,control_candidate,,False
HCP101524,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP101282,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP101858,EV2130,2025-06-18,control_candidate,,False
HCP100655,EV2130,2025-06-18,control_candidate,,False
HCP100391,EV2130,2025-06-18,treatment,,False
HCP101140,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101283,EV2130,2025-06-18,control_candidate,,False
HCP102191,EV2130,2025-06-18,control_candidate,,False
HCP100042,EV2130,2025-06-18,control_candidate,,False
HCP101434,EV2130,2025-06-18,control_candidate,,False
HCP101626,EV2130,2025-06-18,control_candidate,,False
HCP100265,EV2130,2025-06-18,control_candidate,,False
HCP102203,EV2130,2025-06-18,control_candidate,,False
HCP101444,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP100747,EV2130,2025-06-18,treatment,,False
HCP101460,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP100010,EV2130,2025-06-18,control_candidate,,False
HCP102142,EV2130,2025-06-18,control_candidate,,False
HCP100140,EV2130,2025-06-18,control_candidate,,False
HCP101196,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101542,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP102126,EV2130,2025-06-18,control_candidate,,False
HCP102116,EV2130,2025-06-18,control_candidate,,False
HCP101841,EV2130,2025-06-18,control_candidate,,False
HCP101912,EV2130,2025-06-18,control_candidate,,False
HCP101061,EV2130,2025-06-18,control_candidate,,False
HCP100121,EV2130,2025-06-18,control_candidate,,False
HCP100167,EV2130,2025-06-18,treatment,,False
HCP101484,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP102109,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101174,EV2130,2025-06-18,control_candidate,,False
HCP100591,EV2130,2025-06-18,treatment,,False
HCP100510,EV2130,2025-06-18,control_candidate,,False
HCP100287,EV2130,2025-06-18,control_candidate,,False
HCP100367,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100203,EV2130,2025-06-18,control_candidate,,False
HCP100087,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100731,EV2130,2025-06-18,treatment,,False
HCP100469,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP101614,EV2130,2025-06-18,control_candidate,,False
HCP100740,EV2130,2025-06-18,treatment,,False
HCP100318,EV2130,2025-06-18,control_candidate,,False
HCP101143,EV2130,2025-06-18,control_candidate,,False
HCP100296,EV2130,2025-06-18,control_candidate,,False
HCP101552,EV2130,2025-06-18,control_candidate,,False
HCP100073,EV2130,2025-06-18,control_candidate,,False
HCP101667,EV2130,2025-06-18,control_candidate,,False
HCP101473,EV2130,2025-06-18,control_candidate,,False
HCP100578,EV2130,2025-06-18,control_candidate,,False
HCP102477,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP101620,EV2130,2025-06-18,control_candidate,,False
HCP100228,EV2130,2025-06-18,control_candidate,,False
HCP102187,EV2130,2025-06-18,control_candidate,,False
HCP100032,EV2130,2025-06-18,control_candidate,,False
HCP101772,EV2130,2025-06-18,control_candidate,,False
HCP101265,EV2130,2025-06-18,control_candidate,,False
HCP100122,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP100366,EV2130,2025-06-18,control_candidate,,False
HCP101279,EV2130,2025-06-18,treatment,,False
HCP100290,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101392,EV2130,2025-06-18,treatment,,False
HCP102303,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100082,EV2130,2025-06-18,control_candidate,,False
HCP100729,EV2130,2025-06-18,control_candidate,,False
HCP101770,EV2130,2025-06-18,control_candidate,,False
HCP101171,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP100222,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100103,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100197,EV2130,2025-06-18,control_candidate,,False
HCP100085,EV2130,2025-06-18,control_candidate,,False
HCP102400,EV2130,2025-06-18,control_candidate,,False
HCP100763,EV2130,2025-06-18,control_candidate,,False
HCP100844,EV2130,2025-06-18,control_candidate,,False
HCP101189,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100454,EV2130,2025-06-18,control_candidate,,False
HCP102112,EV2130,2025-06-18,control_candidate,,False
HCP100916,EV2130,2025-06-18,treatment,,False
HCP100283,EV2130,2025-06-18,treatment,,False
HCP100185,EV2130,2025-06-18,control_candidate,,False
HCP101008,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100774,EV2130,2025-06-18,control_candidate,,False
HCP101123,EV2130,2025-06-18,treatment,,False
HCP101976,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100541,EV2130,2025-06-18,control_candidate,,False
HCP102232,EV2130,2025-06-18,control_candidate,,False
HCP101624,EV2130,2025-06-18,control_candidate,,False
HCP101999,EV2130,2025-06-18,control_candidate,,False
HCP100654,EV2130,2025-06-18,control_candidate,,False
HCP100630,EV2130,2025-06-18,treatment,,False
HCP101348,EV2130,2025-06-18,treatment,,False
HCP100172,EV2130,2025-06-18,control_candidate,,False
HCP101193,EV2130,2025-06-18,control_candidate,,False
HCP101612,EV2130,2025-06-18,control_candidate,,False
HCP100613,EV2130,2025-06-18,control_candidate,,False
HCP101627,EV2130,2025-06-18,control_candidate,,False
HCP102306,EV2130,2025-06-18,control_candidate,,False
HCP101074,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP100070,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101141,EV2130,2025-06-18,control_candidate,,False
HCP100875,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100901,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP100050,EV2130,2025-06-18,control_candidate,,False
HCP102205,EV2130,2025-06-18,control_candidate,,False
HCP100726,EV2130,2025-06-18,control_candidate,,False
HCP101091,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP100787,EV2130,2025-06-18,control_candidate,,False
HCP101746,EV2130,2025-06-18,control_candidate,,False
HCP102141,EV2130,2025-06-18,control_candidate,,False
HCP101647,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP102383,EV2130,2025-06-18,control_candidate,,False
HCP101079,EV2130,2025-06-18,control_candidate,,False
HCP101465,EV2130,2025-06-18,control_candidate,,False
HCP100874,EV2130,2025-06-18,control_candidate,,False
HCP102054,EV2130,2025-06-18,control_candidate,,False
HCP101127,EV2130,2025-06-18,control_candidate,,False
HCP102155,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101047,EV2130,2025-06-18,control_candidate,,False
HCP100586,EV2130,2025-06-18,control_candidate,,False
HCP101840,EV2130,2025-06-18,control_candidate,,False
HCP100854,EV2130,2025-06-18,control_candidate,,False
HCP102238,EV2130,2025-06-18,control_candidate,,False
HCP101334,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP101915,EV2130,2025-06-18,treatment,,False
HCP101319,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP101015,EV2130,2025-06-18,control_candidate,,False
HCP102036,EV2130,2025-06-18,control_candidate,,False
HCP102433,EV2130,2025-06-18,treatment,,False
HCP102202,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101362,EV2130,2025-06-18,control_candidate,,False
HCP100847,EV2130,2025-06-18,control_candidate,,False
HCP100312,EV2130,2025-06-18,treatment,,False
HCP101925,EV2130,2025-06-18,control_candidate,,False
HCP102250,EV2130,2025-06-18,treatment,,False
HCP102318,EV2130,2025-06-18,control_candidate,,False
HCP100674,EV2130,2025-06-18,treatment,,False
HCP102486,EV2130,2025-06-18,treatment,,False
HCP100544,EV2130,2025-06-18,control_candidate,,False
HCP100905,EV2130,2025-06-18,treatment,,False
HCP100165,EV2130,2025-06-18,control_candidate,,False
HCP102111,EV2130,2025-06-18,control_candidate,,False
HCP100166,EV2130,2025-06-18,treatment,,False
HCP100468,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100174,EV2130,2025-06-18,excluded,contaminated_overlapping_exposure,True
HCP101878,EV2130,2025-06-18,treatment,,False
HCP101072,EV2130,2025-06-18,control_candidate,,False
HCP101570,EV2130,2025-06-18,control_candidate,,False
HCP101631,EV2130,2025-06-18,control_candidate,,False
HCP102023,EV2130,2025-06-18,control_candidate,,False
HCP101753,EV2130,2025-06-18,control_candidate,,False
HCP100177,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP102382,EV2130,2025-06-18,treatment,,False
HCP100757,EV2130,2025-06-18,control_candidate,,False
HCP102143,EV2130,2025-06-18,control_candidate,,False
HCP102072,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP100782,EV2130,2025-06-18,treatment,,False
HCP100400,EV2130,2025-06-18,control_candidate,,False
HCP100719,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP102437,EV2130,2025-06-18,control_candidate,,False
HCP102115,EV2130,2025-06-18,control_candidate,,False
HCP101628,EV2130,2025-06-18,treatment,,False
HCP101498,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101796,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101494,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP101376,EV2130,2025-06-18,control_candidate,,False
HCP102017,EV2130,2025-06-18,control_candidate,,False
HCP101859,EV2130,2025-06-18,control_candidate,,False
HCP100583,EV2130,2025-06-18,control_candidate,,False
HCP100078,EV2130,2025-06-18,control_candidate,,False
HCP101175,EV2130,2025-06-18,excluded,insufficient_pre_event_rx_history,False
HCP102042,EV2131,2025-06-20,control_candidate,,False
HCP101337,EV2131,2025-06-20,control_candidate,,False
HCP101009,EV2131,2025-06-20,control_candidate,,False
HCP100799,EV2131,2025-06-20,treatment,,False
HCP101323,EV2131,2025-06-20,control_candidate,,False
HCP102450,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP102271,EV2131,2025-06-20,treatment,,False
HCP100324,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP100288,EV2131,2025-06-20,control_candidate,,False
HCP100053,EV2131,2025-06-20,control_candidate,,False
HCP101662,EV2131,2025-06-20,treatment,,False
HCP101585,EV2131,2025-06-20,excluded,contaminated_overlapping_exposure,True
HCP101057,EV2131,2025-06-20,control_candidate,,False
HCP100069,EV2131,2025-06-20,excluded,contaminated_overlapping_exposure,True
HCP100061,EV2131,2025-06-20,control_candidate,,False
HCP100176,EV2131,2025-06-20,control_candidate,,False
HCP102265,EV2131,2025-06-20,control_candidate,,False
HCP101774,EV2131,2025-06-20,control_candidate,,False
HCP100475,EV2131,2025-06-20,control_candidate,,False
HCP102417,EV2131,2025-06-20,control_candidate,,False
HCP101145,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP102245,EV2131,2025-06-20,control_candidate,,False
HCP102261,EV2131,2025-06-20,treatment,,False
HCP100338,EV2131,2025-06-20,control_candidate,,False
HCP100221,EV2131,2025-06-20,control_candidate,,False
HCP101081,EV2131,2025-06-20,control_candidate,,False
HCP102293,EV2131,2025-06-20,control_candidate,,False
HCP100003,EV2131,2025-06-20,control_candidate,,False
HCP100511,EV2131,2025-06-20,control_candidate,,False
HCP101086,EV2131,2025-06-20,control_candidate,,False
HCP100431,EV2131,2025-06-20,control_candidate,,False
HCP101450,EV2131,2025-06-20,control_candidate,,False
HCP100238,EV2131,2025-06-20,control_candidate,,False
HCP100780,EV2131,2025-06-20,control_candidate,,False
HCP101485,EV2131,2025-06-20,control_candidate,,False
HCP100655,EV2131,2025-06-20,control_candidate,,False
HCP101533,EV2131,2025-06-20,control_candidate,,False
HCP100341,EV2131,2025-06-20,control_candidate,,False
HCP101839,EV2131,2025-06-20,control_candidate,,False
HCP100515,EV2131,2025-06-20,excluded,contaminated_overlapping_exposure,True
HCP102476,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP102142,EV2131,2025-06-20,control_candidate,,False
HCP100010,EV2131,2025-06-20,control_candidate,,False
HCP100843,EV2131,2025-06-20,control_candidate,,False
HCP100140,EV2131,2025-06-20,control_candidate,,False
HCP101542,EV2131,2025-06-20,excluded,contaminated_overlapping_exposure,True
HCP102116,EV2131,2025-06-20,control_candidate,,False
HCP101250,EV2131,2025-06-20,control_candidate,,False
HCP101773,EV2131,2025-06-20,control_candidate,,False
HCP100623,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP100121,EV2131,2025-06-20,treatment,,False
HCP101229,EV2131,2025-06-20,control_candidate,,False
HCP100527,EV2131,2025-06-20,treatment,,False
HCP101956,EV2131,2025-06-20,control_candidate,,False
HCP100318,EV2131,2025-06-20,control_candidate,,False
HCP100296,EV2131,2025-06-20,treatment,,False
HCP101667,EV2131,2025-06-20,control_candidate,,False
HCP101438,EV2131,2025-06-20,control_candidate,,False
HCP100332,EV2131,2025-06-20,control_candidate,,False
HCP100045,EV2131,2025-06-20,control_candidate,,False
HCP100846,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP102253,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP100344,EV2131,2025-06-20,excluded,contaminated_overlapping_exposure,True
HCP101770,EV2131,2025-06-20,control_candidate,,False
HCP101842,EV2131,2025-06-20,control_candidate,,False
HCP100183,EV2131,2025-06-20,control_candidate,,False
HCP102084,EV2131,2025-06-20,control_candidate,,False
HCP101292,EV2131,2025-06-20,control_candidate,,False
HCP100425,EV2131,2025-06-20,control_candidate,,False
HCP101446,EV2131,2025-06-20,control_candidate,,False
HCP100513,EV2131,2025-06-20,control_candidate,,False
HCP101811,EV2131,2025-06-20,control_candidate,,False
HCP101032,EV2131,2025-06-20,control_candidate,,False
HCP100195,EV2131,2025-06-20,control_candidate,,False
HCP100541,EV2131,2025-06-20,treatment,,False
HCP101099,EV2131,2025-06-20,control_candidate,,False
HCP101612,EV2131,2025-06-20,control_candidate,,False
HCP100086,EV2131,2025-06-20,treatment,,False
HCP101141,EV2131,2025-06-20,control_candidate,,False
HCP101091,EV2131,2025-06-20,excluded,contaminated_overlapping_exposure,True
HCP100964,EV2131,2025-06-20,treatment,,False
HCP101746,EV2131,2025-06-20,control_candidate,,False
HCP101647,EV2131,2025-06-20,excluded,contaminated_overlapping_exposure,True
HCP102353,EV2131,2025-06-20,treatment,,False
HCP100633,EV2131,2025-06-20,control_candidate,,False
HCP101079,EV2131,2025-06-20,treatment,,False
HCP101747,EV2131,2025-06-20,excluded,contaminated_overlapping_exposure,True
HCP101127,EV2131,2025-06-20,control_candidate,,False
HCP101047,EV2131,2025-06-20,control_candidate,,False
HCP100525,EV2131,2025-06-20,treatment,,False
HCP101216,EV2131,2025-06-20,control_candidate,,False
HCP102098,EV2131,2025-06-20,control_candidate,,False
HCP102177,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP101312,EV2131,2025-06-20,control_candidate,,False
HCP101910,EV2131,2025-06-20,excluded,contaminated_overlapping_exposure,True
HCP101055,EV2131,2025-06-20,treatment,,False
HCP101824,EV2131,2025-06-20,treatment,,False
HCP100550,EV2131,2025-06-20,excluded,contaminated_overlapping_exposure,True
HCP100965,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP101985,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP101570,EV2131,2025-06-20,control_candidate,,False
HCP100361,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP100008,EV2131,2025-06-20,control_candidate,,False
HCP100770,EV2131,2025-06-20,treatment,,False
HCP100177,EV2131,2025-06-20,excluded,insufficient_pre_event_rx_history,False
HCP101561,EV2131,2025-06-20,control_candidate,,False
HCP100942,EV2131,2025-06-20,control_candidate,,False
HCP102080,EV2131,2025-06-20,control_candidate,,False
HCP102065,EV2131,2025-06-20,control_candidate,,False
HCP101195,EV2131,2025-06-20,control_candidate,,False
HCP101504,EV2132,2025-06-25,excluded,contaminated_overlapping_exposure,True
HCP102187,EV2132,2025-06-25,control_candidate,,False
HCP101438,EV2132,2025-06-25,control_candidate,,False
HCP100431,EV2132,2025-06-25,control_candidate,,False
HCP100253,EV2132,2025-06-25,treatment,,False
HCP101746,EV2132,2025-06-25,control_candidate,,False
HCP101433,EV2132,2025-06-25,control_candidate,,False
HCP101323,EV2132,2025-06-25,control_candidate,,False
HCP100282,EV2132,2025-06-25,control_candidate,,False
HCP101265,EV2132,2025-06-25,control_candidate,,False
HCP100950,EV2132,2025-06-25,excluded,insufficient_pre_event_rx_history,False
HCP101111,EV2132,2025-06-25,excluded,contaminated_overlapping_exposure,True
HCP102254,EV2132,2025-06-25,control_candidate,,False
HCP102043,EV2132,2025-06-25,excluded,insufficient_pre_event_rx_history,False
HCP102258,EV2132,2025-06-25,control_candidate,,False
HCP100391,EV2132,2025-06-25,control_candidate,,False
HCP101385,EV2132,2025-06-25,control_candidate,,False
HCP102084,EV2132,2025-06-25,control_candidate,,False
HCP100207,EV2132,2025-06-25,control_candidate,,False
HCP100548,EV2132,2025-06-25,excluded,contaminated_overlapping_exposure,True
HCP100197,EV2132,2025-06-25,control_candidate,,False
HCP102490,EV2132,2025-06-25,control_candidate,,False
HCP100067,EV2132,2025-06-25,control_candidate,,False
HCP100496,EV2132,2025-06-25,control_candidate,,False
HCP100010,EV2132,2025-06-25,control_candidate,,False
HCP100844,EV2132,2025-06-25,control_candidate,,False
HCP100843,EV2132,2025-06-25,control_candidate,,False
HCP101774,EV2132,2025-06-25,treatment,,False
HCP100871,EV2132,2025-06-25,treatment,,False
HCP101682,EV2132,2025-06-25,control_candidate,,False
HCP100449,EV2132,2025-06-25,control_candidate,,False
HCP100468,EV2132,2025-06-25,excluded,insufficient_pre_event_rx_history,False
HCP102417,EV2132,2025-06-25,control_candidate,,False
HCP102398,EV2132,2025-06-25,treatment,,False
HCP102252,EV2132,2025-06-25,excluded,insufficient_pre_event_rx_history,False
HCP101912,EV2132,2025-06-25,control_candidate,,False
HCP100475,EV2132,2025-06-25,control_candidate,,False
HCP100426,EV2132,2025-06-25,control_candidate,,False
HCP101688,EV2132,2025-06-25,control_candidate,,False
HCP101631,EV2132,2025-06-25,control_candidate,,False
HCP101630,EV2132,2025-06-25,control_candidate,,False
HCP100510,EV2132,2025-06-25,control_candidate,,False
HCP100287,EV2132,2025-06-25,excluded,contaminated_overlapping_exposure,True
HCP102040,EV2132,2025-06-25,control_candidate,,False
HCP101548,EV2132,2025-06-25,control_candidate,,False
HCP100352,EV2132,2025-06-25,control_candidate,,False
HCP101875,EV2132,2025-06-25,treatment,,False
HCP101379,EV2132,2025-06-25,control_candidate,,False
HCP100460,EV2132,2025-06-25,treatment,,False
HCP101143,EV2132,2025-06-25,control_candidate,,False
HCP100158,EV2132,2025-06-25,control_candidate,,False
HCP100078,EV2132,2025-06-25,treatment,,False
HCP101285,EV2132,2025-06-25,excluded,insufficient_pre_event_rx_history,False
HCP102306,EV2132,2025-06-25,treatment,,False
HCP101059,EV2133,2025-06-28,control_candidate,,False
HCP101328,EV2133,2025-06-28,control_candidate,,False
HCP102089,EV2133,2025-06-28,control_candidate,,False
HCP102371,EV2133,2025-06-28,control_candidate,,False
HCP101808,EV2133,2025-06-28,control_candidate,,False
HCP102153,EV2133,2025-06-28,control_candidate,,False
HCP100835,EV2133,2025-06-28,control_candidate,,False
HCP100963,EV2133,2025-06-28,excluded,insufficient_pre_event_rx_history,False
HCP102416,EV2133,2025-06-28,control_candidate,,False
HCP100429,EV2133,2025-06-28,control_candidate,,False
HCP100856,EV2133,2025-06-28,control_candidate,,False
HCP101443,EV2133,2025-06-28,control_candidate,,False
HCP100291,EV2133,2025-06-28,control_candidate,,False
HCP100948,EV2133,2025-06-28,control_candidate,,False
HCP102490,EV2133,2025-06-28,control_candidate,,False
HCP102224,EV2133,2025-06-28,control_candidate,,False
HCP100913,EV2133,2025-06-28,control_candidate,,False
HCP102472,EV2133,2025-06-28,control_candidate,,False
HCP101416,EV2133,2025-06-28,excluded,contaminated_overlapping_exposure,True
HCP102091,EV2133,2025-06-28,control_candidate,,False
HCP101520,EV2133,2025-06-28,control_candidate,,False
HCP102465,EV2133,2025-06-28,control_candidate,,False
HCP100270,EV2133,2025-06-28,control_candidate,,False
HCP100262,EV2133,2025-06-28,control_candidate,,False
HCP102038,EV2133,2025-06-28,control_candidate,,False
HCP100481,EV2133,2025-06-28,control_candidate,,False
HCP100656,EV2133,2025-06-28,control_candidate,,False
HCP100537,EV2133,2025-06-28,control_candidate,,False
HCP102295,EV2133,2025-06-28,control_candidate,,False
HCP101197,EV2133,2025-06-28,control_candidate,,False
HCP100755,EV2133,2025-06-28,control_candidate,,False
HCP102330,EV2133,2025-06-28,control_candidate,,False
HCP101155,EV2133,2025-06-28,control_candidate,,False
HCP102376,EV2133,2025-06-28,control_candidate,,False
HCP102308,EV2133,2025-06-28,control_candidate,,False
HCP101678,EV2133,2025-06-28,control_candidate,,False
HCP101988,EV2133,2025-06-28,control_candidate,,False
HCP101260,EV2133,2025-06-28,control_candidate,,False
HCP100951,EV2133,2025-06-28,control_candidate,,False
HCP101139,EV2133,2025-06-28,control_candidate,,False
HCP101891,EV2133,2025-06-28,control_candidate,,False
HCP100791,EV2133,2025-06-28,control_candidate,,False
HCP100597,EV2133,2025-06-28,control_candidate,,False
HCP101758,EV2133,2025-06-28,control_candidate,,False
HCP101271,EV2133,2025-06-28,control_candidate,,False
HCP101586,EV2133,2025-06-28,control_candidate,,False
HCP100808,EV2133,2025-06-28,control_candidate,,False
HCP101513,EV2133,2025-06-28,control_candidate,,False
HCP100655,EV2133,2025-06-28,excluded,insufficient_pre_event_rx_history,False
HCP101283,EV2133,2025-06-28,control_candidate,,False
HCP101718,EV2133,2025-06-28,excluded,insufficient_pre_event_rx_history,False
HCP101196,EV2133,2025-06-28,control_candidate,,False
HCP101311,EV2133,2025-06-28,excluded,insufficient_pre_event_rx_history,False
HCP100559,EV2133,2025-06-28,treatment,,False
HCP102366,EV2133,2025-06-28,control_candidate,,False
HCP100588,EV2133,2025-06-28,control_candidate,,False
HCP101541,EV2133,2025-06-28,control_candidate,,False
HCP100708,EV2133,2025-06-28,treatment,,False
HCP101369,EV2133,2025-06-28,control_candidate,,False
HCP101317,EV2133,2025-06-28,control_candidate,,False
HCP100094,EV2133,2025-06-28,control_candidate,,False
HCP101308,EV2133,2025-06-28,control_candidate,,False
HCP102357,EV2133,2025-06-28,excluded,contaminated_overlapping_exposure,True
HCP101995,EV2133,2025-06-28,control_candidate,,False
HCP100505,EV2133,2025-06-28,control_candidate,,False
HCP100032,EV2133,2025-06-28,control_candidate,,False
HCP102064,EV2133,2025-06-28,control_candidate,,False
HCP102129,EV2133,2025-06-28,control_candidate,,False
HCP100846,EV2133,2025-06-28,control_candidate,,False
HCP102287,EV2133,2025-06-28,control_candidate,,False
HCP102180,EV2133,2025-06-28,control_candidate,,False
HCP101395,EV2133,2025-06-28,control_candidate,,False
HCP101013,EV2133,2025-06-28,control_candidate,,False
HCP102313,EV2133,2025-06-28,excluded,contaminated_overlapping_exposure,True
HCP102494,EV2133,2025-06-28,control_candidate,,False
HCP100119,EV2133,2025-06-28,control_candidate,,False
HCP100103,EV2133,2025-06-28,control_candidate,,False
HCP101454,EV2133,2025-06-28,control_candidate,,False
HCP100709,EV2133,2025-06-28,control_candidate,,False
HCP102189,EV2133,2025-06-28,control_candidate,,False
HCP101098,EV2133,2025-06-28,control_candidate,,False
HCP102222,EV2133,2025-06-28,control_candidate,,False
HCP101874,EV2133,2025-06-28,control_candidate,,False
HCP102458,EV2133,2025-06-28,control_candidate,,False
HCP102005,EV2133,2025-06-28,control_candidate,,False
HCP100992,EV2133,2025-06-28,control_candidate,,False
HCP100499,EV2133,2025-06-28,excluded,contaminated_overlapping_exposure,True
HCP101517,EV2133,2025-06-28,control_candidate,,False
HCP100407,EV2133,2025-06-28,control_candidate,,False
HCP100519,EV2133,2025-06-28,control_candidate,,False
HCP100577,EV2133,2025-06-28,control_candidate,,False
HCP101410,EV2133,2025-06-28,control_candidate,,False
HCP100703,EV2133,2025-06-28,control_candidate,,False
HCP102466,EV2133,2025-06-28,treatment,,False
