master_hcp_id_treated,event_id,master_hcp_id_control,propensity_score_treated,propensity_score_control,match_weight
HCP100447,EV2149,HCP100009,0.628405,0.599073,0.5
HCP100447,EV2149,HCP101786,0.628405,0.676424,0.5
HCP100429,EV2149,HCP101339,0.526848,0.491267,0.5
HCP100429,EV2149,HCP101081,0.526848,0.534908,0.5
HCP101839,EV2149,HCP101726,0.434678,0.427118,0.5
HCP101839,EV2149,HCP100648,0.434678,0.437624,0.5
HCP101367,EV2149,HCP100320,0.555893,0.545074,0.5
HCP101367,EV2149,HCP100517,0.555893,0.556859,0.5
HCP102195,EV2149,HCP100435,0.48697,0.492446,0.5
HCP102195,EV2149,HCP101090,0.48697,0.449213,0.5
HCP100913,EV2149,HCP101668,0.523422,0.500909,0.5
HCP100913,EV2149,HCP100822,0.523422,0.504595,0.5
HCP101178,EV2149,HCP100030,0.368965,0.381571,0.5
HCP101178,EV2149,HCP102109,0.368965,0.346901,0.5
HCP101577,EV2149,HCP100601,0.742541,0.731664,0.5
HCP101577,EV2149,HCP102389,0.742541,0.699456,0.5
HCP102159,EV2149,HCP100756,0.690288,0.680713,1.0
HCP101530,EV2149,HCP100605,0.385677,0.394016,0.5
HCP101530,EV2149,HCP100760,0.385677,0.431017,0.5
HCP101255,EV2150,HCP100627,0.491942,0.480766,0.5
HCP101255,EV2150,HCP100562,0.491942,0.494483,0.5
HCP100388,EV2150,HCP102211,0.310653,0.327043,0.5
HCP100388,EV2150,HCP101582,0.310653,0.327075,0.5
HCP102373,EV2150,HCP101201,0.511516,0.466533,0.5
HCP102373,EV2150,HCP100922,0.511516,0.510141,0.5
HCP101361,EV2150,HCP101609,0.579572,0.572848,0.5
HCP101361,EV2150,HCP100817,0.579572,0.53511,0.5
HCP100914,EV2150,HCP100386,0.681807,0.64942,0.5
HCP100914,EV2150,HCP100202,0.681807,0.635689,0.5
HCP101467,EV2150,HCP102196,0.432849,0.42015,0.5
HCP101467,EV2150,HCP101288,0.432849,0.420759,0.5
HCP100756,EV2150,HCP100790,0.611592,0.643855,0.5
HCP100756,EV2150,HCP101527,0.611592,0.579326,0.5
HCP100276,EV2150,HCP101885,0.58019,0.56485,0.5
HCP100276,EV2150,HCP101718,0.58019,0.560695,0.5
HCP100685,EV2150,HCP100158,0.377733,0.348534,0.5
HCP100685,EV2150,HCP102302,0.377733,0.33979,0.5
HCP101502,EV2150,HCP100136,0.340592,0.356687,0.5
HCP101502,EV2150,HCP102237,0.340592,0.370221,0.5
HCP100103,EV2150,HCP101191,0.582695,0.586753,0.5
HCP100103,EV2150,HCP102399,0.582695,0.58788,0.5
HCP100503,EV2150,HCP102160,0.475902,0.521155,0.5
HCP100503,EV2150,HCP100241,0.475902,0.462515,0.5
HCP101568,EV2150,HCP102140,0.566983,0.590126,0.5
HCP101568,EV2150,HCP100612,0.566983,0.557386,0.5
HCP100145,EV2150,HCP102113,0.236373,0.1964,0.5
HCP100145,EV2150,HCP101341,0.236373,0.211698,0.5
HCP102067,EV2150,HCP101751,0.358556,0.399727,0.5
HCP102067,EV2150,HCP101880,0.358556,0.311296,0.5
HCP101022,EV2150,HCP101276,0.643292,0.674694,1.0
HCP100437,EV2150,HCP101094,0.329534,0.374647,0.5
HCP100437,EV2150,HCP101964,0.329534,0.299262,0.5
HCP101532,EV2150,HCP100497,0.608576,0.5588,1.0
HCP101920,EV2150,HCP101184,0.502307,0.453123,0.5
HCP101920,EV2150,HCP102394,0.502307,0.521427,0.5
HCP100551,EV2150,HCP102085,0.511423,0.485234,0.5
HCP100551,EV2150,HCP100631,0.511423,0.525977,0.5
HCP100824,EV2150,HCP100384,0.537598,0.496578,0.5
HCP100824,EV2150,HCP100056,0.537598,0.551418,0.5
HCP101023,EV2150,HCP101205,0.092345,0.1103,0.5
HCP101023,EV2150,HCP101195,0.092345,0.097604,0.5
HCP101285,EV2150,HCP101810,0.312707,0.264779,0.5
HCP101285,EV2150,HCP100766,0.312707,0.361223,0.5
HCP100396,EV2150,HCP100529,0.35875,0.326331,0.5
HCP100396,EV2150,HCP101668,0.35875,0.377242,0.5
HCP101125,EV2151,HCP101583,0.631143,0.66973,0.5
HCP101125,EV2151,HCP101549,0.631143,0.606607,0.5
HCP102450,EV2151,HCP101437,0.607428,0.55745,0.5
HCP102450,EV2151,HCP101098,0.607428,0.56913,0.5
HCP101185,EV2151,HCP101808,0.362753,0.401283,0.5
HCP101185,EV2151,HCP102344,0.362753,0.40102,0.5
HCP101949,EV2151,HCP101874,0.375898,0.425095,0.5
HCP101949,EV2151,HCP101705,0.375898,0.424605,0.5
HCP102009,EV2151,HCP100567,0.525835,0.484891,0.5
HCP102009,EV2151,HCP101951,0.525835,0.547786,0.5
HCP101090,EV2151,HCP101985,0.425721,0.437299,0.5
HCP101090,EV2151,HCP102332,0.425721,0.47515,0.5
HCP101212,EV2152,HCP101871,0.532066,0.528527,0.5
HCP101212,EV2152,HCP102474,0.532066,0.504144,0.5
HCP101345,EV2152,HCP100251,0.280098,0.23208,0.5
HCP101345,EV2152,HCP100028,0.280098,0.29544,0.5
HCP102098,EV2152,HCP101773,0.06177,0.029914,0.5
HCP102098,EV2152,HCP102260,0.06177,0.033562,0.5
HCP101906,EV2152,HCP102410,0.420902,0.4233,0.5
HCP101906,EV2152,HCP102193,0.420902,0.448124,0.5
HCP102417,EV2152,HCP100125,0.521002,0.557481,0.5
HCP102417,EV2152,HCP102126,0.521002,0.523617,0.5
HCP101393,EV2152,HCP101846,0.532459,0.575707,0.5
HCP101393,EV2152,HCP101086,0.532459,0.507111,0.5
HCP100932,EV2152,HCP102191,0.466013,0.418325,0.5
HCP100932,EV2152,HCP101950,0.466013,0.430386,0.5
HCP101099,EV2152,HCP102238,0.384345,0.355185,0.5
HCP101099,EV2152,HCP100010,0.384345,0.415675,0.5
HCP100133,EV2152,HCP101141,0.459047,0.470671,0.5
HCP100133,EV2152,HCP101327,0.459047,0.46176,0.5
HCP100954,EV2153,HCP100201,0.384958,0.371435,0.5
HCP100954,EV2153,HCP100751,0.384958,0.356343,0.5
HCP100601,EV2153,HCP101800,0.55439,0.557993,0.5
HCP100601,EV2153,HCP101404,0.55439,0.519312,0.5
HCP101984,EV2153,HCP100202,0.59298,0.633016,0.5
HCP101984,EV2153,HCP101189,0.59298,0.58562,0.5
HCP100803,EV2153,HCP100822,0.420347,0.411912,0.5
HCP100803,EV2153,HCP101844,0.420347,0.375709,0.5
HCP101591,EV2153,HCP101726,0.445455,0.430303,0.5
HCP101591,EV2153,HCP102300,0.445455,0.489755,0.5
HCP102035,EV2153,HCP102016,0.185532,0.232749,0.5
HCP102035,EV2153,HCP101301,0.185532,0.190934,0.5
HCP101604,EV2153,HCP100943,0.515934,0.535621,0.5
HCP101604,EV2153,HCP102422,0.515934,0.48782,0.5
HCP101253,EV2153,HCP101664,0.403716,0.381581,0.5
HCP101253,EV2153,HCP100764,0.403716,0.394699,0.5
HCP101513,EV2153,HCP102368,0.509916,0.557326,0.5
HCP101513,EV2153,HCP100911,0.509916,0.462854,0.5
HCP102189,EV2153,HCP102487,0.321367,0.369591,0.5
HCP102189,EV2153,HCP102403,0.321367,0.280719,0.5
HCP101795,EV2153,HCP100719,0.489034,0.483015,0.5
HCP101795,EV2153,HCP101619,0.489034,0.498999,0.5
HCP101539,EV2153,HCP100761,0.556277,0.523137,0.5
HCP101539,EV2153,HCP100047,0.556277,0.516697,0.5
HCP102311,EV2153,HCP100645,0.526895,0.51562,0.5
HCP102311,EV2153,HCP101925,0.526895,0.478764,0.5
HCP100361,EV2153,HCP101311,0.435585,0.437009,0.5
HCP100361,EV2153,HCP100030,0.435585,0.471507,0.5
HCP100302,EV2153,HCP101540,0.616165,0.645191,1.0
HCP101885,EV2153,HCP102081,0.476621,0.473822,0.5
HCP101885,EV2153,HCP100300,0.476621,0.440391,0.5
HCP102410,EV2153,HCP100923,0.340298,0.383497,0.5
HCP102410,EV2153,HCP100344,0.340298,0.377103,0.5
HCP102394,EV2153,HCP101170,0.27573,0.252136,1.0
HCP100589,EV2153,HCP100237,0.383192,0.412139,0.5
HCP100589,EV2153,HCP100623,0.383192,0.400281,0.5
HCP101400,EV2154,HCP102185,0.573717,0.525851,0.5
HCP101400,EV2154,HCP101037,0.573717,0.540602,0.5
HCP100908,EV2154,HCP101194,0.571186,0.567342,0.5
HCP100908,EV2154,HCP101448,0.571186,0.589128,0.5
HCP100496,EV2154,HCP100766,0.562057,0.519586,0.5
HCP100496,EV2154,HCP100990,0.562057,0.606196,0.5
HCP101603,EV2154,HCP102381,0.726645,0.735677,0.5
HCP101603,EV2154,HCP101200,0.726645,0.676787,0.5
HCP100628,EV2154,HCP100750,0.57925,0.595971,0.5
HCP100628,EV2154,HCP101266,0.57925,0.607507,0.5
HCP102200,EV2154,HCP100175,0.531391,0.486566,0.5
HCP102200,EV2154,HCP101836,0.531391,0.511576,0.5
HCP102468,EV2154,HCP102304,0.5236,0.483197,0.5
HCP102468,EV2154,HCP101081,0.5236,0.504354,0.5
HCP102206,EV2155,HCP102030,0.458624,0.419957,0.5
HCP102206,EV2155,HCP101138,0.458624,0.444843,0.5
HCP101808,EV2155,HCP101155,0.629536,0.601877,0.5
HCP101808,EV2155,HCP101653,0.629536,0.679391,0.5
HCP100313,EV2155,HCP101963,0.548613,0.549312,0.5
HCP100313,EV2155,HCP100298,0.548613,0.544014,0.5
HCP100014,EV2155,HCP101283,0.632429,0.599365,0.5
HCP100014,EV2155,HCP100621,0.632429,0.60817,0.5
HCP101234,EV2155,HCP101497,0.249625,0.28478,0.5
HCP101234,EV2155,HCP101922,0.249625,0.294464,0.5
HCP102359,EV2155,HCP101135,0.599871,0.571099,0.5
HCP102359,EV2155,HCP100759,0.599871,0.601064,0.5
HCP101204,EV2155,HCP100769,0.706858,0.689964,1.0
HCP100346,EV2155,HCP101051,0.467677,0.452503,0.5
HCP100346,EV2155,HCP100816,0.467677,0.469987,0.5
HCP100537,EV2155,HCP100178,0.551969,0.544342,0.5
HCP100537,EV2155,HCP101600,0.551969,0.523802,0.5
HCP100755,EV2155,HCP102371,0.328235,0.336912,0.5
HCP100755,EV2155,HCP102089,0.328235,0.289397,0.5
HCP100263,EV2155,HCP101386,0.504899,0.497836,0.5
HCP100263,EV2155,HCP101304,0.504899,0.478485,0.5
HCP100386,EV2155,HCP102381,0.311937,0.325483,0.5
HCP100386,EV2155,HCP102061,0.311937,0.308346,0.5
HCP101744,EV2155,HCP101549,0.562469,0.573631,0.5
HCP101744,EV2155,HCP102164,0.562469,0.574778,0.5
HCP101841,EV2155,HCP100016,0.484919,0.51047,0.5
HCP101841,EV2155,HCP100481,0.484919,0.468471,0.5
HCP102366,EV2155,HCP101807,0.646328,0.611055,0.5
HCP102366,EV2155,HCP101420,0.646328,0.653615,0.5
HCP101486,EV2155,HCP101820,0.560718,0.576332,0.5
HCP101486,EV2155,HCP100261,0.560718,0.574894,0.5
HCP102287,EV2155,HCP102091,0.272523,0.272068,0.5
HCP102287,EV2155,HCP101523,0.272523,0.315306,0.5
HCP102220,EV2155,HCP102180,0.197937,0.22656,0.5
HCP102220,EV2155,HCP101297,0.197937,0.241446,0.5
HCP102458,EV2155,HCP102453,0.456008,0.417133,0.5
HCP102458,EV2155,HCP100703,0.456008,0.485646,0.5
HCP101874,EV2155,HCP100353,0.426753,0.388876,0.5
HCP101874,EV2155,HCP100119,0.426753,0.384604,0.5
HCP102196,EV2155,HCP102338,0.163853,0.173668,0.5
HCP102196,EV2155,HCP101452,0.163853,0.184633,0.5
HCP100577,EV2155,HCP100286,0.283011,0.297505,0.5
HCP100577,EV2155,HCP101168,0.283011,0.310615,0.5
HCP101862,EV2155,HCP100506,0.431655,0.398859,1.0
HCP101066,EV2155,HCP101218,0.355723,0.373856,0.5
HCP101066,EV2155,HCP100791,0.355723,0.358172,0.5
HCP100670,EV2155,HCP100465,0.607815,0.573405,1.0
HCP101073,EV2155,HCP101242,0.346336,0.342274,0.5
HCP101073,EV2155,HCP100052,0.346336,0.339697,0.5
HCP101902,EV2155,HCP100500,0.152655,0.179727,0.5
HCP101902,EV2155,HCP102124,0.152655,0.186959,0.5
HCP101216,EV2155,HCP101830,0.278905,0.315641,0.5
HCP101216,EV2155,HCP100903,0.278905,0.307923,0.5
HCP100502,EV2155,HCP100248,0.405776,0.371166,0.5
HCP100502,EV2155,HCP100362,0.405776,0.368547,0.5
HCP100053,EV2156,HCP100510,0.478319,0.45096,0.5
HCP100053,EV2156,HCP100323,0.478319,0.505219,0.5
HCP100225,EV2156,HCP101871,0.532155,0.552784,0.5
HCP100225,EV2156,HCP101356,0.532155,0.558473,0.5
HCP101247,EV2156,HCP100288,0.555332,0.510946,0.5
HCP101247,EV2156,HCP102142,0.555332,0.548867,0.5
HCP101100,EV2156,HCP100069,0.585239,0.628322,0.5
HCP101100,EV2156,HCP102463,0.585239,0.536435,0.5
HCP101096,EV2156,HCP100770,0.490034,0.487811,0.5
HCP101096,EV2156,HCP101199,0.490034,0.483534,0.5
HCP100221,EV2156,HCP101086,0.465465,0.505197,0.5
HCP100221,EV2156,HCP100511,0.465465,0.474901,0.5
HCP102191,EV2156,HCP100978,0.355529,0.361254,0.5
HCP102191,EV2156,HCP100633,0.355529,0.379911,0.5
HCP101434,EV2156,HCP101524,0.443134,0.443837,0.5
HCP101434,EV2156,HCP101202,0.443134,0.423403,0.5
HCP100379,EV2156,HCP100792,0.423786,0.444516,0.5
HCP100379,EV2156,HCP100844,0.423786,0.411031,0.5
HCP101894,EV2156,HCP102179,0.26101,0.215024,0.5
HCP101894,EV2156,HCP101740,0.26101,0.280247,0.5
HCP100853,EV2156,HCP100468,0.375151,0.379794,0.5
HCP100853,EV2156,HCP100017,0.375151,0.374013,0.5
HCP101473,EV2156,HCP101458,0.598027,0.642662,0.5
HCP101473,EV2156,HCP101815,0.598027,0.608962,0.5
HCP102187,EV2156,HCP100560,0.526344,0.525099,0.5
HCP102187,EV2156,HCP101491,0.526344,0.544674,0.5
HCP100045,EV2156,HCP101882,0.481667,0.516264,0.5
HCP100045,EV2156,HCP100347,0.481667,0.501402,0.5
HCP101289,EV2156,HCP101460,0.636357,0.64873,0.5
HCP101289,EV2156,HCP100748,0.636357,0.640742,0.5
HCP101812,EV2156,HCP102265,0.58513,0.555165,0.5
HCP101812,EV2156,HCP102115,0.58513,0.592459,0.5
HCP101610,EV2156,HCP101091,0.53869,0.523487,0.5
HCP101610,EV2156,HCP100469,0.53869,0.53102,0.5
HCP101451,EV2156,HCP100916,0.574841,0.525541,0.5
HCP101451,EV2156,HCP100258,0.574841,0.525594,0.5
HCP100979,EV2156,HCP102442,0.452163,0.422519,0.5
HCP100979,EV2156,HCP102288,0.452163,0.447426,0.5
HCP102054,EV2156,HCP102150,0.270108,0.256205,0.5
HCP102054,EV2156,HCP100816,0.270108,0.311415,0.5
HCP101047,EV2156,HCP101229,0.205153,0.225189,0.5
HCP101047,EV2156,HCP101376,0.205153,0.194177,0.5
HCP101840,EV2156,HCP100715,0.4822,0.449317,0.5
HCP101840,EV2156,HCP101243,0.4822,0.450017,0.5
HCP102130,EV2156,HCP101372,0.545809,0.54448,0.5
HCP102130,EV2156,HCP102074,0.545809,0.522048,0.5
HCP101907,EV2156,HCP100171,0.466386,0.458068,0.5
HCP101907,EV2156,HCP101172,0.466386,0.447736,0.5
HCP102425,EV2156,HCP100213,0.685669,0.701646,0.5
HCP102425,EV2156,HCP100344,0.685669,0.677055,0.5
HCP100051,EV2156,HCP102172,0.553973,0.525276,0.5
HCP100051,EV2156,HCP101632,0.553973,0.540642,0.5
HCP101368,EV2156,HCP101422,0.57023,0.52695,0.5
HCP101368,EV2156,HCP100585,0.57023,0.56732,0.5
HCP100804,EV2157,HCP100668,0.263924,0.26141,0.5
HCP100804,EV2157,HCP102044,0.263924,0.286235,0.5
HCP101356,EV2157,HCP100633,0.538176,0.497102,0.5
HCP101356,EV2157,HCP100308,0.538176,0.564507,0.5
HCP100165,EV2157,HCP102437,0.480616,0.481162,0.5
HCP100165,EV2157,HCP102141,0.480616,0.468751,0.5
HCP100153,EV2157,HCP101462,0.569899,0.527459,0.5
HCP100153,EV2157,HCP102265,0.569899,0.57305,0.5
HCP101374,EV2158,HCP100035,0.398914,0.418392,0.5
HCP101374,EV2158,HCP101459,0.398914,0.395469,0.5
HCP101985,EV2158,HCP102490,0.498445,0.508807,0.5
HCP101985,EV2158,HCP100001,0.498445,0.507334,0.5
HCP100460,EV2158,HCP101264,0.603218,0.624544,0.5
HCP100460,EV2158,HCP100076,0.603218,0.605633,0.5
HCP100900,EV2158,HCP100611,0.588058,0.573016,1.0
HCP100311,EV2159,HCP100611,0.575691,0.610427,0.5
HCP100311,EV2159,HCP100076,0.575691,0.565102,0.5
HCP101807,EV2159,HCP101877,0.555515,0.507691,0.5
HCP101807,EV2159,HCP101963,0.555515,0.516746,0.5
HCP101933,EV2159,HCP101264,0.649776,0.640659,0.5
HCP101933,EV2159,HCP101343,0.649776,0.631011,0.5
HCP101051,EV2159,HCP100957,0.366185,0.382073,0.5
HCP101051,EV2159,HCP101391,0.366185,0.367733,0.5
HCP101969,EV2159,HCP101297,0.195321,0.20626,0.5
HCP101969,EV2159,HCP101839,0.195321,0.171785,0.5
HCP102229,EV2159,HCP101211,0.327579,0.312776,0.5
HCP102229,EV2159,HCP102154,0.327579,0.299129,0.5
HCP101775,EV2160,HCP100903,0.281318,0.310753,0.5
HCP101775,EV2160,HCP100791,0.281318,0.326946,0.5
HCP100728,EV2160,HCP100231,0.470981,0.507623,0.5
HCP100728,EV2160,HCP101001,0.470981,0.450957,0.5
HCP101653,EV2160,HCP100139,0.585629,0.60373,0.5
HCP101653,EV2160,HCP102021,0.585629,0.577198,0.5
HCP101159,EV2160,HCP101007,0.236794,0.260166,0.5
HCP101159,EV2160,HCP100823,0.236794,0.236391,0.5
HCP100580,EV2160,HCP100444,0.382596,0.389337,0.5
HCP100580,EV2160,HCP102030,0.382596,0.390781,0.5
HCP102426,EV2160,HCP101340,0.72274,0.765884,0.5
HCP102426,EV2160,HCP102048,0.72274,0.701633,0.5
HCP100557,EV2160,HCP101697,0.610786,0.581076,0.5
HCP100557,EV2160,HCP102005,0.610786,0.593004,0.5
HCP100415,EV2160,HCP102452,0.626727,0.632448,0.5
HCP100415,EV2160,HCP101248,0.626727,0.58368,0.5
HCP101829,EV2160,HCP100499,0.611685,0.589804,0.5
HCP101829,EV2160,HCP100998,0.611685,0.562142,0.5
HCP101420,EV2160,HCP102158,0.521793,0.563597,0.5
HCP101420,EV2160,HCP100328,0.521793,0.518579,0.5
HCP101845,EV2160,HCP100951,0.293526,0.341961,0.5
HCP101845,EV2160,HCP100299,0.293526,0.31492,0.5
HCP100759,EV2160,HCP101144,0.402847,0.368314,0.5
HCP100759,EV2160,HCP100970,0.402847,0.3912,0.5
HCP102488,EV2160,HCP102186,0.714118,0.710739,1.0
HCP100766,EV2160,HCP101437,0.455251,0.468993,0.5
HCP100766,EV2160,HCP100528,0.455251,0.456377,0.5
HCP100768,EV2160,HCP100771,0.546877,0.551296,0.5
HCP100768,EV2160,HCP102435,0.546877,0.55873,0.5
HCP101256,EV2160,HCP101407,0.340085,0.360535,0.5
HCP101256,EV2160,HCP100030,0.340085,0.32359,0.5
HCP102343,EV2160,HCP100773,0.483407,0.469984,0.5
HCP102343,EV2160,HCP101018,0.483407,0.489307,0.5
HCP100082,EV2161,HCP101433,0.324039,0.334024,0.5
HCP100082,EV2161,HCP100816,0.324039,0.302615,0.5
HCP100991,EV2161,HCP100011,0.553877,0.517258,0.5
HCP100991,EV2161,HCP100312,0.553877,0.526583,0.5
HCP102236,EV2161,HCP100158,0.303444,0.269686,0.5
HCP102236,EV2161,HCP100046,0.303444,0.346946,0.5
HCP100619,EV2161,HCP102115,0.588472,0.561345,0.5
HCP100619,EV2161,HCP100416,0.588472,0.599592,0.5
HCP101815,EV2161,HCP101141,0.632496,0.676914,0.5
HCP101815,EV2161,HCP100148,0.632496,0.651214,0.5
HCP102107,EV2161,HCP102084,0.642187,0.639504,0.5
HCP102107,EV2161,HCP102299,0.642187,0.618133,0.5
HCP101009,EV2162,HCP102096,0.572536,0.551656,0.5
HCP101009,EV2162,HCP101623,0.572536,0.600169,0.5
HCP101837,EV2162,HCP102055,0.621703,0.632122,0.5
HCP101837,EV2162,HCP101940,0.621703,0.585455,0.5
HCP102304,EV2162,HCP102272,0.351159,0.371831,0.5
HCP102304,EV2162,HCP101805,0.351159,0.365802,0.5
HCP101034,EV2162,HCP100517,0.673604,0.707096,0.5
HCP101034,EV2162,HCP100088,0.673604,0.635206,0.5
HCP101089,EV2162,HCP100054,0.73705,0.699349,0.5
HCP101089,EV2162,HCP100568,0.73705,0.702516,0.5
HCP100064,EV2162,HCP100664,0.570269,0.579169,0.5
HCP100064,EV2162,HCP100009,0.570269,0.593528,0.5
HCP101731,EV2162,HCP100049,0.662286,0.665352,0.5
HCP101731,EV2162,HCP100909,0.662286,0.671914,0.5
HCP101605,EV2162,HCP100802,0.489544,0.537612,0.5
HCP101605,EV2162,HCP101358,0.489544,0.50323,0.5
HCP100327,EV2162,HCP101223,0.396229,0.44589,0.5
HCP100327,EV2162,HCP102500,0.396229,0.424953,0.5
HCP102057,EV2162,HCP101128,0.355785,0.364106,0.5
HCP102057,EV2162,HCP102201,0.355785,0.337675,0.5
HCP101521,EV2162,HCP101707,0.608269,0.609203,0.5
HCP101521,EV2162,HCP101709,0.608269,0.566913,0.5
HCP100623,EV2162,HCP100013,0.400195,0.433329,0.5
HCP100623,EV2162,HCP101352,0.400195,0.438776,0.5
HCP100395,EV2162,HCP100609,0.747902,0.722184,1.0
HCP102011,EV2162,HCP102321,0.596419,0.634984,0.5
HCP102011,EV2162,HCP101952,0.596419,0.550449,0.5
HCP102109,EV2162,HCP100467,0.480968,0.464646,0.5
HCP102109,EV2162,HCP101721,0.480968,0.492203,0.5
HCP101082,EV2162,HCP102475,0.589504,0.619325,0.5
HCP101082,EV2162,HCP100420,0.589504,0.615479,0.5
HCP101119,EV2162,HCP101945,0.615461,0.589416,0.5
HCP101119,EV2162,HCP100799,0.615461,0.661982,0.5
HCP100950,EV2162,HCP100062,0.50993,0.512141,0.5
HCP100950,EV2162,HCP101718,0.50993,0.485482,0.5
HCP101342,EV2162,HCP101365,0.62161,0.590162,0.5
HCP101342,EV2162,HCP100819,0.62161,0.652432,0.5
HCP101094,EV2162,HCP100805,0.411352,0.45232,0.5
HCP101094,EV2162,HCP102077,0.411352,0.451655,0.5
HCP101310,EV2162,HCP102122,0.602496,0.573638,0.5
HCP101310,EV2162,HCP100917,0.602496,0.630434,0.5
HCP101054,EV2162,HCP101040,0.656441,0.640257,0.5
HCP101054,EV2162,HCP102085,0.656441,0.644199,0.5
HCP101017,EV2162,HCP101960,0.518487,0.475389,0.5
HCP101017,EV2162,HCP101259,0.518487,0.527049,0.5
HCP101558,EV2162,HCP101266,0.615272,0.654999,0.5
HCP101558,EV2162,HCP101916,0.615272,0.580896,0.5
HCP101652,EV2162,HCP101589,0.572578,0.551826,0.5
HCP101652,EV2162,HCP101015,0.572578,0.564491,0.5
HCP100727,EV2162,HCP102471,0.330556,0.345712,0.5
HCP100727,EV2162,HCP101281,0.330556,0.293322,0.5
HCP101238,EV2162,HCP100585,0.293989,0.325039,0.5
HCP101238,EV2162,HCP102141,0.293989,0.278453,0.5
HCP100943,EV2162,HCP101654,0.450221,0.416892,0.5
HCP100943,EV2162,HCP101535,0.450221,0.472066,0.5
HCP100564,EV2162,HCP102422,0.433763,0.483155,0.5
HCP100564,EV2162,HCP102020,0.433763,0.471939,0.5
HCP101527,EV2162,HCP101187,0.719765,0.677222,0.5
HCP101527,EV2162,HCP101763,0.719765,0.690507,0.5
HCP102342,EV2162,HCP101339,0.495146,0.454565,0.5
HCP102342,EV2162,HCP100764,0.495146,0.446248,0.5
HCP101457,EV2162,HCP102093,0.648396,0.670049,0.5
HCP101457,EV2162,HCP100990,0.648396,0.66245,0.5
HCP100776,EV2162,HCP100146,0.395107,0.429221,0.5
HCP100776,EV2162,HCP102469,0.395107,0.349883,0.5
HCP102381,EV2162,HCP102167,0.622961,0.585493,0.5
HCP102381,EV2162,HCP100973,0.622961,0.581097,0.5
HCP102072,EV2162,HCP101666,0.48389,0.52155,0.5
HCP102072,EV2162,HCP101315,0.48389,0.514406,0.5
HCP100936,EV2162,HCP101299,0.498753,0.533498,0.5
HCP100936,EV2162,HCP102273,0.498753,0.540576,0.5
HCP102386,EV2162,HCP100810,0.658666,0.667845,1.0
HCP102042,EV2163,HCP100612,0.436529,0.468832,0.5
HCP102042,EV2163,HCP101561,0.436529,0.430874,0.5
HCP101519,EV2163,HCP100431,0.63453,0.652279,0.5
HCP101519,EV2163,HCP102447,0.63453,0.585897,0.5
HCP101209,EV2163,HCP101626,0.046669,0.017306,0.5
HCP101209,EV2163,HCP101765,0.046669,0.08768,0.5
HCP101265,EV2163,HCP101772,0.333597,0.367671,0.5
HCP101265,EV2163,HCP101064,0.333597,0.374957,0.5
HCP100475,EV2163,HCP101354,0.241532,0.226921,0.5
HCP100475,EV2163,HCP101294,0.241532,0.270382,0.5
HCP100921,EV2163,HCP100011,0.463336,0.504746,0.5
HCP100921,EV2163,HCP100515,0.463336,0.503934,0.5
HCP100748,EV2163,HCP101422,0.63441,0.601035,0.5
HCP100748,EV2163,HCP100416,0.63441,0.60179,0.5
HCP102143,EV2163,HCP101222,0.256852,0.305206,1.0
HCP101458,EV2163,HCP100787,0.644329,0.648064,1.0
HCP101828,EV2163,HCP100844,0.334475,0.364508,0.5
HCP101828,EV2163,HCP101447,0.334475,0.338887,0.5
HCP101192,EV2163,HCP101003,0.363427,0.399917,0.5
HCP101192,EV2163,HCP102074,0.363427,0.387236,0.5
HCP100003,EV2163,HCP101632,0.505836,0.554742,0.5
HCP100003,EV2163,HCP101202,0.505836,0.553185,0.5
HCP101109,EV2164,HCP100902,0.448667,0.490831,0.5
HCP101109,EV2164,HCP100533,0.448667,0.471391,0.5
HCP100968,EV2164,HCP100252,0.628081,0.619796,0.5
HCP100968,EV2164,HCP100413,0.628081,0.614226,0.5
HCP100497,EV2164,HCP101677,0.479705,0.482798,0.5
HCP100497,EV2164,HCP100837,0.479705,0.489382,0.5
HCP101798,EV2164,HCP101294,0.16906,0.201785,1.0
HCP101800,EV2164,HCP100678,0.664116,0.638784,0.5
HCP101800,EV2164,HCP102345,0.664116,0.653756,0.5
HCP102475,EV2166,HCP101960,0.444543,0.468892,0.5
HCP102475,EV2166,HCP100730,0.444543,0.468307,0.5
HCP100343,EV2166,HCP100304,0.556598,0.514438,0.5
HCP100343,EV2166,HCP100855,0.556598,0.603249,0.5
HCP100199,EV2166,HCP102424,0.578606,0.577615,0.5
HCP100199,EV2166,HCP101291,0.578606,0.61084,0.5
HCP100439,EV2166,HCP101483,0.620367,0.648477,0.5
HCP100439,EV2166,HCP100509,0.620367,0.585793,0.5
HCP101707,EV2166,HCP101507,0.574731,0.590244,0.5
HCP101707,EV2166,HCP102167,0.574731,0.587059,0.5
HCP100819,EV2166,HCP100790,0.493841,0.525926,0.5
HCP100819,EV2166,HCP102108,0.493841,0.489161,0.5
HCP101615,EV2166,HCP100922,0.532745,0.557802,0.5
HCP101615,EV2166,HCP102071,0.532745,0.49909,0.5
HCP102361,EV2166,HCP102443,0.500825,0.514068,0.5
HCP102361,EV2166,HCP101000,0.500825,0.548976,0.5
HCP101763,EV2166,HCP102038,0.575873,0.579969,0.5
HCP101763,EV2166,HCP102217,0.575873,0.575416,0.5
HCP102000,EV2166,HCP101214,0.535707,0.502838,0.5
HCP102000,EV2166,HCP100967,0.535707,0.534789,0.5
HCP100775,EV2166,HCP101044,0.622943,0.600856,0.5
