master_hcp_id,event_id,group,avg_nrx_3m,avg_nrx_6m,avg_trx_3m,avg_trx_6m,nrx_trend,competitor_trx_avg,rep_calls_3m,emails_3m,samples_3m,prior_event_count,specialty_topic_match,access_index,seasonality_index,competitor_index,segment,specialty,region
HCP102153,EV2182,control_candidate,5.6667,4.0,15.0,13.3333,0.4,57.0,4,13,8,1,1,0.6518,1.0553,1.2623,Medium,Primary Care,Southwest
HCP102455,EV2182,control_candidate,3.6667,3.1667,8.6667,9.6667,0.0286,7.1667,3,13,9,0,1,0.6518,1.0553,1.2623,Medium,Primary Care,Southwest
HCP100234,EV2182,control_candidate,7.3333,6.8333,12.6667,14.8333,-0.0286,35.5,2,9,5,1,1,0.7266,1.0614,1.0433,Medium,Primary Care,Pacific Northwest
HCP101836,EV2182,treatment,1.3333,3.6667,9.6667,11.5,-1.1429,13.8333,8,8,25,2,1,0.836,1.058,1.4696,Low,Endocrinology,Midwest
HCP100241,EV2182,treatment,18.6667,23.3333,59.6667,56.8333,-3.6,168.5,7,17,21,2,1,0.6765,1.0831,1.2794,Medium,Primary Care,West
HCP102399,EV2182,treatment,8.6667,7.1667,17.0,13.6667,0.8286,28.0,4,16,2,1,1,0.7928,1.0605,1.5234,Medium,Endocrinology,Mountain
HCP100402,EV2182,control_candidate,6.6667,6.1667,16.6667,16.5,0.7714,25.5,4,12,11,0,1,0.6765,1.0831,1.2794,Medium,Endocrinology,West
HCP100321,EV2182,control_candidate,2.0,2.6,5.6667,7.0,-0.1,12.2,5,15,12,2,1,0.6491,1.054,1.2223,Low,Primary Care,Northeast
HCP101844,EV2182,control_candidate,24.6667,25.1667,41.6667,39.0,-3.9143,81.8333,39,18,54,3,1,0.836,1.058,1.4696,High,Primary Care,Midwest
HCP101483,EV2182,control_candidate,5.6667,4.8333,17.6667,18.1667,0.6,39.0,7,14,17,1,1,0.8117,1.0643,1.3262,Medium,Primary Care,Southeast
HCP102328,EV2182,control_candidate,2.6667,3.1667,6.6667,6.6667,0.3714,19.3333,0,7,0,2,1,0.836,1.058,1.4696,Low,Endocrinology,Midwest
HCP100199,EV2182,treatment,18.3333,25.3333,56.3333,48.8333,-4.5143,81.0,22,18,68,3,1,0.836,1.058,1.4696,High,Primary Care,Midwest
HCP102384,EV2182,control_candidate,4.3333,3.1667,5.6667,6.0,0.4286,6.3333,0,12,0,0,0,0.6518,1.0553,1.2623,Low,Dermatology,Southwest
HCP101733,EV2182,treatment,1.6667,2.8333,7.0,8.1667,-0.6571,5.5,2,15,9,0,1,0.6765,1.0831,1.2794,Low,Gastroenterology,West
HCP101606,EV2182,control_candidate,16.3333,14.0,67.3333,50.8333,1.1429,55.0,31,20,30,4,1,0.6518,1.0553,1.2623,High,Cardiology,Southwest
HCP100645,EV2182,control_candidate,10.6667,9.0,23.3333,19.5,0.5714,24.5,4,9,10,1,1,0.6765,1.0831,1.2794,Medium,Endocrinology,West
HCP100382,EV2182,control_candidate,1.6667,1.3333,2.3333,2.0,0.1143,2.1667,2,6,5,0,1,0.836,1.058,1.4696,High,Endocrinology,Midwest
HCP102449,EV2182,control_candidate,36.3333,31.8333,66.3333,71.3333,0.2571,168.5,9,10,27,1,1,0.7928,1.0605,1.5234,High,Endocrinology,Mountain
HCP100649,EV2182,control_candidate,0.0,0.0,0.3333,0.1667,0.0,0.0,1,8,0,0,1,0.6765,1.0831,1.2794,Low,Primary Care,West
HCP102454,EV2182,control_candidate,0.6667,0.5,0.6667,1.8333,0.0286,4.3333,1,6,1,0,1,0.6518,1.0553,1.2623,Low,Primary Care,Southwest
HCP100304,EV2182,treatment,31.6667,21.8333,78.0,57.0,5.4,99.8333,10,17,11,1,1,0.6765,1.0831,1.2794,High,Endocrinology,West
HCP101281,EV2182,control_candidate,3.0,5.5,6.3333,9.3333,-1.3429,25.0,2,7,1,0,1,0.6518,1.0553,1.2623,Low,Primary Care,Southwest
HCP101278,EV2182,control_candidate,6.0,5.0,10.0,11.3333,0.5714,11.5,16,14,14,1,1,0.6518,1.0553,1.2623,Medium,Primary Care,Southwest
HCP101960,EV2182,treatment,15.3333,13.3333,44.0,38.1667,2.4571,32.6667,16,8,43,0,1,0.836,1.058,1.4696,High,Cardiology,Midwest
HCP100176,EV2182,control_candidate,2.0,3.1667,7.3333,11.6667,-0.9429,30.1667,6,10,11,0,1,0.6491,1.054,1.2223,Medium,Gastroenterology,Northeast
HCP100673,EV2182,treatment,1.6667,2.5,6.3333,9.5,-0.7714,11.6667,6,9,15,0,1,0.6491,1.054,1.2223,Medium,Primary Care,Northeast
HCP101037,EV2182,control_candidate,3.6667,2.8333,7.0,5.8333,0.5429,9.8333,9,17,27,0,1,0.6491,1.054,1.2223,Low,Endocrinology,Northeast
HCP102215,EV2182,control_candidate,5.0,7.1667,8.6667,13.5,-0.0286,13.6667,1,17,0,0,1,0.6491,1.054,1.2223,Medium,Primary Care,Northeast
HCP101692,EV2182,control_candidate,14.0,19.0,38.3333,43.6667,-2.6857,18.3333,25,17,35,1,1,0.6765,1.0831,1.2794,High,Primary Care,West
HCP101805,EV2182,control_candidate,4.3333,9.6667,8.0,14.0,-2.7429,20.0,5,14,19,0,1,0.8117,1.0643,1.3262,Medium,Primary Care,Southeast
HCP101669,EV2182,treatment,27.0,29.0,76.0,89.1667,0.0571,112.0,14,14,30,2,1,0.6765,1.0831,1.2794,High,Primary Care,West
HCP102403,EV2182,treatment,4.0,5.0,12.3333,11.3333,-1.0286,30.3333,17,10,42,2,1,0.836,1.058,1.4696,High,Endocrinology,Midwest
HCP101108,EV2182,control_candidate,11.6667,8.6667,28.3333,24.5,0.8,56.5,5,11,22,2,1,0.6491,1.054,1.2223,High,Primary Care,Northeast
HCP100209,EV2182,control_candidate,18.6667,43.0,94.0,126.1667,-17.6571,114.8333,14,10,36,3,1,0.6518,1.0553,1.2623,High,Endocrinology,Southwest
HCP101754,EV2182,control_candidate,2.3333,4.6667,6.0,7.6667,-1.2571,25.6667,4,19,3,0,1,0.7928,1.0605,1.5234,Low,Primary Care,Mountain
HCP100362,EV2182,control_candidate,2.3333,3.5,10.0,14.5,-0.4286,10.3333,1,12,3,1,1,0.6491,1.054,1.2223,Low,Primary Care,Northeast
HCP100911,EV2182,control_candidate,3.3333,5.5,9.3333,12.6667,-0.8857,35.6667,6,13,11,0,1,0.836,1.058,1.4696,Medium,Endocrinology,Midwest
HCP101112,EV2182,control_candidate,7.6667,8.6667,34.0,34.3333,-0.8,46.1667,5,19,11,2,1,0.6765,1.0831,1.2794,Medium,Primary Care,West
HCP102182,EV2182,control_candidate,9.6667,6.8333,19.3333,15.3333,1.1143,13.1667,0,19,0,1,1,0.6518,1.0553,1.2623,Medium,Primary Care,Southwest
HCP100381,EV2182,control_candidate,1.3333,0.8333,3.6667,2.5,0.2571,6.6667,2,4,4,1,1,0.7266,1.0614,1.0433,Low,Primary Care,Pacific Northwest
HCP101909,EV2182,control_candidate,7.6667,7.1667,18.0,15.6667,-0.1429,14.3333,13,11,47,0,1,0.8117,1.0643,1.3262,High,Gastroenterology,Southeast
HCP102162,EV2182,control_candidate,30.0,22.1667,62.0,56.8333,3.7429,103.1667,24,12,85,4,1,0.836,1.058,1.4696,High,Gastroenterology,Midwest
HCP100087,EV2182,control_candidate,27.0,25.2,65.6667,62.8,-0.4,173.8,17,17,41,1,1,0.6765,1.0831,1.2794,High,Primary Care,West
HCP101720,EV2182,treatment,5.6667,5.6667,18.6667,17.3333,-0.3429,47.8333,7,9,26,1,1,0.836,1.058,1.4696,High,Cardiology,Midwest
HCP101750,EV2182,control_candidate,1.6667,1.3333,3.0,2.8333,0.3429,4.5,1,12,1,0,1,0.836,1.058,1.4696,Low,Primary Care,Midwest
HCP100385,EV2182,control_candidate,3.3333,2.6667,10.3333,8.5,0.1143,17.3333,4,12,3,0,1,0.8117,1.0643,1.3262,Medium,Primary Care,Southeast
HCP100643,EV2182,treatment,2.3333,2.1667,4.0,3.5,-0.2,7.1667,2,20,6,1,1,0.7266,1.0614,1.0433,Low,Primary Care,Pacific Northwest
HCP102090,EV2182,control_candidate,3.6667,4.8333,7.0,8.6667,-0.3143,12.8333,3,11,3,0,1,0.6491,1.054,1.2223,Low,Primary Care,Northeast
HCP101905,EV2182,control_candidate,1.3333,1.3333,9.0,8.3333,0.1143,1.6667,5,17,12,1,1,0.6765,1.0831,1.2794,Low,Cardiology,West
HCP101699,EV2182,control_candidate,5.0,4.3333,12.0,8.3333,-0.2857,17.1667,6,14,10,0,1,0.7928,1.0605,1.5234,Medium,Primary Care,Mountain
HCP102209,EV2182,control_candidate,12.6667,14.6667,39.0,46.3333,-2.3429,75.1667,9,9,16,1,1,0.6491,1.054,1.2223,Medium,Endocrinology,Northeast
HCP100784,EV2182,control_candidate,4.0,5.1667,9.0,9.6667,-0.6571,32.3333,17,13,35,1,0,0.7928,1.0605,1.5234,High,Psychiatry,Mountain
HCP101081,EV2182,control_candidate,8.6667,9.8333,32.0,31.5,-0.2571,74.6667,7,16,24,1,1,0.6518,1.0553,1.2623,Medium,Primary Care,Southwest
HCP101151,EV2182,control_candidate,6.6667,6.6667,14.3333,16.1667,0.1714,43.5,11,10,34,1,1,0.836,1.058,1.4696,High,Primary Care,Midwest
HCP102345,EV2182,control_candidate,11.0,9.6,20.0,19.6,0.6,35.4,10,18,15,2,1,0.6491,1.054,1.2223,Medium,Endocrinology,Northeast
HCP101602,EV2182,control_candidate,2.3333,3.0,5.3333,5.0,-0.6,10.6,5,21,16,1,1,0.8117,1.0643,1.3262,Low,Primary Care,Southeast
HCP101341,EV2182,control_candidate,2.3333,1.6667,4.0,5.3333,0.4571,3.8333,0,10,0,0,1,0.6765,1.0831,1.2794,Low,Endocrinology,West
HCP102049,EV2182,treatment,7.0,7.1667,12.6667,18.0,-0.3714,24.8333,18,17,51,1,1,0.6491,1.054,1.2223,Medium,Primary Care,Northeast
HCP101039,EV2183,control_candidate,4.3333,4.1667,9.0,9.1667,-0.0286,23.3333,6,7,7,0,1,0.6518,1.0553,1.2623,Medium,Cardiology,Southwest
HCP101540,EV2183,control_candidate,7.3333,8.3333,15.0,19.6667,-1.3714,23.8333,12,10,38,1,1,0.6491,1.054,1.2223,High,Primary Care,Northeast
HCP100751,EV2183,control_candidate,3.0,3.5,5.3333,6.8333,-0.0286,7.6667,3,14,10,0,1,0.6518,1.0553,1.2623,Low,Cardiology,Southwest
HCP101643,EV2183,treatment,10.0,9.8,20.0,21.4,1.6,49.8,15,12,24,2,1,0.6765,1.0831,1.2794,Medium,Cardiology,West
HCP101154,EV2183,control_candidate,0.3333,0.6,0.3333,0.8,-0.2,1.0,3,3,6,0,1,0.7928,1.0605,1.5234,Medium,Cardiology,Mountain
HCP101365,EV2183,control_candidate,3.6667,3.0,13.6667,13.1667,0.1714,29.6667,9,7,34,1,1,0.7928,1.0605,1.5234,Medium,Cardiology,Mountain
HCP100855,EV2183,control_candidate,4.6667,5.8333,9.0,9.5,0.1429,21.3333,5,15,12,2,1,0.6518,1.0553,1.2623,Low,Cardiology,Southwest
HCP102224,EV2183,treatment,9.3333,13.1667,29.6667,33.6667,-1.2286,68.1667,28,15,38,3,1,0.6518,1.0553,1.2623,High,Primary Care,Southwest
HCP100765,EV2183,control_candidate,2.3333,3.8333,11.3333,10.8333,-0.8857,39.8333,1,16,0,0,1,0.6765,1.0831,1.2794,Medium,Primary Care,West
HCP102417,EV2183,control_candidate,9.6667,9.6,24.3333,26.2,1.4,28.4,19,24,57,2,0,0.6765,1.0831,1.2794,High,Oncology,West
HCP100184,EV2183,control_candidate,0.3333,0.8,3.0,3.8,-0.6,11.8,2,12,4,0,1,0.6518,1.0553,1.2623,Low,Primary Care,Southwest
HCP101030,EV2183,control_candidate,1.3333,1.4,1.3333,1.8,0.1,6.0,0,2,0,0,1,0.6518,1.0553,1.2623,Medium,Cardiology,Southwest
HCP101297,EV2183,control_candidate,8.0,8.6667,15.6667,17.5,-0.7429,17.8333,13,22,18,1,1,0.8117,1.0643,1.3262,Medium,Primary Care,Southeast
HCP101375,EV2183,control_candidate,2.6667,2.8333,6.3333,7.1667,0.4286,17.8333,3,12,6,0,1,0.836,1.058,1.4696,Low,Cardiology,Midwest
HCP102201,EV2183,treatment,1.6667,1.3333,5.0,3.8333,0.2286,1.6667,1,13,2,0,1,0.6518,1.0553,1.2623,Low,Cardiology,Southwest
HCP101056,EV2183,control_candidate,9.0,8.8,20.3333,24.0,-0.5,23.0,14,15,31,0,0,0.6765,1.0831,1.2794,High,Dermatology,West
HCP100723,EV2183,control_candidate,0.3333,0.1667,2.0,2.8333,0.0286,3.5,2,20,5,0,0,0.7928,1.0605,1.5234,Low,Neurology,Mountain
HCP101998,EV2183,control_candidate,2.6667,3.0,6.3333,6.0,0.1143,26.8333,2,17,2,0,1,0.836,1.058,1.4696,Low,Cardiology,Midwest
HCP101358,EV2183,control_candidate,3.0,6.0,11.0,15.0,-1.9429,35.3333,10,16,20,1,1,0.6518,1.0553,1.2623,Medium,Cardiology,Southwest
HCP100383,EV2183,control_candidate,4.6667,4.5,11.0,11.8333,-0.1429,12.0,1,20,1,1,1,0.7266,1.0614,1.0433,Low,Primary Care,Pacific Northwest
HCP101428,EV2183,control_candidate,10.0,9.8333,24.0,22.0,1.1714,25.8333,8,10,9,3,1,0.836,1.058,1.4696,High,Cardiology,Midwest
HCP100335,EV2183,control_candidate,1.0,1.0,8.0,7.4,0.3,5.4,5,14,5,1,1,0.7266,1.0614,1.0433,Low,Cardiology,Pacific Northwest
HCP102327,EV2183,control_candidate,4.6667,3.8333,8.0,7.1667,0.8857,7.0,6,10,12,1,1,0.6518,1.0553,1.2623,Medium,Primary Care,Southwest
HCP100368,EV2183,treatment,2.6667,2.1667,4.0,4.8333,-0.1429,4.8333,3,10,8,0,1,0.6518,1.0553,1.2623,Medium,Cardiology,Southwest
HCP100714,EV2183,control_candidate,4.3333,4.6667,16.0,16.3333,-0.0571,36.5,6,5,14,1,1,0.836,1.058,1.4696,Medium,Cardiology,Midwest
HCP101331,EV2183,control_candidate,2.0,2.3333,3.6667,5.0,-0.4571,11.5,2,20,2,1,1,0.6518,1.0553,1.2623,Low,Cardiology,Southwest
HCP101315,EV2183,control_candidate,2.3333,3.3333,6.3333,8.8333,0.0571,32.8333,3,14,5,0,1,0.836,1.058,1.4696,Low,Cardiology,Midwest
HCP101394,EV2183,control_candidate,5.0,7.6667,12.0,13.1667,-1.2,9.5,4,22,1,2,1,0.6518,1.0553,1.2623,Medium,Cardiology,Southwest
HCP102346,EV2183,treatment,2.6667,2.5,8.6667,7.1667,0.0857,4.1667,6,20,9,1,1,0.7266,1.0614,1.0433,Low,Cardiology,Pacific Northwest
HCP100810,EV2183,treatment,29.6667,28.0,66.3333,59.5,0.3429,163.6667,32,13,51,2,1,0.6491,1.054,1.2223,High,Primary Care,Northeast
HCP102298,EV2183,control_candidate,1.0,2.2,5.0,7.0,-0.9,17.2,2,9,6,0,1,0.6518,1.0553,1.2623,Medium,Cardiology,Southwest
HCP102471,EV2183,control_candidate,4.3333,2.8333,7.6667,6.0,0.8857,3.5,1,22,0,0,1,0.6491,1.054,1.2223,Low,Cardiology,Northeast
HCP102496,EV2183,control_candidate,7.6667,7.1667,16.0,16.0,0.0857,21.0,15,6,30,1,1,0.6518,1.0553,1.2623,High,Primary Care,Southwest
HCP101977,EV2183,control_candidate,5.0,4.0,9.6667,10.6667,0.5714,31.0,2,11,0,1,1,0.8117,1.0643,1.3262,Low,Cardiology,Southeast
HCP101140,EV2183,control_candidate,4.3333,4.6667,8.0,9.8333,-0.2857,19.1667,6,21,20,2,1,0.6518,1.0553,1.2623,Low,Cardiology,Southwest
HCP100140,EV2183,control_candidate,3.3333,3.1667,5.6667,7.5,0.1429,28.6667,1,18,4,1,0,0.6765,1.0831,1.2794,Low,Gastroenterology,West
HCP100208,EV2183,control_candidate,13.0,10.8333,49.3333,40.3333,0.3143,111.8333,19,16,59,3,1,0.6491,1.054,1.2223,High,Cardiology,Northeast
HCP101481,EV2183,treatment,4.6667,4.3333,8.3333,9.0,-0.0571,18.0,1,8,3,1,1,0.6765,1.0831,1.2794,Medium,Primary Care,West
HCP102301,EV2183,control_candidate,0.6667,0.3333,1.0,0.6667,0.1143,1.1667,0,4,0,0,1,0.6491,1.054,1.2223,Low,Primary Care,Northeast
HCP101936,EV2183,control_candidate,6.6667,5.0,16.6667,14.8333,0.8571,28.6667,10,17,23,2,1,0.7928,1.0605,1.5234,Medium,Primary Care,Mountain
HCP100561,EV2183,control_candidate,4.0,3.2,9.0,7.6,0.7,23.4,4,15,4,1,1,0.6518,1.0553,1.2623,Low,Cardiology,Southwest
HCP102135,EV2183,control_candidate,4.0,4.3333,9.6667,11.8333,-0.4,12.0,3,13,5,1,1,0.7928,1.0605,1.5234,Low,Cardiology,Mountain
HCP100101,EV2183,control_candidate,1.0,1.0,2.3333,2.5,-0.1143,4.0,2,6,6,0,1,0.6518,1.0553,1.2623,High,Cardiology,Southwest
HCP101941,EV2183,control_candidate,2.6667,2.1667,8.3333,6.3333,0.4286,4.6667,4,13,5,1,1,0.8117,1.0643,1.3262,Low,Cardiology,Southeast
HCP102159,EV2183,control_candidate,25.0,23.5,51.0,55.3333,-0.0857,92.5,36,18,41,4,1,0.7928,1.0605,1.5234,High,Primary Care,Mountain
HCP102088,EV2183,control_candidate,1.6667,2.6667,4.0,4.1667,-0.7429,6.5,9,14,29,0,1,0.6765,1.0831,1.2794,Medium,Endocrinology,West
HCP102283,EV2183,treatment,7.0,5.0,15.6667,11.4,0.2,8.8,3,6,5,0,1,0.7928,1.0605,1.5234,Low,Primary Care,Mountain
HCP101995,EV2183,control_candidate,2.3333,2.1667,6.0,5.5,-0.0857,10.1667,0,8,0,1,1,0.6518,1.0553,1.2623,Low,Primary Care,Southwest
HCP101438,EV2183,control_candidate,4.3333,3.6667,14.0,17.3333,0.0571,44.1667,9,12,13,0,0,0.836,1.058,1.4696,High,Dermatology,Midwest
HCP100637,EV2183,control_candidate,5.0,5.8333,12.6667,13.1667,-0.1429,28.1667,4,15,8,1,1,0.7266,1.0614,1.0433,Medium,Primary Care,Pacific Northwest
HCP100625,EV2183,control_candidate,2.3333,2.3333,4.3333,3.8333,-0.2286,13.6667,3,21,4,1,1,0.7928,1.0605,1.5234,Low,Cardiology,Mountain
HCP100500,EV2183,control_candidate,4.0,3.5,8.6667,7.8333,0.4286,17.5,2,13,3,2,1,0.8117,1.0643,1.3262,Low,Primary Care,Southeast
HCP100802,EV2183,control_candidate,4.3333,7.3333,13.3333,16.1667,-2.1143,14.5,6,20,10,1,1,0.836,1.058,1.4696,Medium,Cardiology,Midwest
HCP101583,EV2183,treatment,4.3333,5.5,11.0,12.1667,-1.1714,21.3333,13,17,27,2,1,0.7928,1.0605,1.5234,Medium,Primary Care,Mountain
HCP100186,EV2183,control_candidate,5.6667,7.3333,10.6667,13.5,-1.8286,28.1667,7,11,24,1,1,0.6765,1.0831,1.2794,Medium,Cardiology,West
HCP100764,EV2183,treatment,6.6667,6.6667,17.0,14.1667,-0.4,18.5,6,16,7,0,1,0.6518,1.0553,1.2623,Medium,Cardiology,Southwest
HCP100458,EV2183,control_candidate,1.6667,1.1667,3.0,2.5,0.4286,5.5,3,13,3,0,1,0.6765,1.0831,1.2794,Low,Cardiology,West
HCP100393,EV2183,control_candidate,7.0,4.6667,18.3333,13.0,1.0286,15.8333,10,15,19,2,1,0.8117,1.0643,1.3262,Medium,Cardiology,Southeast
HCP101272,EV2183,treatment,1.6667,2.5,7.6667,12.0,-0.6,18.5,5,9,14,1,1,0.8117,1.0643,1.3262,Medium,Cardiology,Southeast
HCP101189,EV2183,control_candidate,4.0,3.1667,10.0,10.3333,0.1429,7.1667,9,21,14,1,1,0.6765,1.0831,1.2794,Medium,Primary Care,West
HCP101930,EV2183,control_candidate,0.6667,0.8333,1.0,1.1667,-0.0857,4.0,0,8,0,0,1,0.836,1.058,1.4696,Medium,Cardiology,Midwest
HCP100055,EV2183,control_candidate,0.6667,1.6667,2.6667,5.0,-0.3429,5.8333,1,6,2,0,1,0.6765,1.0831,1.2794,Medium,Cardiology,West
HCP101352,EV2183,control_candidate,3.0,2.3333,5.6667,6.6667,0.2286,7.3333,0,13,0,0,1,0.7928,1.0605,1.5234,Low,Cardiology,Mountain
HCP102368,EV2183,treatment,6.0,6.0,19.0,14.4,-0.3,7.6,8,15,13,1,1,0.6765,1.0831,1.2794,Medium,Endocrinology,West
HCP100662,EV2183,control_candidate,4.6667,4.3333,13.6667,11.0,0.4571,24.6667,2,9,1,0,1,0.6518,1.0553,1.2623,Low,Cardiology,Southwest
HCP100663,EV2183,control_candidate,37.6667,26.6,62.6667,60.4,6.6,56.2,17,11,47,3,1,0.6491,1.054,1.2223,High,Cardiology,Northeast
HCP101163,EV2183,treatment,12.6667,9.1667,17.6667,13.8333,1.2286,37.1667,9,10,20,1,1,0.7928,1.0605,1.5234,Medium,Primary Care,Mountain
HCP100124,EV2183,control_candidate,10.3333,11.0,26.3333,25.1667,-2.2286,31.3333,22,7,57,2,1,0.6765,1.0831,1.2794,High,Cardiology,West
HCP101666,EV2183,control_candidate,4.3333,4.8,11.0,12.6,-0.9,5.4,3,13,6,1,1,0.6518,1.0553,1.2623,Low,Cardiology,Southwest
HCP100390,EV2183,control_candidate,1.6667,0.8333,3.3333,1.8333,0.5429,5.0,3,20,5,1,1,0.836,1.058,1.4696,Low,Endocrinology,Midwest
HCP100433,EV2183,treatment,5.3333,5.0,15.0,16.0,0.8,34.6667,4,12,12,2,1,0.836,1.058,1.4696,Low,Cardiology,Midwest
HCP101767,EV2183,control_candidate,5.0,5.0,9.3333,12.0,0.5143,31.8333,3,12,2,2,1,0.8117,1.0643,1.3262,Medium,Primary Care,Southeast
HCP101790,EV2183,control_candidate,17.6667,14.0,40.3333,41.3333,2.1143,49.0,0,12,0,2,1,0.6765,1.0831,1.2794,Medium,Cardiology,West
HCP102122,EV2183,control_candidate,5.6667,6.8,8.0,9.2,-0.8,11.2,4,16,8,2,1,0.7928,1.0605,1.5234,Low,Cardiology,Mountain
HCP100146,EV2183,control_candidate,6.0,7.6667,10.0,13.6667,-1.8286,21.3333,7,15,11,1,1,0.836,1.058,1.4696,Medium,Primary Care,Midwest
HCP100955,EV2183,control_candidate,2.6667,2.6667,4.6667,6.1667,-0.3429,12.6667,2,21,3,0,1,0.7928,1.0605,1.5234,Low,Cardiology,Mountain
HCP101266,EV2183,treatment,2.6667,2.6667,9.0,10.1667,-0.2857,5.5,9,15,16,0,1,0.7266,1.0614,1.0433,Medium,Endocrinology,Pacific Northwest
HCP100517,EV2183,control_candidate,8.0,10.2,15.3333,20.4,-1.3,25.8,10,19,13,3,1,0.8117,1.0643,1.3262,Medium,Cardiology,Southeast
HCP102125,EV2183,control_candidate,11.0,9.6667,27.0,25.0,2.2857,94.6667,19,8,18,1,1,0.836,1.058,1.4696,High,Primary Care,Midwest
HCP102385,EV2183,control_candidate,5.6667,4.5,18.0,14.8333,0.3143,22.3333,17,18,35,2,1,0.8117,1.0643,1.3262,High,Primary Care,Southeast
HCP101698,EV2183,treatment,12.6667,13.1667,18.6667,19.5,-1.1714,19.6667,8,10,27,1,1,0.6518,1.0553,1.2623,Medium,Cardiology,Southwest
HCP102485,EV2183,control_candidate,4.3333,5.5,11.6667,15.0,-0.4857,27.1667,5,10,9,0,1,0.6765,1.0831,1.2794,Medium,Cardiology,West
HCP100022,EV2183,control_candidate,2.0,1.6,10.0,7.6,-0.1,10.8,0,4,0,0,1,0.836,1.058,1.4696,High,Primary Care,Midwest
HCP100815,EV2183,control_candidate,13.0,13.0,21.3333,20.6667,-1.1429,15.6667,29,13,99,3,1,0.836,1.058,1.4696,High,Primary Care,Midwest
HCP101644,EV2183,control_candidate,20.0,21.0,34.6667,35.8333,-2.7429,36.3333,18,12,12,3,1,0.6518,1.0553,1.2623,High,Cardiology,Southwest
HCP101329,EV2183,treatment,22.3333,22.5,45.6667,40.3333,-2.2571,72.0,17,15,38,2,1,0.836,1.058,1.4696,High,Primary Care,Midwest
HCP100712,EV2183,control_candidate,3.6667,4.5,6.0,7.6667,-0.8286,20.5,4,13,9,2,1,0.8117,1.0643,1.3262,Low,Cardiology,Southeast
HCP101905,EV2183,control_candidate,6.6667,5.8333,10.0,9.8333,0.4857,7.5,5,17,12,1,1,0.6765,1.0831,1.2794,Low,Cardiology,West
HCP102071,EV2183,control_candidate,1.6667,1.8333,6.0,8.1667,0.1429,10.1667,3,24,7,1,1,0.836,1.058,1.4696,Low,Cardiology,Midwest
HCP102081,EV2183,control_candidate,8.0,5.8333,13.3333,12.1667,0.3143,18.6667,9,8,21,1,1,0.836,1.058,1.4696,Medium,Cardiology,Midwest
HCP102021,EV2183,control_candidate,14.3333,12.4,42.3333,56.4,0.7,99.8,15,15,48,2,1,0.7928,1.0605,1.5234,High,Primary Care,Mountain
HCP102178,EV2183,control_candidate,6.0,7.8333,9.6667,13.5,-1.4571,24.5,7,20,9,3,1,0.7928,1.0605,1.5234,Medium,Endocrinology,Mountain
HCP101508,EV2184,treatment,33.0,24.6667,49.3333,42.6667,3.6571,62.6667,50,20,43,4,1,0.8201,1.0148,1.4787,High,Primary Care,Midwest
HCP100975,EV2184,control_candidate,31.0,23.0,88.0,69.6667,4.1714,43.6667,26,18,53,2,1,0.6838,1.015,1.2922,High,Cardiology,Southwest
HCP100397,EV2184,control_candidate,3.6667,3.8333,6.0,6.0,0.3143,7.1667,0,9,0,0,1,0.6715,1.0407,1.2369,Low,Primary Care,Northeast
HCP101039,EV2184,control_candidate,4.6667,4.0,7.6667,8.3333,0.1143,20.1667,4,10,3,0,1,0.6838,1.015,1.2922,Medium,Cardiology,Southwest
HCP100295,EV2184,control_candidate,15.0,23.2,24.6667,34.6,-4.1,19.6,13,9,40,0,1,0.7891,1.0434,1.2978,High,Primary Care,Southeast
HCP101275,EV2184,control_candidate,6.0,6.5,11.0,14.5,-0.9429,68.8333,12,15,29,1,1,0.7938,1.023,1.4895,Medium,Cardiology,Mountain
HCP101423,EV2184,treatment,2.3333,2.0,4.0,3.8,-0.0,11.8,16,30,41,1,1,0.6838,1.015,1.2922,Medium,Primary Care,Southwest
HCP101984,EV2184,control_candidate,35.0,23.3333,54.6667,44.1667,5.6571,136.3333,28,8,97,5,1,0.8201,1.0148,1.4787,High,Endocrinology,Midwest
HCP100985,EV2184,control_candidate,0.3333,0.3333,2.0,1.5,-0.1143,8.1667,2,17,7,0,1,0.8201,1.0148,1.4787,Low,Primary Care,Midwest
HCP101729,EV2184,treatment,12.3333,10.1667,17.0,14.6667,0.8857,22.1667,2,16,3,0,1,0.7891,1.0434,1.2978,Medium,Cardiology,Southeast
HCP102096,EV2184,control_candidate,6.0,5.5,13.0,13.5,0.2571,56.6667,6,22,15,1,1,0.6715,1.0407,1.2369,Medium,Cardiology,Northeast
HCP100069,EV2184,treatment,3.3333,5.1667,8.0,9.6667,-1.2857,7.1667,10,19,21,2,0,0.7891,1.0434,1.2978,Medium,Oncology,Southeast
HCP101951,EV2184,control_candidate,4.0,4.8333,18.3333,19.1667,-1.2857,16.1667,13,13,15,0,1,0.6773,1.0045,1.2021,Medium,Primary Care,West
HCP100021,EV2184,treatment,2.3333,2.0,5.3333,6.0,0.4571,9.6667,4,16,8,1,1,0.6715,1.0407,1.2369,Low,Cardiology,Northeast
HCP101576,EV2184,control_candidate,12.6667,15.0,24.0,27.3333,-1.4286,148.1667,5,5,4,2,1,0.8201,1.0148,1.4787,Medium,Cardiology,Midwest
HCP100855,EV2184,control_candidate,3.3333,6.0,9.3333,10.8333,-1.7143,18.8333,4,16,12,2,1,0.6838,1.015,1.2922,Low,Cardiology,Southwest
