hcp_id,specialty,region,segment,active_flag,reason,source_file,event_id,invited_at,channel,eligible_reason,registered,verified_attended,duration,engagement,month,product,nrx,trx,competitor_trx,date,rep_calls,emails,samples,other_events
HCP100873,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-08,NEUROVANT,6.0,12.0,17.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-01,CARDIVEX,2.0,5.0,3.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-02,CARDIVEX,9.0,10.0,7.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-03,CARDIVEX,2.0,3.0,11.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-04,CARDIVEX,6.0,10.0,18.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-05,CARDIVEX,10.0,13.0,14.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-06,CARDIVEX,4.0,8.0,4.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-07,CARDIVEX,5.0,10.0,7.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-08,CARDIVEX,9.0,12.0,12.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-09,CARDIVEX,8.0,9.0,43.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-10,CARDIVEX,6.0,7.0,14.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-11,CARDIVEX,6.0,8.0,16.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-12,CARDIVEX,4.0,8.0,16.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-01,CARDIVEX,2.0,9.0,18.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-02,CARDIVEX,4.0,11.0,2.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-03,CARDIVEX,3.0,4.0,17.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-04,CARDIVEX,9.0,13.0,6.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-05,CARDIVEX,3.0,7.0,8.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-06,CARDIVEX,2.0,9.0,19.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-07,CARDIVEX,3.0,4.0,17.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-08,CARDIVEX,3.0,5.0,9.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-09,CARDIVEX,8.0,9.0,24.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-10,CARDIVEX,0.0,0.0,5.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-11,CARDIVEX,5.0,7.0,12.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-12,CARDIVEX,6.0,9.0,6.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-01,CARDIVEX,6.0,14.0,16.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-02,CARDIVEX,0.0,2.0,31.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-03,CARDIVEX,5.0,10.0,5.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-04,CARDIVEX,2.0,5.0,6.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-05,CARDIVEX,4.0,9.0,27.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-06,CARDIVEX,9.0,14.0,4.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-07,CARDIVEX,0.0,1.0,14.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-08,CARDIVEX,1.0,3.0,16.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-01,ENDOSTAT,11.0,20.0,28.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-02,ENDOSTAT,8.0,24.0,30.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-03,ENDOSTAT,8.0,11.0,14.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-04,ENDOSTAT,3.0,13.0,28.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-05,ENDOSTAT,0.0,3.0,25.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-06,ENDOSTAT,1.0,12.0,26.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-07,ENDOSTAT,11.0,21.0,24.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-08,ENDOSTAT,20.0,26.0,25.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-10,ENDOSTAT,11.0,26.0,7.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-11,ENDOSTAT,10.0,13.0,15.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-12,ENDOSTAT,7.0,12.0,9.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-01,ENDOSTAT,0.0,7.0,32.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-02,ENDOSTAT,10.0,15.0,24.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-03,ENDOSTAT,6.0,10.0,23.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-04,ENDOSTAT,4.0,8.0,22.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-05,ENDOSTAT,3.0,7.0,21.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-06,ENDOSTAT,0.0,4.0,37.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-07,ENDOSTAT,7.0,16.0,35.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-08,ENDOSTAT,0.0,6.0,25.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-09,ENDOSTAT,6.0,17.0,4.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-10,ENDOSTAT,1.0,5.0,20.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-11,ENDOSTAT,0.0,9.0,48.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-12,ENDOSTAT,2.0,4.0,42.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-01,ENDOSTAT,11.0,17.0,30.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-02,ENDOSTAT,6.0,10.0,17.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-03,ENDOSTAT,8.0,14.0,32.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-04,ENDOSTAT,3.0,4.0,28.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-05,ENDOSTAT,0.0,4.0,62.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-06,ENDOSTAT,5.0,14.0,40.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-07,ENDOSTAT,1.0,5.0,31.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-08,ENDOSTAT,3.0,12.0,42.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-01,NEUROVANT,5.0,8.0,31.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-02,NEUROVANT,5.0,18.0,39.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-03,NEUROVANT,3.0,16.0,87.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-04,NEUROVANT,10.0,13.0,26.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-05,NEUROVANT,5.0,12.0,82.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-06,NEUROVANT,8.0,14.0,27.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-07,NEUROVANT,1.0,17.0,30.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-08,NEUROVANT,5.0,10.0,14.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-09,NEUROVANT,9.0,13.0,25.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-10,NEUROVANT,12.0,25.0,21.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-11,NEUROVANT,4.0,6.0,19.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-12,NEUROVANT,2.0,13.0,29.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-01,NEUROVANT,6.0,12.0,19.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-02,NEUROVANT,5.0,11.0,22.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-03,NEUROVANT,3.0,5.0,16.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-04,NEUROVANT,10.0,28.0,43.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-05,NEUROVANT,8.0,16.0,34.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-06,NEUROVANT,2.0,11.0,63.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-07,NEUROVANT,10.0,22.0,31.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-08,NEUROVANT,1.0,1.0,40.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-10,NEUROVANT,5.0,14.0,37.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-11,NEUROVANT,2.0,12.0,27.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-12,NEUROVANT,21.0,30.0,84.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-01,NEUROVANT,9.0,46.0,67.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-02,NEUROVANT,9.0,20.0,28.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-03,NEUROVANT,6.0,8.0,26.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-04,NEUROVANT,11.0,29.0,35.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-05,NEUROVANT,15.0,21.0,48.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-06,NEUROVANT,12.0,16.0,28.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-07,NEUROVANT,11.0,20.0,4.0,,,,,
HCP100881,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-08,NEUROVANT,3.0,13.0,7.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-01,CARDIVEX,2.0,6.0,0.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-02,CARDIVEX,3.0,8.0,2.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-03,CARDIVEX,13.0,14.0,11.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-04,CARDIVEX,4.0,5.0,13.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-05,CARDIVEX,9.0,14.0,7.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-06,CARDIVEX,1.0,8.0,1.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-07,CARDIVEX,3.0,5.0,1.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-08,CARDIVEX,2.0,8.0,3.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-09,CARDIVEX,1.0,2.0,11.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-10,CARDIVEX,3.0,3.0,5.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-11,CARDIVEX,9.0,16.0,5.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-12,CARDIVEX,3.0,6.0,6.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-01,CARDIVEX,5.0,7.0,4.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-02,CARDIVEX,1.0,2.0,0.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-03,CARDIVEX,21.0,25.0,2.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-04,CARDIVEX,11.0,13.0,5.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-05,CARDIVEX,10.0,14.0,13.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-06,CARDIVEX,2.0,8.0,4.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-07,CARDIVEX,1.0,11.0,14.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-08,CARDIVEX,2.0,10.0,2.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-09,CARDIVEX,3.0,9.0,6.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-10,CARDIVEX,8.0,12.0,9.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-11,CARDIVEX,0.0,1.0,13.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-12,CARDIVEX,2.0,6.0,6.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-01,CARDIVEX,4.0,10.0,3.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-02,CARDIVEX,6.0,11.0,1.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-03,CARDIVEX,2.0,7.0,6.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-04,CARDIVEX,10.0,12.0,0.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-05,CARDIVEX,1.0,12.0,3.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-06,CARDIVEX,1.0,4.0,0.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-07,CARDIVEX,4.0,6.0,1.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-08,CARDIVEX,5.0,7.0,9.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-01,ENDOSTAT,6.0,13.0,25.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-02,ENDOSTAT,2.0,4.0,24.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-03,ENDOSTAT,6.0,9.0,30.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-04,ENDOSTAT,8.0,15.0,30.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-05,ENDOSTAT,11.0,13.0,20.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-06,ENDOSTAT,12.0,15.0,13.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-07,ENDOSTAT,7.0,11.0,24.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-08,ENDOSTAT,4.0,7.0,6.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-09,ENDOSTAT,2.0,7.0,21.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-10,ENDOSTAT,15.0,16.0,61.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-11,ENDOSTAT,10.0,13.0,33.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-12,ENDOSTAT,7.0,16.0,11.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-01,ENDOSTAT,4.0,5.0,23.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-02,ENDOSTAT,3.0,7.0,11.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-03,ENDOSTAT,5.0,13.0,53.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-04,ENDOSTAT,3.0,7.0,22.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-05,ENDOSTAT,11.0,17.0,40.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-06,ENDOSTAT,4.0,11.0,52.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-07,ENDOSTAT,6.0,10.0,39.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-08,ENDOSTAT,5.0,10.0,12.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-09,ENDOSTAT,7.0,8.0,74.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-10,ENDOSTAT,16.0,22.0,17.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-11,ENDOSTAT,5.0,8.0,61.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-12,ENDOSTAT,0.0,7.0,19.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-01,ENDOSTAT,4.0,13.0,51.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-02,ENDOSTAT,4.0,10.0,25.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-03,ENDOSTAT,7.0,11.0,22.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-04,ENDOSTAT,2.0,6.0,50.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-05,ENDOSTAT,1.0,4.0,41.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-06,ENDOSTAT,11.0,15.0,2.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-07,ENDOSTAT,0.0,6.0,72.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-08,ENDOSTAT,6.0,14.0,66.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-01,NEUROVANT,1.0,6.0,1.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-02,NEUROVANT,2.0,3.0,22.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-03,NEUROVANT,0.0,1.0,3.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-04,NEUROVANT,1.0,3.0,6.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-05,NEUROVANT,0.0,1.0,7.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-06,NEUROVANT,4.0,4.0,8.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-07,NEUROVANT,0.0,4.0,7.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-08,NEUROVANT,3.0,3.0,5.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-09,NEUROVANT,3.0,4.0,26.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-10,NEUROVANT,3.0,4.0,4.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-11,NEUROVANT,2.0,3.0,13.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-02,NEUROVANT,2.0,3.0,3.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-03,NEUROVANT,0.0,0.0,6.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-04,NEUROVANT,1.0,1.0,7.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-05,NEUROVANT,2.0,6.0,40.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-06,NEUROVANT,1.0,6.0,2.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-07,NEUROVANT,2.0,4.0,5.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-08,NEUROVANT,1.0,3.0,24.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-09,NEUROVANT,5.0,5.0,4.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-10,NEUROVANT,3.0,5.0,16.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-11,NEUROVANT,4.0,4.0,5.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2025-12,NEUROVANT,4.0,4.0,10.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-01,NEUROVANT,0.0,4.0,7.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-02,NEUROVANT,0.0,0.0,18.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-03,NEUROVANT,2.0,3.0,2.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-04,NEUROVANT,4.0,6.0,13.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-05,NEUROVANT,2.0,4.0,0.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-06,NEUROVANT,2.0,4.0,27.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-07,NEUROVANT,0.0,1.0,16.0,,,,,
HCP100883,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2026-08,NEUROVANT,1.0,4.0,3.0,,,,,
HCP100896,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-01,CARDIVEX,2.0,2.0,3.0,,,,,
HCP100896,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-02,CARDIVEX,1.0,2.0,7.0,,,,,
HCP100896,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-03,CARDIVEX,1.0,3.0,6.0,,,,,
HCP100896,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-04,CARDIVEX,3.0,6.0,4.0,,,,,
HCP100896,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-05,CARDIVEX,1.0,2.0,8.0,,,,,
HCP100896,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-06,CARDIVEX,1.0,3.0,2.0,,,,,
HCP100896,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-07,CARDIVEX,3.0,6.0,3.0,,,,,
HCP100896,,,,,unresolved_identity,hcp_rx_monthly.csv,,,,,,,,,2024-08,CARDIVEX,1.0,4.0,2.0,,,,,
